"from","to","V1","V2","V3","V4","V5","V6","V7"
"herb_echinoderms","pcod_juv",18320.3994281587,18320.3985255697,18320.3966976997,18320.3939797519,18320.3913143872,18320.3895734998,18320.3887253507
"misc_crabs","pcod_juv",18321.8786838673,18321.6779514018,18321.2193884804,18320.3939797519,18319.3980059269,18318.6404761801,18318.240098442
"infauna","pcod_juv",18321.187560386,18321.0652291489,18320.8067297536,18320.3939797519,18319.9549959977,18319.6505599565,18319.4975882112
"pel_zooplankton","pcod_juv",18320.3967563042,18320.3962900772,18320.3953515987,18320.3939797519,18320.3926849925,18320.3918847287,18320.3915130581
"euphausiids","pcod_juv",18320.8153705105,18320.7449198407,18320.6027012342,18320.3939797519,18320.1958639012,18320.0723748164,18320.0145387794
"copepods","pcod_juv",18320.4494520643,18320.4399127391,18320.4209750052,18320.3939797519,18320.3693233648,18320.3545252871,18320.3477803471
"pelagic_microbes","pcod_juv",18320.3942247962,18320.3941806857,18320.3940952078,18320.3939797519,18320.3938842309,18320.3938341245,18320.3938139476
"discards_offal","pcod_juv",18320.3940529562,18320.3940406565,18320.394015932,18320.3939797519,18320.3939452735,18320.3939235522,18320.393913273
"pollock_juv","pcod_adu",18320.3774253881,18320.3848223455,18320.3941317271,18320.3939797519,18320.3800928254,18320.3670178568,18320.3608750741
"pollock_adu","pcod_adu",18324.7050794971,18323.8663691669,18322.2713398277,18320.3939797519,18319.6531150572,18320.1401627172,18320.7649810322
"pcod_juv","pcod_adu",18319.2046221836,18319.3509900721,18319.7053682289,18320.3939797519,18321.2796246706,18321.9765176451,18322.3495890291
"pcod_adu","pcod_adu",18316.2845952938,18316.7552572651,18317.9501245249,18320.3939797519,18323.6423553835,18326.2315580633,18327.6217974272
"herring","pcod_adu",18321.0235925368,18320.9404034898,18320.7476797743,18320.3939797519,18319.9605714179,18319.629137126,18319.4540402756
"arrowtooth_juv","pcod_adu",18318.8850053537,18319.0996803614,18319.5760134781,18320.3939797519,18321.3284789113,18322.0074257543,18322.3562848652
"arrowtooth_adu","pcod_adu",18319.4116218,18319.5326823747,18319.8254209675,18320.3939797519,18321.1258992947,18321.7029167334,18322.0123442534
"kamchatka","pcod_adu",18318.0759719129,18318.3994877967,18319.1246375221,18320.3939797519,18321.8813917449,18322.98675213,18323.5626971498
"gr_turbot_juv","pcod_adu",18320.3049744679,18320.3166623468,18320.3433326476,18320.3939797519,18320.4636341832,18320.5244900261,18320.559609955
"gr_turbot_adu","pcod_adu",18320.3776411044,18320.3796651208,18320.3845413832,18320.3939797519,18320.4061220077,18320.4157063894,18320.4208519542
"halibut_juv","pcod_adu",18327.9228547143,18326.670733596,18324.1291924721,18320.3939797519,18316.8932084633,18314.7602286947,18313.7791568231
"halibut_adu","pcod_adu",18322.1158149347,18321.724381443,18321.0438961702,18320.3939797519,18320.3223252781,18320.6575051556,18320.945644048
"yf_sole","pcod_adu",18322.3067848187,18322.0387101887,18321.4385314734,18320.3939797519,18319.1864308477,18318.3042399286,18317.850482472
"fh_sole","pcod_adu",18325.314827316,18324.5981114912,18323.0306915433,18320.3939797519,18317.4398952836,18315.3204854069,18314.2382507799
"nr_sole","pcod_adu",18329.097741179,18327.6628613477,18324.7354113298,18320.3939797519,18316.2790179601,18313.7499122569,18312.5820228494
"ak_plaice","pcod_adu",18320.7495893674,18320.699965715,18320.588681625,18320.3939797519,18320.1664375784,18319.9979923045,18319.9104859219
"oth_flatfish","pcod_adu",18320.8684865927,18320.7730227619,18320.5975269478,18320.3939797519,18320.2836396184,18320.2715266266,18320.2851577991
"ak_skate","pcod_adu",18320.3917691767,18320.3920604377,18320.3927368431,18320.3939797519,18320.3954995481,18320.3966571724,18320.3972668493
"eelpouts","pcod_adu",18326.773534534,18325.7024727251,18323.5325995875,18320.3939797519,18317.6095520798,18316.0801055585,18315.450461991
"pac_ocean_perch","pcod_adu",18320.1461397991,18320.178891642,18320.2547581873,18320.3939797519,18320.5646147615,18320.6951779855,18320.7641927883
"oth_rockfish","pcod_adu",18320.3886760946,18320.3893200836,18320.3908915868,18320.3939797519,18320.3979975816,18320.401187345,18320.4029038944
"atka","pcod_adu",18319.7826821712,18319.8629371344,18320.0496248704,18320.3939797519,18320.8178479624,18321.1431338245,18321.3153883418
"shallow_demersals","pcod_adu",18336.136624288,18334.0913130216,18329.3100981601,18320.3939797519,18309.2448832454,18300.5659027158,18295.9294322708
"lg_sculpins","pcod_adu",18328.3520945635,18327.2446404879,18324.7572661518,18320.3939797519,18315.2790299109,18311.4832255051,18309.5085643421
"octopus","pcod_adu",18326.7079491863,18325.7354514976,18323.6720394007,18320.3939797519,18317.007153381,18314.765374633,18313.6824117066
"squids","pcod_adu",18320.3953408628,18320.3979795023,18320.4001360593,18320.3939797519,18320.3749391366,18320.3546955253,18320.3425051513
"salmon_returning","pcod_adu",18320.418979654,18320.4128125045,18320.4025125265,18320.3939797519,18320.3956756487,18320.4032351511,18320.4089434577
"mycto_bathy","pcod_adu",18320.3941677121,18320.3941460918,18320.3940914741,18320.3939797519,18320.3938299894,18320.3937092212,18320.3936438032
"capelin","pcod_adu",18320.631781605,18320.6098618027,18320.5457574556,18320.3939797519,18320.1693010586,18319.9784842475,18319.8727190658
"sandlance","pcod_adu",18324.7950422368,18324.2021566895,18322.8449630846,18320.3939797519,18317.432882754,18315.1880245092,18314.0068864888
"oth_forage","pcod_adu",18322.7825148094,18322.4869228687,18321.7741985908,18320.3939797519,18318.6196220939,18317.2210975065,18316.4711737067
"bairdi","pcod_adu",18366.7440494453,18360.1924679904,18345.5130664049,18320.3939797519,18292.8926277332,18274.3822429849,18265.5174888805
"king_crabs","pcod_adu",18361.7761430103,18354.7360757874,18340.6598256855,18320.3939797519,18301.8096319798,18290.7475655366,18285.7677518825
"opilio","pcod_adu",18365.3695892141,18359.0905413584,18345.0167142039,18320.3939797519,18291.6050953819,18270.29430549,18259.2300163445
"pandalid","pcod_adu",18326.0098005674,18325.290061118,18323.5937053726,18320.3939797519,18316.3536609032,18313.1918949473,18311.4995472125
"ben_zooplankton","pcod_adu",18326.4748970156,18325.7359649932,18323.9446004359,18320.3939797519,18315.6134496491,18311.6590318893,18309.4695512709
"snails_sea_stars","pcod_adu",18323.8916458151,18323.3985879693,18322.3003496747,18320.3939797519,18318.174632755,18316.5297359472,18315.673070646
"herb_echinoderms","pcod_adu",18320.411011964,18320.4093847835,18320.4047395524,18320.3939797519,18320.3782615956,18320.3649907064,18320.3576502223
"misc_crabs","pcod_adu",18390.7023381147,18380.4643779214,18358.0579965314,18320.3939797519,18278.4145812965,18248.5673909964,18233.4489461749
"structural_epifauna","pcod_adu",18320.3871847474,18320.3882715365,18320.3905144216,18320.3939797519,18320.3975767312,18320.4000576436,18320.4013082084
"infauna","pcod_adu",18325.0707519322,18324.5167085756,18323.1494984703,18320.3939797519,18316.6754057836,18313.6226711026,18311.9444332959
"jellyfish","pcod_adu",18320.3939071519,18320.3939217569,18320.3939482659,18320.3939797519,18320.3940018992,18320.3940126535,18320.3940171617
"pel_zooplankton","pcod_adu",18320.3966343243,18320.3967233892,18320.3963104144,18320.3939797519,18320.3893596864,18320.3849703631,18320.3824300863
"euphausiids","pcod_adu",18320.8010449052,18320.79754978,18320.7193280831,18320.3939797519,18319.7849952995,18319.213768181,18318.8839380127
"copepods","pcod_adu",18320.3956371631,18320.3955184957,18320.3951023366,18320.3939797519,18320.3922012268,18320.3906451243,18320.3897722025
"pelagic_microbes","pcod_adu",18320.3939968697,18320.3939962903,18320.3939925757,18320.3939797519,18320.3939573356,18320.3939369623,18320.3939253688
"lg_phytoplankton","pcod_adu",18320.3940016414,18320.3940734382,18320.3941344776,18320.3939797519,18320.393492244,18320.3929757185,18320.392665901
"discards_offal","pcod_adu",18319.5066522673,18319.7617617325,18320.1657026478,18320.3939797519,18320.0295208344,18319.398562826,18318.9652242243
"ben_zooplankton","herring",18320.3937680625,18320.3937954281,18320.3938589369,18320.3939797519,18320.3941434271,18320.3942866922,18320.3943708683
"infauna","herring",18320.4013173974,18320.4002601412,18320.397940158,18320.3939797519,18320.3893971594,18320.3859802137,18320.3841862959
"pel_zooplankton","herring",18320.3896871475,18320.3902238724,18320.3914999014,18320.3939797519,18320.3973263709,18320.4001821982,18320.4018200475
"euphausiids","herring",18316.9991784545,18317.1763592807,18317.7955127738,18320.3939797519,18329.5805577013,18348.0899120653,18367.4850362458
"copepods","herring",18318.8171090168,18319.000898127,18319.4540099007,18320.3939797519,18321.7775023605,18323.0627694889,18323.8465929622
"pollock_juv","arrowtooth_juv",18327.0311375092,18326.1598864528,18324.1380291157,18320.3939797519,18315.7160443636,18312.0494943197,18310.0731748512
"halibut_juv","arrowtooth_juv",18321.1579935227,18321.0195573393,18320.753460152,18320.3939797519,18320.0850997473,18319.9074162078,18319.8278103749
"fh_sole","arrowtooth_juv",18320.452444886,18320.444827266,18320.4269804283,18320.3939797519,18320.3535031328,18320.3225278429,18320.3061257123
"nr_sole","arrowtooth_juv",18320.394478228,18320.3944068917,18320.3942491543,18320.3939797519,18320.3936732017,18320.3934503233,18320.3933354649
"eelpouts","arrowtooth_juv",18320.4082058877,18320.406380793,18320.4020588713,18320.3939797519,18320.3840165565,18320.3763896127,18320.3723556101
"shallow_demersals","arrowtooth_juv",18321.545463792,18321.4210100943,18321.0919500525,18320.3939797519,18319.4419166448,18318.6663271009,18318.2428140202
"oth_forage","arrowtooth_juv",18320.5309511277,18320.5162758408,18320.4771278749,18320.3939797519,18320.2814674082,18320.1908062536,18320.141699896
"pandalid","arrowtooth_juv",18322.1408097038,18321.9250369023,18321.4026102687,18320.3939797519,18319.1087738858,18318.1006799675,18317.5598659832
"ben_zooplankton","arrowtooth_juv",18333.9528558131,18332.1217405271,18327.9592477368,18320.3939797519,18310.9256533014,18303.3678023301,18299.2222716573
"snails_sea_stars","arrowtooth_juv",18320.4033850343,18320.4021676888,18320.3993036002,18320.3939797519,18320.3874206416,18320.3823865275,18320.3797165901
"herb_echinoderms","arrowtooth_juv",18320.3953203057,18320.3951686097,18320.3947784433,18320.3939797519,18320.3929265115,18320.3920896869,18320.3916393719
"misc_crabs","arrowtooth_juv",18320.5915961405,18320.5678398723,18320.5092107257,18320.3939797519,18320.2457584877,18320.1291996947,18320.0666837357
"infauna","arrowtooth_juv",18320.399568315,18320.3989247929,18320.397288438,18320.3939797519,18320.3896583205,18320.3862458525,18320.3844155705
"pel_zooplankton","arrowtooth_juv",18320.3940094146,18320.3940062117,18320.3939977029,18320.3939797519,18320.3939556552,18320.393936373,18320.3939259747
"euphausiids","arrowtooth_juv",18326.8521035002,18326.0262161704,18324.0836170345,18320.3939797519,18315.6363097015,18311.8117763515,18309.7205938662
"copepods","arrowtooth_juv",18320.4022293625,18320.4012484622,18320.3988066694,18320.3939797519,18320.387778007,18320.3829256718,18320.3803345039
"pollock_juv","arrowtooth_adu",18350.8045114954,18346.2646712652,18336.4610649737,18320.3939797519,18303.1464613607,18291.3637229102,18285.5752039965
"pollock_adu","arrowtooth_adu",18332.8523761535,18331.0141609654,18327.0230230337,18320.3939797519,18313.0745307492,18307.8765591832,18305.2368781609
"pcod_juv","arrowtooth_adu",18320.3926420323,18320.3928319187,18320.3932538008,18320.3939797519,18320.3948095102,18320.395410943,18320.3957190289
"pcod_adu","arrowtooth_adu",18320.3938412077,18320.3938605146,18320.3939038752,18320.3939797519,18320.3940680358,18320.3941328565,18320.3941662904
"herring","arrowtooth_adu",18322.4255165691,18322.1290873294,18321.4810051858,18320.3939797519,18319.1854678354,18318.3269413484,18317.8918260819
"arrowtooth_juv","arrowtooth_adu",18293.1314943524,18297.1692211603,18305.9791077352,18320.3939797519,18335.4522113176,18345.3590811769,18350.1104835217
"arrowtooth_adu","arrowtooth_adu",18320.3932309368,18320.3933379317,18320.3935747281,18320.3939797519,18320.3944398052,18320.3947718095,18320.3949414985
"kamchatka","arrowtooth_adu",18320.3563698509,18320.3618520669,18320.3738444614,18320.3939797519,18320.4163949177,18320.4323329121,18320.4404140693
"yf_sole","arrowtooth_adu",18320.4239290018,18320.419586838,18320.4100592103,18320.3939797519,18320.37597084,18320.3631031778,18320.3565603416
"fh_sole","arrowtooth_adu",18323.5885751349,18323.1195565462,18322.0977629405,18320.3939797519,18318.512604479,18317.1834783752,18316.5120184642
"nr_sole","arrowtooth_adu",18320.3958862676,18320.3956004176,18320.394985277,18320.3939797519,18320.3928934895,18320.3921384206,18320.3917602608
"eelpouts","arrowtooth_adu",18324.3457431249,18323.7609043253,18322.4926423704,18320.3939797519,18318.0966704642,18316.484019643,18315.6720660661
"deep_demersals","arrowtooth_adu",18320.3952329933,18320.3950513448,18320.394652683,18320.3939797519,18320.3932261349,18320.3926878313,18320.3924141979
"atka","arrowtooth_adu",18320.3985332204,18320.3978591031,18320.3963982279,18320.3939797519,18320.391324353,18320.3894531871,18320.3885085911
"shallow_demersals","arrowtooth_adu",18323.2854726425,18322.8702729072,18321.9542347757,18320.3939797519,18318.6272956329,18317.3535709809,18316.7024574624
"octopus","arrowtooth_adu",18320.4046951086,18320.4031380133,18320.3997258887,18320.3939797519,18320.3875596938,18320.3829808406,18320.3806549324
"squids","arrowtooth_adu",18321.0243704905,18320.9327901529,18320.7320529395,18320.3939797519,18320.0163761143,18319.7472074254,18319.6105303705
"mycto_bathy","arrowtooth_adu",18320.7788604247,18320.7229971315,18320.6004898863,18320.3939797519,18320.1630832108,18319.9983673637,18319.9146973584
"capelin","arrowtooth_adu",18321.3406234138,18321.2035578089,18320.9025496376,18320.3939797519,18319.8237938831,18319.4160995685,18319.2087207672
"sandlance","arrowtooth_adu",18320.4446392586,18320.437273221,18320.4211367621,18320.3939797519,18320.363665839,18320.3420649485,18320.3310987713
"oth_forage","arrowtooth_adu",18324.7256247146,18324.0999508411,18322.724494394,18320.3939797519,18317.7682110689,18315.8802180891,18314.915968016
"opilio","arrowtooth_adu",18320.3939804951,18320.3939803871,18320.3939801505,18320.3939797519,18320.3939793063,18320.3939789886,18320.3939788272
"pandalid","arrowtooth_adu",18323.9260698996,18323.4131533805,18322.2890348493,18320.3939797519,18318.2708714138,18316.7506468026,18315.9759616884
"ben_zooplankton","arrowtooth_adu",18322.2879044109,18322.013040796,18321.4103360205,18320.3939797519,18319.2559409587,18318.4421713596,18318.0280157352
"snails_sea_stars","arrowtooth_adu",18320.4003376337,18320.3994072385,18320.39737665,18320.3939797519,18320.3902131727,18320.3875426231,18320.3861905625
"herb_echinoderms","arrowtooth_adu",18320.4009407399,18320.3999301569,18320.3977142071,18320.3939797519,18320.389806131,18320.386830193,18320.3853190373
"misc_crabs","arrowtooth_adu",18320.4295764971,18320.4244026362,18320.4130660683,18320.3939797519,18320.3726648976,18320.357471036,18320.3497560235
"structural_epifauna","arrowtooth_adu",18320.3940925778,18320.3940759911,18320.394039885,18320.3939797519,18320.3939134237,18320.3938665937,18320.3938429413
"infauna","arrowtooth_adu",18320.4789485406,18320.4666468751,18320.4396308744,18320.3939797519,18320.3427930554,18320.3061952661,18320.287581032
"jellyfish","arrowtooth_adu",18320.4030678173,18320.4017441304,18320.3988469164,18320.3939797519,18320.3885610847,18320.3847096169,18320.3827574953
"pel_zooplankton","arrowtooth_adu",18320.4098897046,18320.4075919054,18320.4025382145,18320.3939797519,18320.3843628003,18320.3774775057,18320.373973402
"euphausiids","arrowtooth_adu",18327.3953593247,18326.3759882726,18324.1460864323,18320.3939797519,18316.1901777887,18313.1721663578,18311.6299169234
"copepods","arrowtooth_adu",18320.3946276132,18320.3945337513,18320.3943276985,18320.3939797519,18320.3935899388,18320.3933114243,18320.3931698275
"discards_offal","arrowtooth_adu",18323.3242633067,18322.9010799235,18321.9707227201,18320.3939797519,18318.6162753656,18317.3367958464,18316.6828849042
"pollock_juv","kamchatka",18280.9230052076,18283.3990166115,18292.1907602741,18320.3939797519,18379.7690941733,18447.2162618033,18491.591069334
"pollock_adu","kamchatka",18297.1337696193,18300.1723969172,18307.2985420837,18320.3939797519,18336.0133775985,18347.4502089563,18353.2887866295
"arrowtooth_juv","kamchatka",18320.4140714186,18320.4105280444,18320.4035996375,18320.3939797519,18320.3854497709,18320.380414622,18320.378123284
"fh_sole","kamchatka",18320.2686482426,18320.2909161684,18320.3342608784,18320.3939797519,18320.4464255965,18320.4771286776,18320.4910310676
"eelpouts","kamchatka",18312.7264657453,18313.9726387035,18316.5383515998,18320.3939797519,18324.110474685,18326.4411052615,18327.5363461043
"shallow_demersals","kamchatka",18317.7565298167,18318.2185245557,18319.1259924723,18320.3939797519,18321.524703879,18322.1943502873,18322.4995048521
"squids","kamchatka",18320.0025340302,18320.0720780587,18320.2074344718,18320.3939797519,18320.5579936466,18320.654168384,18320.6977712857
"mycto_bathy","kamchatka",18320.1335906063,18320.1798931129,18320.2699658649,18320.3939797519,18320.5028650996,18320.5666295777,18320.5955139997
"oth_forage","kamchatka",18314.1843603676,18315.2324916694,18317.3403311636,18320.3939797519,18323.2236095266,18324.947117336,18325.744425832
"bairdi","kamchatka",18320.1438330912,18320.1883046689,18320.2748238875,18320.3939797519,18320.4986576395,18320.5599961486,18320.5877935418
"pandalid","kamchatka",18316.5880358062,18317.2420214651,18318.5424233696,18320.3939797519,18322.0785456036,18323.0909739387,18323.5559890606
"ben_zooplankton","kamchatka",18310.3185732872,18311.9502514256,18315.3174490242,18320.3939797519,18325.3012827628,18328.3833800673,18329.8325800038
"herb_echinoderms","kamchatka",18320.3893275465,18320.3901569178,18320.3917676313,18320.3939797519,18320.3959170059,18320.3970494312,18320.3975619275
"misc_crabs","kamchatka",18320.3825455054,18320.3845829736,18320.3885413435,18320.3939797519,18320.3987428861,18320.4015266206,18320.4027861452
"infauna","kamchatka",18319.6431243458,18319.7759868718,18320.0352647546,18320.3939797519,18320.7105730943,18320.8966881076,18320.9811719286
"euphausiids","kamchatka",18314.7523613149,18315.7066335573,18317.6232657599,18320.3939797519,18322.954947221,18324.5116311802,18325.2309232951
"discards_offal","kamchatka",18319.9009135856,18319.9885444395,18320.1590739117,18320.3939797519,18320.6003398109,18320.7212413022,18320.776023826
"pollock_juv","gr_turbot_juv",18320.3825461817,18320.3803824474,18320.3805903433,18320.3939797519,18320.4246428198,18320.4549063833,18320.472657887
"ben_zooplankton","gr_turbot_juv",18320.3416238391,18320.3473524424,18320.3623042841,18320.3939797519,18320.4375811931,18320.4733489288,18320.4929158114
"herb_echinoderms","gr_turbot_juv",18320.3939789525,18320.3939786812,18320.3939785892,18320.3939797519,18320.3939826288,18320.3939855198,18320.3939872252
"jellyfish","gr_turbot_juv",18320.3939747335,18320.393975214,18320.3939765863,18320.3939797519,18320.3939843455,18320.3939882049,18320.3939903349
"pel_zooplankton","gr_turbot_juv",18320.3395725099,18320.3445278052,18320.3591741639,18320.3939797519,18320.4454191788,18320.4890505636,18320.5132409029
"euphausiids","gr_turbot_juv",18313.5403251865,18314.3228839537,18316.2560782302,18320.3939797519,18326.9458249108,18333.5345760718,18337.768676452
"pollock_juv","gr_turbot_adu",18320.6323083686,18320.591418957,18320.5083104841,18320.3939797519,18320.3166154311,18320.3025828278,18320.3107570413
"pollock_adu","gr_turbot_adu",18320.4176008623,18320.4165505189,18320.4110995675,18320.3939797519,18320.3664525347,18320.3432494057,18320.3307159497
"pcod_adu","gr_turbot_adu",18320.3347534018,18320.3421275014,18320.3598950115,18320.3939797519,18320.4368329719,18320.4697263908,18320.487030041
"herring","gr_turbot_adu",18320.6080745857,18320.5780510186,18320.5108195712,18320.3939797519,18320.2595079583,18320.1618296519,18320.1117982436
"fh_sole","gr_turbot_adu",18320.3947719029,18320.3946533833,18320.3943979224,18320.3939797519,18320.3935283687,18320.3932155432,18320.3930593167
"eelpouts","gr_turbot_adu",18321.156619917,18321.0345938698,18320.7812793516,18320.3939797519,18320.0119961819,18319.7681144468,18319.6524829647
"deep_demersals","gr_turbot_adu",18320.3943063944,18320.3942602497,18320.3941573527,18320.3939797519,18320.3937769392,18320.3936305296,18320.3935558057
"oth_rockfish","gr_turbot_adu",18320.3939751878,18320.393975785,18320.3939771801,18320.3939797519,18320.3939828768,18320.3939852264,18320.3939864502
"shallow_demersals","gr_turbot_adu",18322.9622647288,18322.6101895838,18321.8114093917,18320.3939797519,18318.7243572454,18317.4894746957,18316.8503891007
"octopus","gr_turbot_adu",18320.3961974912,18320.3958802806,18320.3951785744,18320.3939797519,18320.3926205855,18320.3916415168,18320.3911417007
"squids","gr_turbot_adu",18320.9494817149,18320.8632760418,18320.6806080579,18320.3939797519,18320.1097784574,18319.9346354134,18319.855764935
"mycto_bathy","gr_turbot_adu",18321.641369722,18321.4604834583,18321.0633116919,18320.3939797519,18319.6489356306,18319.1215063176,18318.8553214996
"oth_forage","gr_turbot_adu",18320.6292020378,18320.5973220251,18320.5244513956,18320.3939797519,18320.2394126858,18320.1249463788,18320.0657407015
"bairdi","gr_turbot_adu",18320.393979934,18320.3939799092,18320.3939798526,18320.3939797519,18320.3939796332,18320.3939795458,18320.3939795007
"king_crabs","gr_turbot_adu",18320.3944467423,18320.3943736567,18320.3942201746,18320.3939797519,18320.3937333692,18320.3935695627,18320.3934896697
"opilio","gr_turbot_adu",18320.3940920093,18320.3940759675,18320.3940404402,18320.3939797519,18320.3939111791,18320.3938620442,18320.3938370648
"pandalid","gr_turbot_adu",18320.4115176282,18320.4092085944,18320.4038360382,18320.3939797519,18320.382042627,18320.3730788046,18320.3684109891
"ben_zooplankton","gr_turbot_adu",18320.4173521757,18320.4144930939,18320.4075293523,18320.3939797519,18320.376725818,18320.3633697738,18320.3563127457
"herb_echinoderms","gr_turbot_adu",18320.3940489849,18320.3940400579,18320.3940190208,18320.3939797519,18320.3939314244,18320.3938947474,18320.3938755438
"misc_crabs","gr_turbot_adu",18320.5275487205,18320.5081750177,18320.4656490556,18320.3939797519,18320.3141060048,18320.2574145006,18320.2287329342
"infauna","gr_turbot_adu",18320.3939797523,18320.3939797523,18320.3939797521,18320.3939797519,18320.3939797515,18320.3939797512,18320.3939797511
"pel_zooplankton","gr_turbot_adu",18320.3943312558,18320.3943043506,18320.3942140243,18320.3939797519,18320.3936219119,18320.3933184541,18320.3931516544
"euphausiids","gr_turbot_adu",18320.4304549968,18320.4271824578,18320.4173851951,18320.3939797519,18320.3597122292,18320.3311744242,18320.3155986659
"discards_offal","gr_turbot_adu",18320.3934900495,18320.3936003906,18320.3937915695,18320.3939797519,18320.3940312054,18320.3939866404,18320.3939423055
"ben_zooplankton","halibut_juv",18316.5315159706,18317.0011630724,18318.1263759873,18320.3939797519,18323.7288494116,18326.9360755048,18328.9842930298
"misc_crabs","halibut_juv",18320.3935264901,18320.3935859323,18320.3937257214,18320.3939797519,18320.39427007,18320.3944673183,18320.394560664
"infauna","halibut_juv",18320.3935743956,18320.3936301671,18320.3937562802,18320.3939797519,18320.3942446463,18320.3944431826,18320.3945472082
"pollock_juv","halibut_adu",18321.0387551758,18320.9479186256,18320.7454336629,18320.3939797519,18319.9859129802,18319.6848648763,18319.5286885103
"pollock_adu","halibut_adu",18345.1575097332,18340.9877552586,18332.448870214,18320.3939797519,18312.0385355973,18311.5284526511,18314.0415090277
"pcod_juv","halibut_adu",18320.3896783398,18320.3902766592,18320.3916185976,18320.3939797519,18320.3967821172,18320.3988980502,18320.4000135933
"pcod_adu","halibut_adu",18316.7245255067,18317.2035655266,18318.3136323259,18320.3939797519,18323.0930392049,18325.3144493256,18326.5550889854
"herring","halibut_adu",18320.609465178,18320.579461193,18320.51218266,18320.3939797519,18320.254180768,18320.1490784601,18320.0938391879
"arrowtooth_adu","halibut_adu",18320.1970364175,18320.2247064056,18320.2864203872,18320.3939797519,18320.5201999094,18320.6146280622,18320.6641444392
"halibut_juv","halibut_adu",18320.3935539112,18320.3936258761,18320.3937732526,18320.3939797519,18320.3941287946,18320.394169045,18320.3941650077
"halibut_adu","halibut_adu",18320.3826915368,18320.3842692445,18320.3878012356,18320.3939797519,18320.4012298323,18320.4066334386,18320.4094561901
"yf_sole","halibut_adu",18322.03911852,18321.8093700894,18321.2948960971,18320.3939797519,18319.3346434699,18318.5434441673,18318.1295949398
"fh_sole","halibut_adu",18321.7654838103,18321.5754888252,18321.1484128911,18320.3939797519,18319.4939470478,18318.8112016363,18318.4501659939
"nr_sole","halibut_adu",18321.4271411184,18321.2824442391,18320.959063186,18320.3939797519,18319.7299116819,18319.2334173549,18318.9734032359
"ak_plaice","halibut_adu",18322.2002070162,18321.9491998609,18321.3860008146,18320.3939797519,18319.2142061108,18318.3212771753,18317.849661786
"oth_flatfish","halibut_adu",18319.3561504912,18319.476976742,18319.7751295487,18320.3939797519,18321.2921826882,18322.0946427185,18322.5627454961
"ak_skate","halibut_adu",18320.3862133504,18320.3873029033,18320.3897347896,18320.3939797519,18320.3989725222,18320.4027159386,18320.4046816931
"oth_skate","halibut_adu",18320.4341601775,18320.4285063921,18320.4159040134,18320.3939797519,18320.3683419718,18320.3492371938,18320.3392465346
"sablefish_adu","halibut_adu",18321.2586476596,18321.1348266404,18320.8613575949,18320.3939797519,18319.8609993635,18319.4733079349,18319.2737713743
"eelpouts","halibut_adu",18320.8043926621,18320.7474357449,18320.6194557413,18320.3939797519,18320.1267629936,18319.9257614959,18319.820144734
"atka","halibut_adu",18320.3343391588,18320.3432318761,18320.362399812,18320.3939797519,18320.428804006,18320.4537279835,18320.4665120864
"shallow_demersals","halibut_adu",18327.8144585975,18326.7817767274,18324.4668950471,18320.3939797519,18315.5492775558,18311.8738707593,18309.9270493235
"lg_sculpins","halibut_adu",18321.2843512723,18321.1607318957,18320.8832267014,18320.3939797519,18319.8114419484,18319.3701199868,18319.1369145183
"octopus","halibut_adu",18320.8027399827,18320.7461999581,18320.6189584452,18320.3939797519,18320.1258132529,18319.922891493,18319.8158333427
"squids","halibut_adu",18320.5432513476,18320.5222560361,18320.4754275345,18320.3939797519,18320.2989783261,18320.2284734421,18320.1917249783
"mycto_bathy","halibut_adu",18320.4018860272,18320.4007869133,18320.3983197484,18320.3939797519,18320.3888441208,18320.3849842569,18320.3829566117
"capelin","halibut_adu",18322.1357225446,18321.8891442163,18321.3410092462,18320.3939797519,18319.3003375462,18318.4971381926,18318.0816058972
"sandlance","halibut_adu",18322.8683816207,18322.5158773759,18321.7350960693,18320.3939797519,18318.855272668,18317.7307628499,18317.1506180233
"oth_forage","halibut_adu",18320.6329195244,18320.5997747334,18320.5252981927,18320.3939797519,18320.2379916661,18320.120288912,18320.0582911333
"bairdi","halibut_adu",18326.2397211026,18325.4276446479,18323.605257537,18320.3939797519,18316.5712183435,18313.6736137205,18312.1411464379
"king_crabs","halibut_adu",18320.6858178055,18320.6456749793,18320.5551613904,18320.3939797519,18320.1990144377,18320.0489782237,18319.9688799671
"opilio","halibut_adu",18324.4602648574,18323.8870160092,18322.6106495423,18320.3939797519,18317.8058019328,18315.878059315,18314.8696898494
"pandalid","halibut_adu",18320.9177922764,18320.8447578627,18320.6810921745,18320.3939797519,18320.0552871036,18319.8013533308,18319.6681431146
"ben_zooplankton","halibut_adu",18320.6621120549,18320.6245586788,18320.5405986039,18320.3939797519,18320.2221511812,18320.094145549,18320.0272812589
"snails_sea_stars","halibut_adu",18320.5882119057,18320.5610952669,18320.5003943647,18320.3939797519,18320.2682949663,18320.1738069318,18320.1241226742
"herb_echinoderms","halibut_adu",18320.3996763853,18320.3988828692,18320.3971034818,18320.3939797519,18320.3902943428,18320.387532444,18320.3860843391
"misc_crabs","halibut_adu",18326.5357912732,18325.6735772421,18323.7497092439,18320.3939797519,18316.4500831247,18313.4925961281,18311.9382345162
"structural_epifauna","halibut_adu",18320.3948230564,18320.3947042554,18320.3944395552,18320.3939797519,18320.3934438063,18320.3930460065,18320.3928385912
