Climate,Frate,Region,Model,Species,year,totB,SSB,Catch,,Scenario
ssp126,Fmean,WGOA,Rpath,COD,2072,287875.5312,74292.32209,55003.54849,,base
ssp126,Fmean,WGOA,Rpath,ATF,2072,1634791.401,593216.4401,22824.26042,,base
ssp126,Fmean,WGOA,Rpath,POL,2073,2712061.372,1600902.992,128908.6317,,base
ssp126,Fmean,WGOA,Rpath,COD,2073,287508.8608,74232.15085,54916.39006,,base
ssp126,Fmean,WGOA,Rpath,ATF,2073,1631945.507,592000.6973,22784.84351,,base
ssp126,Fmean,WGOA,Rpath,POL,2074,2704980.145,1595781.32,128658.082,,base
ssp126,Fmean,WGOA,Rpath,COD,2074,287149.2378,74117.91058,54845.35626,,base
ssp126,Fmean,WGOA,Rpath,ATF,2074,1628315.394,590326.1628,22743.54557,,base
ssp126,Fmean,WGOA,Rpath,POL,2075,2701970.916,1593516.216,128355.5175,,base
ssp126,Fmean,WGOA,Rpath,COD,2075,286876.1882,73972.162,54784.98019,,base
ssp126,Fmean,WGOA,Rpath,ATF,2075,1624934.624,588589.9142,22691.53725,,base
ssp126,Fmean,WGOA,Rpath,POL,2076,2707070.919,1598186.335,128349.6032,,base
ssp126,Fmean,WGOA,Rpath,COD,2076,286821.3523,73900.84519,54751.7863,,base
ssp126,Fmean,WGOA,Rpath,ATF,2076,1625352.622,588896.9561,22662.95612,,base
ssp126,Fmean,WGOA,Rpath,POL,2077,2704696.081,1597802.947,128473.1832,,base
ssp126,Fmean,WGOA,Rpath,COD,2077,286674.7594,73903.23141,54742.29265,,base
ssp126,Fmean,WGOA,Rpath,ATF,2077,1626972.57,590227.9301,22682.77337,,base
ssp126,Fmean,WGOA,Rpath,POL,2078,2694211.555,1589679.441,128155.4188,,base
ssp126,Fmean,WGOA,Rpath,COD,2078,286227.3558,73907.46958,54692.96226,,base
ssp126,Fmean,WGOA,Rpath,ATF,2078,1624849.988,589729.6638,22688.1194,,base
ssp126,Fmean,WGOA,Rpath,POL,2079,2691523.567,1586935.163,127717.0493,,base
ssp126,Fmean,WGOA,Rpath,COD,2079,285841.3108,73948.20136,54600.25974,,base
ssp126,Fmean,WGOA,Rpath,ATF,2079,1621875.094,588591.9752,22642.68513,,base
ssp126,Fmean,WGOA,Rpath,POL,2080,2686208.595,1583309.49,127550.3877,,base
ssp126,Fmean,WGOA,Rpath,COD,2080,285495.4762,73962.58436,54524.74209,,base
ssp126,Fmean,WGOA,Rpath,ATF,2080,1619102.502,587537.5275,22605.71956,,base
ssp126,Fmean,WGOA,Rpath,POL,2081,2682976.665,1581170.774,127334.2494,,base
ssp126,Fmean,WGOA,Rpath,COD,2081,285186.1892,73887.53435,54459.51666,,base
ssp126,Fmean,WGOA,Rpath,ATF,2081,1616559.67,586494.7444,22568.80589,,base
ssp126,Fmean,WGOA,Rpath,POL,2082,2674995.688,1575141.105,127046.3371,,base
ssp126,Fmean,WGOA,Rpath,COD,2082,284797.9582,73738.95375,54397.66203,,base
ssp126,Fmean,WGOA,Rpath,ATF,2082,1612592.726,584552.386,22527.23225,,base
ssp126,Fmean,WGOA,Rpath,POL,2083,2671444.184,1572125.922,126668.7098,,base
ssp126,Fmean,WGOA,Rpath,COD,2083,284494.3091,73606.24069,54330.38301,,base
ssp126,Fmean,WGOA,Rpath,ATF,2083,1608844.96,582473.474,22467.02902,,base
ssp126,Fmean,WGOA,Rpath,POL,2084,2677135.253,1577155.233,126712.2964,,base
ssp126,Fmean,WGOA,Rpath,COD,2084,284418.184,73594.38881,54293.38404,,base
ssp126,Fmean,WGOA,Rpath,ATF,2084,1609173.092,582715.1266,22438.44189,,base
ssp126,Fmean,WGOA,Rpath,POL,2085,2680655.63,1581121.887,126932.7202,,base
ssp126,Fmean,WGOA,Rpath,COD,2085,284356.5179,73670.97946,54281.94116,,base
ssp126,Fmean,WGOA,Rpath,ATF,2085,1611976.435,584816.203,22458.8926,,base
ssp126,Fmean,WGOA,Rpath,POL,2086,2673902.021,1576536.903,126907.0611,,base
ssp126,Fmean,WGOA,Rpath,COD,2086,284027.7417,73757.9906,54247.61649,,base
ssp126,Fmean,WGOA,Rpath,ATF,2086,1612666.433,586250.0654,22493.10488,,base
ssp126,Fmean,WGOA,Rpath,POL,2087,2667220.402,1570645.062,126501.7399,,base
ssp126,Fmean,WGOA,Rpath,COD,2087,283598.0547,73817.45015,54159.28856,,base
ssp126,Fmean,WGOA,Rpath,ATF,2087,1610261.674,585923.2636,22478.29478,,base
ssp126,Fmean,WGOA,Rpath,POL,2088,2663521.453,1567438.401,126279.5255,,base
ssp126,Fmean,WGOA,Rpath,COD,2088,283226.8314,73822.39756,54069.45238,,base
ssp126,Fmean,WGOA,Rpath,ATF,2088,1606868.537,584795.467,22440.08931,,base
ssp126,Fmean,WGOA,Rpath,POL,2089,2661705.655,1565984.848,126063.9783,,base
ssp126,Fmean,WGOA,Rpath,COD,2089,282997.8733,73700.12003,53999.60135,,base
ssp126,Fmean,WGOA,Rpath,ATF,2089,1603563.653,583315.9482,22385.36807,,base
ssp126,Fmean,WGOA,Rpath,POL,2090,2658990.21,1564417.705,126005.8164,,base
ssp126,Fmean,WGOA,Rpath,COD,2090,282829.9342,73506.33233,53964.51054,,base
ssp126,Fmean,WGOA,Rpath,ATF,2090,1601279.796,582165.4883,22351.48444,,base
ssp126,Fmean,WGOA,Rpath,POL,2091,2660363.964,1565521.708,125875.0132,,base
ssp126,Fmean,WGOA,Rpath,COD,2091,282757.4682,73340.83512,53942.49903,,base
ssp126,Fmean,WGOA,Rpath,ATF,2091,1600189.191,581398.6465,22320.14516,,base
ssp126,Fmean,WGOA,Rpath,POL,2092,2657521.57,1563899.276,125917.3657,,base
ssp126,Fmean,WGOA,Rpath,COD,2092,282598.1796,73274.00502,53936.0323,,base
ssp126,Fmean,WGOA,Rpath,ATF,2092,1599489.823,580984.6863,22316.6432,,base
ssp126,Fmean,WGOA,Rpath,POL,2093,2648510.666,1556557.029,125594.0326,,base
ssp126,Fmean,WGOA,Rpath,COD,2093,282214.8494,73238.39605,53897.46832,,base
ssp126,Fmean,WGOA,Rpath,ATF,2093,1595643.698,579009.2294,22289.09716,,base
ssp126,Fmean,WGOA,Rpath,POL,2094,2646671.293,1554354.302,125242.7905,,base
ssp126,Fmean,WGOA,Rpath,COD,2094,281903.1731,73267.77411,53828.06411,,base
ssp126,Fmean,WGOA,Rpath,ATF,2094,1591718.612,577007.6292,22228.67884,,base
ssp126,Fmean,WGOA,Rpath,POL,2095,2650109.648,1557534.551,125258.4073,,base
ssp126,Fmean,WGOA,Rpath,COD,2095,281799.7507,73355.59851,53780.12555,,base
ssp126,Fmean,WGOA,Rpath,ATF,2095,1591167.528,577045.0735,22190.90532,,base
ssp126,Fmean,WGOA,Rpath,POL,2096,2647437.878,1556313.547,125356.5809,,base
ssp126,Fmean,WGOA,Rpath,COD,2096,281608.5245,73399.62152,53755.03205,,base
ssp126,Fmean,WGOA,Rpath,ATF,2096,1590966.81,577692.2924,22194.95873,,base
ssp126,Fmean,WGOA,Rpath,POL,2097,2638389.366,1548675.342,125040.8746,,base
ssp126,Fmean,WGOA,Rpath,COD,2097,281192.863,73340.23695,53699.8017,,base
ssp126,Fmean,WGOA,Rpath,ATF,2097,1586868.512,576301.1273,22170.48306,,base
ssp126,Fmean,WGOA,Rpath,POL,2098,2637167.549,1546634.184,124682.563,,base
ssp126,Fmean,WGOA,Rpath,COD,2098,280910.2168,73276.75681,53623.4144,,base
ssp126,Fmean,WGOA,Rpath,ATF,2098,1582532.903,574506.0082,22102.41023,,base
ssp126,Fmean,WGOA,Rpath,POL,2099,2640275.279,1549375.269,124760.652,,base
ssp126,Fmean,WGOA,Rpath,COD,2099,280834.9754,73247.30892,53586.84161,,base
ssp126,Fmean,WGOA,Rpath,ATF,2099,1581226.017,574345.3932,22060.57528,,base
ssp245,Fmean,WGOA,Rpath,POL,1991,2884927.165,1690895.406,87828.01,,base
ssp245,Fmean,WGOA,Rpath,COD,1991,399280.2939,93224.23736,64466.82999,,base
ssp245,Fmean,WGOA,Rpath,ATF,1991,1554327.805,597326.9774,16958.38001,,base
ssp245,Fmean,WGOA,Rpath,POL,1992,2892495.913,1696087.278,90585.18996,,base
ssp245,Fmean,WGOA,Rpath,COD,1992,371842.9001,88999.22879,78966.50009,,base
ssp245,Fmean,WGOA,Rpath,ATF,1992,1551901.376,598021.2117,20482.18006,,base
ssp245,Fmean,WGOA,Rpath,POL,1993,2886917.46,1690078.21,108230.1801,,base
ssp245,Fmean,WGOA,Rpath,COD,1993,375328.1754,91984.46817,45849.17007,,base
ssp245,Fmean,WGOA,Rpath,ATF,1993,1551566.347,599298.1593,18294.44992,,base
ssp245,Fmean,WGOA,Rpath,POL,1994,2891612.897,1691340.87,100412.3599,,base
ssp245,Fmean,WGOA,Rpath,COD,1994,374238.5054,92168.02449,45610.57997,,base
ssp245,Fmean,WGOA,Rpath,ATF,1994,1547453.432,598480.5088,21993.23998,,base
ssp245,Fmean,WGOA,Rpath,POL,1995,2920445.243,1709974.752,69168.12993,,base
ssp245,Fmean,WGOA,Rpath,COD,1995,354241.1182,88060.92648,67907.17999,,base
ssp245,Fmean,WGOA,Rpath,ATF,1995,1548788.073,599203.4556,17415.49004,,base
ssp245,Fmean,WGOA,Rpath,POL,1996,2949537.5,1727520.768,49825.87004,,base
ssp245,Fmean,WGOA,Rpath,COD,1996,348901.2699,89289.89982,55391.6601,,base
ssp245,Fmean,WGOA,Rpath,ATF,1996,1545296.542,597141.1539,21555.6099,,base
ssp245,Fmean,WGOA,Rpath,POL,1997,2946193.762,1722365.564,84179.64997,,base
ssp245,Fmean,WGOA,Rpath,COD,1997,339607.8718,88455.84666,58920.57999,,base
ssp245,Fmean,WGOA,Rpath,ATF,1997,1547340.939,596389.7317,14758.27989,,base
ssp245,Fmean,WGOA,Rpath,POL,1998,3007840.548,1762267.823,5428.379998,,base
ssp245,Fmean,WGOA,Rpath,COD,1998,338402.0081,87897.09963,50218.95011,,base
ssp245,Fmean,WGOA,Rpath,ATF,1998,1552042.171,596282.5118,12377.19001,,base
ssp245,Fmean,WGOA,Rpath,POL,1999,2993956.264,1751820.359,90556.90006,,base
ssp245,Fmean,WGOA,Rpath,COD,1999,323385.5045,83134.3282,66264.6701,,base
ssp245,Fmean,WGOA,Rpath,ATF,1999,1556822.572,596729.6537,14649.22992,,base
ssp245,Fmean,WGOA,Rpath,POL,2000,3049484.669,1789601.224,5552.830105,,base
ssp245,Fmean,WGOA,Rpath,COD,2000,321234.7048,82993.63067,53384.86994,,base
ssp245,Fmean,WGOA,Rpath,ATF,2000,1555589.603,595731.5303,22993.75009,,base
ssp245,Fmean,WGOA,Rpath,POL,2001,3082953.386,1808450.385,3452.299979,,base
ssp245,Fmean,WGOA,Rpath,COD,2001,327836.0522,85350.66779,40517.40995,,base
ssp245,Fmean,WGOA,Rpath,ATF,2001,1559150.397,597017.2815,17416.19999,,base
ssp245,Fmean,WGOA,Rpath,POL,2002,3117695.911,1828996.892,1698.029945,,base
ssp245,Fmean,WGOA,Rpath,COD,2002,329657.1998,86672.3968,41567.98996,,base
ssp245,Fmean,WGOA,Rpath,ATF,2002,1561074.367,598208.7603,20173.56001,,base
ssp245,Fmean,WGOA,Rpath,POL,2003,3105660.591,1817041.088,48590.07701,,base
ssp245,Fmean,WGOA,Rpath,COD,2003,321002.2329,86072.65487,52365.75509,,base
ssp245,Fmean,WGOA,Rpath,ATF,2003,1552272.454,595288.6341,30169.77189,,base
ssp245,Fmean,WGOA,Rpath,POL,2004,3100496.18,1811816.72,62434.43992,,base
ssp245,Fmean,WGOA,Rpath,COD,2004,310907.3461,86861.68446,56450.24197,,base
ssp245,Fmean,WGOA,Rpath,ATF,2004,1557805.526,597533.7477,15634.90804,,base
ssp245,Fmean,WGOA,Rpath,POL,2005,3085140.756,1801622.597,78302.79193,,base
ssp245,Fmean,WGOA,Rpath,COD,2005,308747.7124,89355.03295,47523.77993,,base
ssp245,Fmean,WGOA,Rpath,ATF,2005,1557456.933,596651.5277,19923.57305,,base
ssp245,Fmean,WGOA,Rpath,POL,2006,3088115.7,1805154.794,68928.30799,,base
ssp245,Fmean,WGOA,Rpath,COD,2006,305285.4254,89662.84203,47767.07996,,base
ssp245,Fmean,WGOA,Rpath,ATF,2006,1552052.557,593803.972,27622.69892,,base
ssp245,Fmean,WGOA,Rpath,POL,2007,3108388.666,1820162.189,51572.307,,base
ssp245,Fmean,WGOA,Rpath,COD,2007,298656.828,86970.58416,51812.178,,base
ssp245,Fmean,WGOA,Rpath,ATF,2007,1552833.111,593773.0969,25346.98698,,base
ssp245,Fmean,WGOA,Rpath,POL,2008,3122657.328,1829614.826,50786.20601,,base
ssp245,Fmean,WGOA,Rpath,COD,2008,288014.1972,83738.42574,58386.38403,,base
ssp245,Fmean,WGOA,Rpath,ATF,2008,1551453.517,592951.9777,29205.93997,,base
ssp245,Fmean,WGOA,Rpath,POL,2009,3143273.399,1841984.82,41549.50308,,base
ssp245,Fmean,WGOA,Rpath,COD,2009,284535.8483,83301.56554,51788.98001,,base
ssp245,Fmean,WGOA,Rpath,ATF,2009,1555113.026,594046.2661,24831.74204,,base
ssp245,Fmean,WGOA,Rpath,POL,2010,3136117.031,1835292.146,73443.38423,,base
ssp245,Fmean,WGOA,Rpath,COD,2010,260387.0744,76717.56805,76954.1546,,base
ssp245,Fmean,WGOA,Rpath,ATF,2010,1558263.173,594362.5648,24339.44647,,base
ssp245,Fmean,WGOA,Rpath,POL,2011,3141056.088,1838289.751,77694.47962,,base
ssp245,Fmean,WGOA,Rpath,COD,2011,234318.5161,69543.30604,83710.47539,,base
ssp245,Fmean,WGOA,Rpath,ATF,2011,1557071.61,592792.1032,30911.82176,,base
ssp245,Fmean,WGOA,Rpath,POL,2012,3133568.472,1833854.712,98934.69122,,base
ssp245,Fmean,WGOA,Rpath,COD,2012,216652.3988,64116.82151,76871.10999,,base
ssp245,Fmean,WGOA,Rpath,ATF,2012,1567597.99,595605.7671,20761.90991,,base
ssp245,Fmean,WGOA,Rpath,POL,2013,3129803.327,1832301.647,90796.63161,,base
ssp245,Fmean,WGOA,Rpath,COD,2013,207097.746,61173.05499,66829.78162,,base
ssp245,Fmean,WGOA,Rpath,ATF,2013,1575636.643,596480.792,21809.31232,,base
ssp245,Fmean,WGOA,Rpath,POL,2014,3087331.432,1803398.136,138948.062,,base
ssp245,Fmean,WGOA,Rpath,COD,2014,180191.4473,54326.17477,83491.7282,,base
ssp245,Fmean,WGOA,Rpath,ATF,2014,1567912.163,590069.7527,36524.50153,,base
ssp245,Fmean,WGOA,Rpath,POL,2015,3045526.286,1775739.079,162807.646,,base
ssp245,Fmean,WGOA,Rpath,COD,2015,157932.7221,48934.44114,77689.99201,,base
ssp245,Fmean,WGOA,Rpath,ATF,2015,1577268.818,588791.536,19296.58722,,base
ssp245,Fmean,WGOA,Rpath,POL,2016,3007798.292,1753763.798,173086.3524,,base
ssp245,Fmean,WGOA,Rpath,COD,2016,147656.6154,47339.00977,62867.32743,,base
ssp245,Fmean,WGOA,Rpath,ATF,2016,1586289.943,586210.8787,19976.29419,,base
ssp245,Fmean,WGOA,Rpath,POL,2017,2976739.358,1738811.225,184220.0285,,base
ssp245,Fmean,WGOA,Rpath,COD,2017,147736.1447,50239.67431,48204.21467,,base
ssp245,Fmean,WGOA,Rpath,ATF,2017,1591593.276,581990.6601,27053.50899,,base
ssp245,Fmean,WGOA,Rpath,POL,2018,2968841.332,1740812.462,150815.1922,,base
ssp245,Fmean,WGOA,Rpath,COD,2018,174522.2292,61112.90393,14681.2982,,base
ssp245,Fmean,WGOA,Rpath,ATF,2018,1607270.211,582229.7484,18870.25094,,base
ssp245,Fmean,WGOA,Rpath,POL,2019,2976191.205,1750709.517,110649.2716,,base
ssp245,Fmean,WGOA,Rpath,COD,2019,197788.813,66355.87669,15200.42058,,base
ssp245,Fmean,WGOA,Rpath,ATF,2019,1614692.328,580069.5368,24567.05196,,base
ssp245,Fmean,WGOA,Rpath,POL,2020,2989800.234,1764764.179,99971.06489,,base
ssp245,Fmean,WGOA,Rpath,COD,2020,228117.2462,75554.1577,6085.249339,,base
ssp245,Fmean,WGOA,Rpath,ATF,2020,1626337.879,581528.2622,21115.8993,,base
ssp245,Fmean,WGOA,Rpath,POL,2021,2905084.36,1712369.891,235097.4808,,base
ssp245,Fmean,WGOA,Rpath,COD,2021,211977.562,68728.88898,59697.908,,base
ssp245,Fmean,WGOA,Rpath,ATF,2021,1628238.68,582211.7697,32544.91771,,base
ssp245,Fmean,WGOA,Rpath,POL,2022,2818828.775,1658296.538,260099.3756,,base
ssp245,Fmean,WGOA,Rpath,COD,2022,201767.0732,61762.96366,63544.60159,,base
ssp245,Fmean,WGOA,Rpath,ATF,2022,1625876.778,583148.749,34239.76942,,base
ssp245,Fmean,WGOA,Rpath,POL,2023,2761286.666,1622364.966,257655.1858,,base
ssp245,Fmean,WGOA,Rpath,COD,2023,200990.3865,55941.94686,58202.13519,,base
ssp245,Fmean,WGOA,Rpath,ATF,2023,1623538.162,584925.1307,31777.98646,,base
ssp245,Fmean,WGOA,Rpath,POL,2024,2802493.102,1654399.228,132623.8123,,base
ssp245,Fmean,WGOA,Rpath,COD,2024,218037.7613,57091.50826,39100.18711,,base
ssp245,Fmean,WGOA,Rpath,ATF,2024,1628306.661,589437.5896,22683.02199,,base
ssp245,Fmean,WGOA,Rpath,POL,2025,2830089.132,1674144.534,134421.6703,,base
ssp245,Fmean,WGOA,Rpath,COD,2025,230806.1652,59090.97434,42246.10902,,base
ssp245,Fmean,WGOA,Rpath,ATF,2025,1633099.169,593347.1765,22741.49162,,base
ssp245,Fmean,WGOA,Rpath,POL,2026,2851483.676,1689219.129,135642.9774,,base
ssp245,Fmean,WGOA,Rpath,COD,2026,241614.6614,62637.28992,44529.26216,,base
ssp245,Fmean,WGOA,Rpath,ATF,2026,1639776.34,597491.9238,22825.62475,,base
ssp245,Fmean,WGOA,Rpath,POL,2027,2866515.844,1698285.873,136506.5427,,base
ssp245,Fmean,WGOA,Rpath,COD,2027,251524.5913,65829.67336,46461.05683,,base
ssp245,Fmean,WGOA,Rpath,ATF,2027,1645891.421,600725.1914,22914.83699,,base
ssp245,Fmean,WGOA,Rpath,POL,2028,2877733.743,1704861.715,137191.3586,,base
ssp245,Fmean,WGOA,Rpath,COD,2028,260942.7501,67278.90285,48238.57504,,base
ssp245,Fmean,WGOA,Rpath,ATF,2028,1651470.177,603710.7033,22997.74069,,base
ssp245,Fmean,WGOA,Rpath,POL,2029,2887192.731,1710614.578,137690.1454,,base
ssp245,Fmean,WGOA,Rpath,COD,2029,269816.516,67331.25393,49991.49401,,base
ssp245,Fmean,WGOA,Rpath,ATF,2029,1656376.433,606705.9611,23067.93365,,base
ssp245,Fmean,WGOA,Rpath,POL,2030,2891703.306,1713553.333,138133.4537,,base
ssp245,Fmean,WGOA,Rpath,COD,2030,277751.0939,66861.00042,51726.1271,,base
ssp245,Fmean,WGOA,Rpath,ATF,2030,1660556.42,609586.1577,23136.64707,,base
ssp245,Fmean,WGOA,Rpath,POL,2031,2896774.646,1717002.778,138370.2863,,base
ssp245,Fmean,WGOA,Rpath,COD,2031,284393.0942,66713.29778,53312.11413,,base
ssp245,Fmean,WGOA,Rpath,ATF,2031,1664214.681,612068.5998,23188.79089,,base
ssp245,Fmean,WGOA,Rpath,POL,2032,2896211.158,1716689.603,138578.0172,,base
ssp245,Fmean,WGOA,Rpath,COD,2032,289437.3946,67465.27338,54628.39531,,base
ssp245,Fmean,WGOA,Rpath,ATF,2032,1666751.818,613825.1256,23238.5614,,base
ssp245,Fmean,WGOA,Rpath,POL,2033,2895004.473,1715374.356,138462.9,,base
ssp245,Fmean,WGOA,Rpath,COD,2033,293018.6151,69069.17037,55587.28304,,base
ssp245,Fmean,WGOA,Rpath,ATF,2033,1667723.978,614415.2668,23257.73891,,base
ssp245,Fmean,WGOA,Rpath,POL,2034,2895232.527,1715972.781,138503.4492,,base
ssp245,Fmean,WGOA,Rpath,COD,2034,295491.6961,71156.54741,56224.08412,,base
ssp245,Fmean,WGOA,Rpath,ATF,2034,1669112.996,615055.383,23276.65488,,base
ssp245,Fmean,WGOA,Rpath,POL,2035,2885772.333,1709048.521,138294.544,,base
ssp245,Fmean,WGOA,Rpath,COD,2035,297017.7315,72997.05274,56604.46091,,base
ssp245,Fmean,WGOA,Rpath,ATF,2035,1667752.355,613951.3658,23281.19517,,base
ssp245,Fmean,WGOA,Rpath,POL,2036,2882232.584,1706690.948,137949.4723,,base
ssp245,Fmean,WGOA,Rpath,COD,2036,298169.1636,74192.70012,56818.15239,,base
ssp245,Fmean,WGOA,Rpath,ATF,2036,1666731.122,612668.8958,23260.08872,,base
ssp245,Fmean,WGOA,Rpath,POL,2037,2880754.163,1706793.007,137840.1437,,base
ssp245,Fmean,WGOA,Rpath,COD,2037,299156.5554,74658.54796,56991.92284,,base
ssp245,Fmean,WGOA,Rpath,ATF,2037,1667320.08,612145.0165,23255.56634,,base
ssp245,Fmean,WGOA,Rpath,POL,2038,2874966.762,1703745.566,137705.9355,,base
ssp245,Fmean,WGOA,Rpath,COD,2038,299858.6535,74569.85018,57162.65293,,base
ssp245,Fmean,WGOA,Rpath,ATF,2038,1667705.763,611628.7927,23268.03987,,base
ssp245,Fmean,WGOA,Rpath,POL,2039,2867702.115,1698850.969,137327.2568,,base
ssp245,Fmean,WGOA,Rpath,COD,2039,300247.4496,74287.25978,57300.74921,,base
ssp245,Fmean,WGOA,Rpath,ATF,2039,1666858.685,610531.7177,23263.72451,,base
ssp245,Fmean,WGOA,Rpath,POL,2040,2860843.835,1694436.544,136996.7943,,base
ssp245,Fmean,WGOA,Rpath,COD,2040,300340.1769,74180.66632,57395.40695,,base
ssp245,Fmean,WGOA,Rpath,ATF,2040,1665803.475,609480.673,23252.73429,,base
ssp245,Fmean,WGOA,Rpath,POL,2041,2854884.945,1690602.092,136645.1764,,base
ssp245,Fmean,WGOA,Rpath,COD,2041,300153.4316,74371.28018,57426.31996,,base
ssp245,Fmean,WGOA,Rpath,ATF,2041,1664540.745,608462.42,23235.03361,,base
ssp245,Fmean,WGOA,Rpath,POL,2042,2853890.051,1690851.34,136427.794,,base
ssp245,Fmean,WGOA,Rpath,COD,2042,299836.6965,74828.62997,57392.7919,,base
ssp245,Fmean,WGOA,Rpath,ATF,2042,1664865.716,608518.3987,23224.47202,,base
ssp245,Fmean,WGOA,Rpath,POL,2043,2850458.477,1689519.7,136330.7244,,base
ssp245,Fmean,WGOA,Rpath,COD,2043,299348.1113,75362.99805,57313.03303,,base
ssp245,Fmean,WGOA,Rpath,ATF,2043,1665743.575,609141.5182,23235.24352,,base
ssp245,Fmean,WGOA,Rpath,POL,2044,2842275.862,1683979.383,136027.1088,,base
ssp245,Fmean,WGOA,Rpath,COD,2044,298688.2798,75745.21645,57183.73213,,base
ssp245,Fmean,WGOA,Rpath,ATF,2044,1665120.099,609027.1569,23239.4128,,base
ssp245,Fmean,WGOA,Rpath,POL,2045,2838506.854,1681470.148,135682.7194,,base
ssp245,Fmean,WGOA,Rpath,COD,2045,298091.893,75898.62504,57032.61588,,base
ssp245,Fmean,WGOA,Rpath,ATF,2045,1664321.444,608698.4679,23225.97387,,base
ssp245,Fmean,WGOA,Rpath,POL,2046,2834072.455,1678994.108,135484.7031,,base
ssp245,Fmean,WGOA,Rpath,COD,2046,297595.9225,75822.83766,56907.43836,,base
ssp245,Fmean,WGOA,Rpath,ATF,2046,1663870.763,608473.0553,23216.87904,,base
ssp245,Fmean,WGOA,Rpath,POL,2047,2824944.412,1672676.513,135211.655,,base
ssp245,Fmean,WGOA,Rpath,COD,2047,297029.0989,75558.97674,56807.91269,,base
ssp245,Fmean,WGOA,Rpath,ATF,2047,1661761.122,607242.886,23208.27437,,base
ssp245,Fmean,WGOA,Rpath,POL,2048,2824121.543,1672332.738,134847.2152,,base
ssp245,Fmean,WGOA,Rpath,COD,2048,296616.1702,75287.00991,56713.79685,,base
ssp245,Fmean,WGOA,Rpath,ATF,2048,1660401.095,606078.178,23172.20978,,base
ssp245,Fmean,WGOA,Rpath,POL,2049,2816335.899,1667550.431,134686.3257,,base
ssp245,Fmean,WGOA,Rpath,COD,2049,296151.2256,75111.71278,56645.65626,,base
ssp245,Fmean,WGOA,Rpath,ATF,2049,1659349.696,605088.3598,23161.50598,,base
ssp245,Fmean,WGOA,Rpath,POL,2050,2812344.054,1664970.945,134306.3736,,base
ssp245,Fmean,WGOA,Rpath,COD,2050,295704.0568,75057.45019,56560.53222,,base
ssp245,Fmean,WGOA,Rpath,ATF,2050,1658523.881,604175.0126,23143.05452,,base
ssp245,Fmean,WGOA,Rpath,POL,2051,2813804.33,1667381.662,134268.7728,,base
ssp245,Fmean,WGOA,Rpath,COD,2051,295369.2364,75164.30638,56481.76241,,base
ssp245,Fmean,WGOA,Rpath,ATF,2051,1660220.893,604862.3959,23148.48055,,base
ssp245,Fmean,WGOA,Rpath,POL,2052,2805090.193,1661702.83,134097.4505,,base
ssp245,Fmean,WGOA,Rpath,COD,2052,294854.1944,75259.96854,56399.64347,,base
ssp245,Fmean,WGOA,Rpath,ATF,2052,1659912.126,604754.9135,23164.38118,,base
ssp245,Fmean,WGOA,Rpath,POL,2053,2795091.181,1654047.905,133599.61,,base
ssp245,Fmean,WGOA,Rpath,COD,2053,294261.7725,75257.82171,56282.33065,,base
ssp245,Fmean,WGOA,Rpath,ATF,2053,1657105.431,603281.7156,23144.66029,,base
ssp245,Fmean,WGOA,Rpath,POL,2054,2794291.484,1653725.926,133288.5226,,base
ssp245,Fmean,WGOA,Rpath,COD,2054,293874.8908,75204.79596,56172.74234,,base
ssp245,Fmean,WGOA,Rpath,ATF,2054,1655485.142,602333.4694,23107.55568,,base
ssp245,Fmean,WGOA,Rpath,POL,2055,2788252.588,1650160.473,133120.3855,,base
ssp245,Fmean,WGOA,Rpath,COD,2055,293516.124,75064.43387,56100.3623,,base
ssp245,Fmean,WGOA,Rpath,ATF,2055,1654122.198,601571.4758,23088.70954,,base
ssp245,Fmean,WGOA,Rpath,POL,2056,2780285.654,1644443.442,132735.1362,,base
ssp245,Fmean,WGOA,Rpath,COD,2056,293116.9491,74856.47295,56030.63746,,base
ssp245,Fmean,WGOA,Rpath,ATF,2056,1651634.525,600153.6109,23063.44527,,base
ssp245,Fmean,WGOA,Rpath,POL,2057,2774979.095,1640676.866,132386.5667,,base
ssp245,Fmean,WGOA,Rpath,COD,2057,292761.829,74699.18211,55962.16858,,base
ssp245,Fmean,WGOA,Rpath,ATF,2057,1649072.056,598601.4464,23027.37001,,base
ssp245,Fmean,WGOA,Rpath,POL,2058,2775633.268,1642027.091,132249.1879,,base
ssp245,Fmean,WGOA,Rpath,COD,2058,292545.0041,74660.49344,55910.74027,,base
ssp245,Fmean,WGOA,Rpath,ATF,2058,1648772.526,598314.2435,23003.07485,,base
ssp245,Fmean,WGOA,Rpath,POL,2059,2775598.021,1642987.595,132199.2546,,base
ssp245,Fmean,WGOA,Rpath,COD,2059,292350.0273,74695.12131,55871.01042,,base
ssp245,Fmean,WGOA,Rpath,ATF,2059,1649841.794,599057.5383,23005.05342,,base
ssp245,Fmean,WGOA,Rpath,POL,2060,2764659.058,1635265.84,132014.357,,base
ssp245,Fmean,WGOA,Rpath,COD,2060,291910.888,74725.09837,55817.42032,,base
ssp245,Fmean,WGOA,Rpath,ATF,2060,1648386.597,598767.3884,23015.83706,,base
ssp245,Fmean,WGOA,Rpath,POL,2061,2759608.598,1630996.495,131554.3244,,base
ssp245,Fmean,WGOA,Rpath,COD,2061,291471.6507,74740.94733,55724.49231,,base
