"year","Species","totB","SSB","Catch","Climate","Frate","Region","Model","Scenario"
2087,"ATF",1620920.69050824,587114.788593494,22627.0421057614,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2088,"POL",2655856.62207664,1564710.3149774,125931.985799365,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2088,"COD",272085.79448026,67702.352481978,51963.2387795349,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2088,"ATF",1617518.32318976,585493.401952299,22589.4710615589,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2089,"POL",2653853.81116696,1562649.61688827,125670.466494324,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2089,"COD",270959.248784633,68433.2563780519,52366.9683293,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2089,"ATF",1614242.25302507,583733.000175843,22535.3827832407,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2090,"POL",2651510.47472262,1560934.81865939,125606.518522541,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2090,"COD",269485.863557958,72077.0065770061,52242.9335050639,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2090,"ATF",1612008.2901559,582663.744127323,22502.2723626269,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2091,"POL",2653376.79914136,1562416.16661284,125510.535458347,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2091,"COD",268515.568482629,76690.2328303834,51599.8566950822,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2091,"ATF",1610889.37452605,582260.502460047,22470.7136346032,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2092,"POL",2651062.72415204,1561373.04367814,125597.070293962,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2092,"COD",266909.945424215,79351.0671611144,51031.9885398668,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2092,"ATF",1610094.5601176,582288.46102836,22465.6286066147,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2093,"POL",2642509.11706631,1554347.88990014,125298.101718567,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2093,"COD",265548.427531057,77823.011211451,50874.5696325187,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2093,"ATF",1606194.45742444,580656.360902863,22436.54743783,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2094,"POL",2640738.90872601,1552242.0609086,124955.730312471,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2094,"COD",265642.117025652,74845.7023564544,50694.3581775864,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2094,"ATF",1602268.45703056,578750.769495724,22375.7071651992,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2095,"POL",2644055.79264972,1555452.02259239,124977.934249756,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2095,"COD",266258.01713727,73444.5630888649,50598.2657103176,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2095,"ATF",1601747.43765798,578608.769389695,22338.0441771169,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2096,"POL",2641252.39798809,1554161.96874344,125068.533755667,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2096,"COD",265888.388125438,73209.7338324755,50774.9016539234,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2096,"ATF",1601608.26657768,578922.670212195,22342.8062328759,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2097,"POL",2632480.10660113,1546350.93728112,124740.707469801,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2097,"COD",263993.42458825,72086.4994474303,51027.4929721457,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2097,"ATF",1597673.79487554,577270.564980833,22320.1415571263,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2098,"POL",2631727.72117925,1544303.94705986,124387.867116141,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2098,"COD",262376.11249981,72764.9526651785,50844.2897411088,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2098,"ATF",1593606.01289336,575402.413811112,22255.3299875914,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2099,"POL",2635318.62938404,1547415.41992791,124503.158178165,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2099,"COD",261743.833669432,75552.5424264537,50282.6773482298,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
2099,"ATF",1592582.95650695,575282.494368913,22217.2326627252,"ssp126","Fmean","WGOA","Rpath","pcod_rec"
1991,"POL",2884927.16511783,1690895.40603404,87828.010002781,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1991,"COD",399280.293878193,93224.2373585632,64466.829990571,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1991,"ATF",1554327.80462664,597326.97740596,16958.380011156,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1992,"POL",2892495.91324268,1696087.27813365,90585.189961806,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1992,"COD",371842.900083054,88999.2287874369,78966.500089317,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1992,"ATF",1551901.37581743,598021.211707819,20482.180062468,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1993,"POL",2886917.46017875,1690078.21042351,108230.180085742,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1993,"COD",375328.175429555,91984.46817467,45849.170066118,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1993,"ATF",1551566.34683954,599298.159270716,18294.449920618,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1994,"POL",2891612.89701311,1691340.87032149,100412.359942985,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1994,"COD",374238.505424238,92168.0244909248,45610.579965874,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1994,"ATF",1547453.431915,598480.508802417,21993.239976229,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1995,"POL",2920445.2429594,1709974.75171492,69168.129925675,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1995,"COD",354241.118245692,88060.9264831689,67907.179992219,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1995,"ATF",1548788.07321952,599203.455585779,17415.490044603,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1996,"POL",2949537.49989699,1727520.76771419,49825.8700384,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1996,"COD",348901.269856949,89289.8998161644,55391.660096973,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1996,"ATF",1545296.54167072,597141.15385086,21555.609900557,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1997,"POL",2946193.76182491,1722365.56372477,84179.649971753,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1997,"COD",339607.871812025,88455.8466619866,58920.579990637,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1997,"ATF",1547340.93937387,596389.731746862,14758.279890696,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1998,"POL",3007840.54757787,1762267.82292695,5428.379997642,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1998,"COD",338402.008126062,87897.0996300377,50218.950113863,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1998,"ATF",1552042.17068945,596282.511778416,12377.190009373,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1999,"POL",2993956.26360435,1751820.3586859,90556.900062537,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1999,"COD",323385.504513683,83134.3281978233,66264.67009813,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
1999,"ATF",1556822.57219736,596729.653748177,14649.229924965,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2000,"POL",3049484.66889728,1789601.2235707,5552.830105466,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2000,"COD",321234.70478313,82993.6306736087,53384.869944958,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2000,"ATF",1555589.60333769,595731.530286997,22993.75009338,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2001,"POL",3082953.38628358,1808450.38491623,3452.299978517,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2001,"COD",327836.052151014,85350.6677932879,40517.409954733,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2001,"ATF",1559150.39699574,597017.281545479,17416.199986059,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2002,"POL",3117695.91098478,1828996.8919311,1698.029945361,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2002,"COD",329657.199807253,86672.396799144,41567.989960821,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2002,"ATF",1561074.36729579,598208.760306624,20173.560012907,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2003,"POL",3105660.59060301,1817041.08768011,48590.077011908,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2003,"COD",321002.232869284,86072.6548698382,52365.755088864,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2003,"ATF",1552272.45436907,595288.634146958,30169.771891001,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2004,"POL",3100496.17999595,1811816.72016729,62434.439922489,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2004,"COD",310907.346053104,86861.6844619175,56450.241969657,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2004,"ATF",1557805.52630999,597533.747722124,15634.908041003,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2005,"POL",3085140.75609541,1801622.59658072,78302.791927256,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2005,"COD",308747.712383036,89355.0329510825,47523.779925577,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2005,"ATF",1557456.93296847,596651.527725103,19923.573051558,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2006,"POL",3088115.70042571,1805154.79373703,68928.307992488,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2006,"COD",305285.425387622,89662.8420266119,47767.079961499,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2006,"ATF",1552052.55675712,593803.972010943,27622.698918064,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2007,"POL",3108388.6659623,1820162.18935033,51572.307003871,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2007,"COD",298656.827987615,86970.5841575916,51812.178003779,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2007,"ATF",1552833.11070127,593773.096946291,25346.986980543,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2008,"POL",3122657.32782491,1829614.82622622,50786.206014733,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2008,"COD",288014.19715692,83738.4257426123,58386.384025578,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2008,"ATF",1551453.5168298,592951.977723493,29205.939969489,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2009,"POL",3143273.39859891,1841984.8200306,41549.503075916,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2009,"COD",284535.848347064,83301.5655360441,51788.980009351,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2009,"ATF",1555113.02563569,594046.266118116,24831.742038702,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2010,"POL",3136117.03112817,1835292.14585186,73443.384226643,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2010,"COD",260387.074378808,76717.5680514182,76954.154598455,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2010,"ATF",1558263.17274182,594362.564843561,24339.446470918,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2011,"POL",3141056.08768375,1838289.75061505,77694.479623666,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2011,"COD",234318.516143285,69543.3060352226,83710.475394165,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2011,"ATF",1557071.61028742,592792.103233455,30911.821764055,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2012,"POL",3133568.47204365,1833854.71164897,98934.691224094,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2012,"COD",216652.39880077,64116.8215124414,76871.109994854,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2012,"ATF",1567597.98995377,595605.767059271,20761.909908427,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2013,"POL",3129803.3271359,1832301.64727678,90796.631609659,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2013,"COD",207097.746004189,61173.0549874287,66829.781618954,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2013,"ATF",1575636.64297929,596480.791969859,21809.3123161,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2014,"POL",3087331.43236134,1803398.13573914,138948.061996125,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2014,"COD",180191.44732662,54326.1747660013,83491.72820457,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2014,"ATF",1567912.16262094,590069.752717628,36524.501530691,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2015,"POL",3045526.28555765,1775739.07919012,162807.64603073,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2015,"COD",157932.722055918,48934.4411406065,77689.992014231,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2015,"ATF",1577268.81804826,588791.535950363,19296.587221708,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2016,"POL",3007798.29217938,1753763.79832681,173086.352394527,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2016,"COD",147656.615382295,47339.0097704077,62867.327429592,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2016,"ATF",1586289.94323646,586210.878732567,19976.294186812,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2017,"POL",2976739.35759481,1738811.22499638,184220.028529305,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2017,"COD",147736.144697943,50239.6743054142,48204.214674581,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2017,"ATF",1591593.27599985,581990.660087748,27053.508990172,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2018,"POL",2968841.33230651,1740812.46211736,150815.192171791,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2018,"COD",174522.229212124,61112.9039308985,14681.29819652,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2018,"ATF",1607270.2111573,582229.748408732,18870.25094355,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2019,"POL",2976191.20523764,1750709.51749398,110649.271555557,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2019,"COD",197788.813002527,66355.8766877763,15200.420583165,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2019,"ATF",1614692.32773615,580069.536802079,24567.051964421,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2020,"POL",2989895.2520935,1764767.02629929,99971.064888454,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2020,"COD",227504.737928574,75552.6208206696,6085.249338733,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2020,"ATF",1626347.35110332,581533.713573081,21115.899302007,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2021,"POL",2905440.23641507,1712367.43482848,235101.083609721,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2021,"COD",210667.054471651,68697.4002491198,59717.8417281808,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2021,"ATF",1628312.33023208,582257.936959457,32545.4208659652,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2022,"POL",2819494.70099642,1658467.85104895,260116.020438291,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2022,"COD",199920.060791638,62242.9538176126,63377.6038953067,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2022,"ATF",1626060.02696627,583239.129471387,34241.3666273287,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2023,"POL",2762382.41673661,1622849.91841489,257699.589641385,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2023,"COD",198214.402196767,57054.755050628,57767.820908525,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2023,"ATF",1623870.36301034,585032.906133983,31781.1014029969,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2024,"POL",2803901.5725012,1655065.38424349,132687.556011143,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2024,"COD",214785.457554345,57941.0824935125,38611.4686253248,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2024,"ATF",1628829.028798,589543.487892434,22688.3542319185,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2025,"POL",2831577.38543008,1674953.70679037,134496.433124897,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2025,"COD",227608.500451601,59411.2087146105,41629.2719012388,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2025,"ATF",1633830.13340357,593401.08008351,22749.7182114306,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2026,"POL",2852927.96903269,1690128.47990772,135726.257257146,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2026,"COD",238491.889816417,63018.1621884133,43830.3054032213,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2026,"ATF",1640704.64473632,597436.245865701,22836.7274783339,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2027,"POL",2867739.65347412,1699156.22669594,136583.832634864,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2027,"COD",248775.388900768,65881.9555387453,45853.0631888247,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2027,"ATF",1647006.46098247,600539.012073188,22928.7572927027,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2028,"POL",2878610.5609908,1705597.61357225,137253.448837737,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2028,"COD",258688.935357966,66588.0053245755,47712.8485432309,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2028,"ATF",1652744.76823305,603414.866754435,23014.3621095213,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2029,"POL",2887727.64027622,1711171.39010556,137734.025286901,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2029,"COD",267745.081284157,66565.1285223482,49561.0507253359,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2029,"ATF",1657767.86580764,606377.470754136,23086.6781979558,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2030,"POL",2891971.27656583,1713910.97211048,138158.24180687,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2030,"COD",275693.341105704,66246.7000762222,51405.8281348849,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2030,"ATF",1662033.87880078,609319.497492422,23156.9569354974,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2031,"POL",2896841.57474772,1717218.5546346,138380.878225701,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2031,"COD",282247.218385924,66435.7210876687,52974.5775375544,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2031,"ATF",1665737.79796774,611933.706111254,23210.0980381784,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2032,"POL",2896200.63646629,1716828.70844185,138581.766329284,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2032,"COD",286938.950499883,67698.8299550708,54240.2574433708,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2032,"ATF",1668285.15186072,613861.492792179,23260.1719909478,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2033,"POL",2894964.27086037,1715476.68004564,138462.867413389,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2033,"COD",290296.75628853,69758.7356754436,55148.7614089769,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2033,"ATF",1669251.95693096,614622.733162875,23279.2650179575,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2034,"POL",2895334.68604968,1716079.25339652,138503.361130299,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2034,"COD",291422.315566443,71862.4694059742,55699.9359571493,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2034,"ATF",1670640.03174027,615390.684527671,23297.94770537,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2035,"POL",2886511.28350137,1709156.43516893,138301.20527162,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2035,"COD",290295.449061433,73536.3724452726,56102.4746734027,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2035,"ATF",1669404.66324715,614429.317663995,23303.0719430128,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2036,"POL",2883710.30188664,1706992.80129874,137981.598662143,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2036,"COD",289545.149142964,75660.4497070657,55930.918831456,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2036,"ATF",1668628.83479152,613250.968758092,23284.4866954966,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2037,"POL",2883004.18171477,1707621.20623278,137925.244315442,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2037,"COD",288735.692310929,78250.8307472371,55404.2588045434,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2037,"ATF",1669498.0294464,612712.865121296,23283.2056132346,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2038,"POL",2877906.67671435,1705176.77114001,137841.225479382,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2038,"COD",287492.100876264,79992.1944733236,55093.8340709697,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2038,"ATF",1670235.64004635,612086.750337497,23299.5546201872,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2039,"POL",2871166.13055066,1700681.10019831,137494.095928486,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2039,"COD",286279.864589746,78497.9758616425,54982.9588890997,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2039,"ATF",1669871.28917781,610833.427427429,23300.9402505923,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2040,"POL",2864602.67303443,1696510.26692857,137183.147662613,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2040,"COD",285152.589016135,76624.1420766225,54816.4011048441,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2040,"ATF",1669395.80299874,609584.48480869,23297.5371257734,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2041,"POL",2858771.69406799,1692845.89254869,136847.320020361,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2041,"COD",284520.977764329,76163.9587195238,54638.9644407698,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2041,"ATF",1668772.55221035,608343.20128971,23288.5035632889,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2042,"POL",2857431.45862879,1693251.82502839,136636.119460626,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2042,"COD",285202.122273701,77030.1074660142,54365.4153289085,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2042,"ATF",1669700.28909544,608151.749455926,23286.8727314181,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2043,"POL",2853325.81225898,1691920.51651831,136528.018802354,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2043,"COD",285806.396451936,76992.0840665085,54274.6471552886,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2043,"ATF",1671085.91779092,608573.003497625,23305.6152847979,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2044,"POL",2844210.04892953,1686028.15263807,136181.912060269,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2044,"COD",286612.096364125,75648.9165035552,54548.8865454647,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2044,"ATF",1670898.29156772,608407.655680784,23316.8248196609,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2045,"POL",2839335.0674305,1682954.33507248,135778.463513313,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2045,"COD",287602.587279195,73689.1176817106,54771.4469190477,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2045,"ATF",1670426.49350964,608158.333791601,23309.3546978508,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2046,"POL",2834054.74916669,1679877.12092869,135524.012705746,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2046,"COD",287342.618883048,73057.0462364087,54998.7475524756,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2046,"ATF",1670191.37147319,608131.727253045,23304.3480731043,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2047,"POL",2824428.07872333,1673031.48060317,135204.317406347,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2047,"COD",286677.186751865,73738.0042077833,55177.9190994069,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2047,"ATF",1668238.76224096,607240.102369248,23298.5156900966,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2048,"POL",2823398.25173793,1672432.82728164,134816.630815033,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2048,"COD",285109.259442608,75197.8028199781,54930.2837134113,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2048,"ATF",1666953.01204372,606476.923556293,23263.9318365505,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2049,"POL",2816092.10488189,1667612.33083233,134657.281070021,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2049,"COD",281804.220417003,76874.3636506049,54715.7906090499,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2049,"ATF",1666016.03093486,605944.952181922,23253.9665419868,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2050,"POL",2812573.77064126,1665215.72790487,134296.533935206,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2050,"COD",280339.951767638,78621.4430053007,54205.1126758948,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2050,"ATF",1665385.7400133,605428.180934226,23237.3364223529,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2051,"POL",2814239.4401049,1668102.21080012,134298.881198737,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2051,"COD",279715.663466028,79951.871623292,53382.2519132967,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2051,"ATF",1667244.67888481,606232.918952537,23244.7268116153,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2052,"POL",2805641.04710162,1662759.02317053,134150.39264447,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2052,"COD",278111.906145852,80047.7981078421,53136.1899497122,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2052,"ATF",1667136.09768522,605985.702938551,23262.5201748298,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2053,"POL",2795490.17805513,1655015.06343746,133640.653304781,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2053,"COD",277794.811285812,76816.0239114931,53272.7075754726,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2053,"ATF",1664681.48590763,604244.334059507,23246.86553244,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2054,"POL",2794172.8174386,1654542.444253,133311.936639089,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2054,"COD",277991.021341747,74437.8934897984,53058.6045475621,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2054,"ATF",1663431.86038818,602907.400951704,23215.3275771999,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2055,"POL",2788056.644553,1650792.40112171,133129.142345759,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2055,"COD",275814.517996091,74487.762017431,53146.5957479588,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2055,"ATF",1662487.455957,601805.249353834,23201.9890722349,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2056,"POL",2780394.33566411,1644870.10954198,132725.982670187,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2056,"COD",273008.00203039,75158.929334045,53219.3223728459,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2056,"ATF",1660569.10555435,600280.733032698,23183.896706852,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
2057,"POL",2775491.8134662,1641217.32215936,132394.183279824,"ssp245","Fmean","WGOA","Rpath","pcod_rec"
