"year","Species","totB","SSB","Catch","Climate","Frate","Region","Model","Scenario"
2003,"POL",3105660.59060301,1817041.08768011,48590.077011908,"ssp585","F0","WGOA","Rpath","base"
2003,"COD",321002.232869284,86072.6548698382,52365.755088864,"ssp585","F0","WGOA","Rpath","base"
2003,"ATF",1552272.45436907,595288.634146958,30169.771891001,"ssp585","F0","WGOA","Rpath","base"
2004,"POL",3100496.17999595,1811816.72016729,62434.439922489,"ssp585","F0","WGOA","Rpath","base"
2004,"COD",310907.346053104,86861.6844619175,56450.241969657,"ssp585","F0","WGOA","Rpath","base"
2004,"ATF",1557805.52630999,597533.747722124,15634.908041003,"ssp585","F0","WGOA","Rpath","base"
2005,"POL",3085140.75609541,1801622.59658072,78302.791927256,"ssp585","F0","WGOA","Rpath","base"
2005,"COD",308747.712383036,89355.0329510825,47523.779925577,"ssp585","F0","WGOA","Rpath","base"
2005,"ATF",1557456.93296847,596651.527725103,19923.573051558,"ssp585","F0","WGOA","Rpath","base"
2006,"POL",3088115.70042571,1805154.79373703,68928.307992488,"ssp585","F0","WGOA","Rpath","base"
2006,"COD",305285.425387622,89662.8420266119,47767.079961499,"ssp585","F0","WGOA","Rpath","base"
2006,"ATF",1552052.55675712,593803.972010943,27622.698918064,"ssp585","F0","WGOA","Rpath","base"
2007,"POL",3108388.6659623,1820162.18935033,51572.307003871,"ssp585","F0","WGOA","Rpath","base"
2007,"COD",298656.827987615,86970.5841575916,51812.178003779,"ssp585","F0","WGOA","Rpath","base"
2007,"ATF",1552833.11070127,593773.096946291,25346.986980543,"ssp585","F0","WGOA","Rpath","base"
2008,"POL",3122657.32782491,1829614.82622622,50786.206014733,"ssp585","F0","WGOA","Rpath","base"
2008,"COD",288014.19715692,83738.4257426123,58386.384025578,"ssp585","F0","WGOA","Rpath","base"
2008,"ATF",1551453.5168298,592951.977723493,29205.939969489,"ssp585","F0","WGOA","Rpath","base"
2009,"POL",3143273.39859891,1841984.8200306,41549.503075916,"ssp585","F0","WGOA","Rpath","base"
2009,"COD",284535.848347064,83301.5655360441,51788.980009351,"ssp585","F0","WGOA","Rpath","base"
2009,"ATF",1555113.02563569,594046.266118116,24831.742038702,"ssp585","F0","WGOA","Rpath","base"
2010,"POL",3136117.03112817,1835292.14585186,73443.384226643,"ssp585","F0","WGOA","Rpath","base"
2010,"COD",260387.074378808,76717.5680514182,76954.154598455,"ssp585","F0","WGOA","Rpath","base"
2010,"ATF",1558263.17274182,594362.564843561,24339.446470918,"ssp585","F0","WGOA","Rpath","base"
2011,"POL",3141056.08768375,1838289.75061505,77694.479623666,"ssp585","F0","WGOA","Rpath","base"
2011,"COD",234318.516143285,69543.3060352226,83710.475394165,"ssp585","F0","WGOA","Rpath","base"
2011,"ATF",1557071.61028742,592792.103233455,30911.821764055,"ssp585","F0","WGOA","Rpath","base"
2012,"POL",3133568.47204365,1833854.71164897,98934.691224094,"ssp585","F0","WGOA","Rpath","base"
2012,"COD",216652.39880077,64116.8215124414,76871.109994854,"ssp585","F0","WGOA","Rpath","base"
2012,"ATF",1567597.98995377,595605.767059271,20761.909908427,"ssp585","F0","WGOA","Rpath","base"
2013,"POL",3129803.3271359,1832301.64727678,90796.631609659,"ssp585","F0","WGOA","Rpath","base"
2013,"COD",207097.746004189,61173.0549874287,66829.781618954,"ssp585","F0","WGOA","Rpath","base"
2013,"ATF",1575636.64297929,596480.791969859,21809.3123161,"ssp585","F0","WGOA","Rpath","base"
2014,"POL",3087331.43236134,1803398.13573914,138948.061996125,"ssp585","F0","WGOA","Rpath","base"
2014,"COD",180191.44732662,54326.1747660013,83491.72820457,"ssp585","F0","WGOA","Rpath","base"
2014,"ATF",1567912.16262094,590069.752717628,36524.501530691,"ssp585","F0","WGOA","Rpath","base"
2015,"POL",3045526.28555765,1775739.07919012,162807.64603073,"ssp585","F0","WGOA","Rpath","base"
2015,"COD",157932.722055918,48934.4411406065,77689.992014231,"ssp585","F0","WGOA","Rpath","base"
2015,"ATF",1577268.81804826,588791.535950363,19296.587221708,"ssp585","F0","WGOA","Rpath","base"
2016,"POL",3007798.29217938,1753763.79832681,173086.352394527,"ssp585","F0","WGOA","Rpath","base"
2016,"COD",147656.615382295,47339.0097704077,62867.327429592,"ssp585","F0","WGOA","Rpath","base"
2016,"ATF",1586289.94323646,586210.878732567,19976.294186812,"ssp585","F0","WGOA","Rpath","base"
2017,"POL",2976739.35759481,1738811.22499638,184220.028529305,"ssp585","F0","WGOA","Rpath","base"
2017,"COD",147736.144697943,50239.6743054142,48204.214674581,"ssp585","F0","WGOA","Rpath","base"
2017,"ATF",1591593.27599985,581990.660087748,27053.508990172,"ssp585","F0","WGOA","Rpath","base"
2018,"POL",2968841.33230651,1740812.46211736,150815.192171791,"ssp585","F0","WGOA","Rpath","base"
2018,"COD",174522.229212124,61112.9039308985,14681.29819652,"ssp585","F0","WGOA","Rpath","base"
2018,"ATF",1607270.2111573,582229.748408732,18870.25094355,"ssp585","F0","WGOA","Rpath","base"
2019,"POL",2976191.20523764,1750709.51749398,110649.271555557,"ssp585","F0","WGOA","Rpath","base"
2019,"COD",197788.813002527,66355.8766877763,15200.420583165,"ssp585","F0","WGOA","Rpath","base"
2019,"ATF",1614692.32773615,580069.536802079,24567.051964421,"ssp585","F0","WGOA","Rpath","base"
2020,"POL",2989800.23372154,1764764.17925614,99971.064888454,"ssp585","F0","WGOA","Rpath","base"
2020,"COD",228117.246163443,75554.157695705,6085.249338733,"ssp585","F0","WGOA","Rpath","base"
2020,"ATF",1626337.87888343,581528.262199006,21115.899302007,"ssp585","F0","WGOA","Rpath","base"
2021,"POL",3000010.58745029,1776589.84309415,93869.858770329,"ssp585","F0","WGOA","Rpath","base"
2021,"COD",246122.283294113,80228.3322042327,18686.812307248,"ssp585","F0","WGOA","Rpath","base"
2021,"ATF",1647780.48055368,589116.979259532,9846.300133144,"ssp585","F0","WGOA","Rpath","base"
2022,"POL",2974284.27989083,1762516.08602179,123494.034078862,"ssp585","F0","WGOA","Rpath","base"
2022,"COD",260916.649344768,80750.6782249289,25387.705315903,"ssp585","F0","WGOA","Rpath","base"
2022,"ATF",1661850.80602659,595968.236975183,11531.831681252,"ssp585","F0","WGOA","Rpath","base"
2023,"POL",2959678.24187847,1756259.05894117,124964.845430032,"ssp585","F0","WGOA","Rpath","base"
2023,"COD",281305.376503244,80533.2576605914,21018.296907485,"ssp585","F0","WGOA","Rpath","base"
2023,"ATF",1675129.16500155,604655.809052272,9114.887408711,"ssp585","F0","WGOA","Rpath","base"
2024,"POL",3037290.83025287,1813379.33325636,0,"ssp585","F0","WGOA","Rpath","base"
2024,"COD",318427.575498937,85858.805762871,0,"ssp585","F0","WGOA","Rpath","base"
2024,"ATF",1695908.45392528,618077.762599959,0,"ssp585","F0","WGOA","Rpath","base"
2025,"POL",3074153.15538112,1838220.20411569,0,"ssp585","F0","WGOA","Rpath","base"
2025,"COD",349557.294203822,89897.2726423083,0,"ssp585","F0","WGOA","Rpath","base"
2025,"ATF",1711825.09020331,630038.510235919,0,"ssp585","F0","WGOA","Rpath","base"
2026,"POL",3095417.61690182,1851207.73398021,0,"ssp585","F0","WGOA","Rpath","base"
2026,"COD",376182.636228142,94905.285984709,0,"ssp585","F0","WGOA","Rpath","base"
2026,"ATF",1723144.78315966,639591.009911821,0,"ssp585","F0","WGOA","Rpath","base"
2027,"POL",3117149.04916864,1864415.96937729,0,"ssp585","F0","WGOA","Rpath","base"
2027,"COD",399225.707369371,101275.620081631,0,"ssp585","F0","WGOA","Rpath","base"
2027,"ATF",1731868.43427218,646779.93529327,0,"ssp585","F0","WGOA","Rpath","base"
2028,"POL",3126765.72557148,1870624.62201442,0,"ssp585","F0","WGOA","Rpath","base"
2028,"COD",419014.26901906,108067.077362983,0,"ssp585","F0","WGOA","Rpath","base"
2028,"ATF",1738662.71485451,651965.440813434,0,"ssp585","F0","WGOA","Rpath","base"
2029,"POL",3132908.92376866,1874163.43781477,0,"ssp585","F0","WGOA","Rpath","base"
2029,"COD",435940.271336524,114130.737631678,0,"ssp585","F0","WGOA","Rpath","base"
2029,"ATF",1742524.29731629,654450.494329382,0,"ssp585","F0","WGOA","Rpath","base"
2030,"POL",3139930.29238359,1879461.21939121,0,"ssp585","F0","WGOA","Rpath","base"
2030,"COD",450596.172994846,119191.999224451,0,"ssp585","F0","WGOA","Rpath","base"
2030,"ATF",1746163.70546873,655718.380417708,0,"ssp585","F0","WGOA","Rpath","base"
2031,"POL",3140714.7758052,1880503.1325538,0,"ssp585","F0","WGOA","Rpath","base"
2031,"COD",463242.265839636,123114.920063274,0,"ssp585","F0","WGOA","Rpath","base"
2031,"ATF",1748380.81668115,655338.971753875,0,"ssp585","F0","WGOA","Rpath","base"
2032,"POL",3141421.66586218,1881234.06510014,0,"ssp585","F0","WGOA","Rpath","base"
2032,"COD",474384.266529775,125805.93757237,0,"ssp585","F0","WGOA","Rpath","base"
2032,"ATF",1749608.40532812,653876.251535413,0,"ssp585","F0","WGOA","Rpath","base"
2033,"POL",3147906.22199879,1887190.33335592,0,"ssp585","F0","WGOA","Rpath","base"
2033,"COD",484538.068170961,127523.166786216,0,"ssp585","F0","WGOA","Rpath","base"
2033,"ATF",1752934.62900461,653693.61265723,0,"ssp585","F0","WGOA","Rpath","base"
2034,"POL",3157444.3524046,1895742.49609654,0,"ssp585","F0","WGOA","Rpath","base"
2034,"COD",493889.627207886,128593.869736181,0,"ssp585","F0","WGOA","Rpath","base"
2034,"ATF",1758239.55090885,655207.778817709,0,"ssp585","F0","WGOA","Rpath","base"
2035,"POL",3165545.58227512,1903086.7007636,0,"ssp585","F0","WGOA","Rpath","base"
2035,"COD",502444.779453451,129343.022154602,0,"ssp585","F0","WGOA","Rpath","base"
2035,"ATF",1764460.81297846,658128.299807217,0,"ssp585","F0","WGOA","Rpath","base"
2036,"POL",3163280.04472986,1901574.39035718,0,"ssp585","F0","WGOA","Rpath","base"
2036,"COD",509997.240012302,129917.726896827,0,"ssp585","F0","WGOA","Rpath","base"
2036,"ATF",1767836.76888291,660255.075694411,0,"ssp585","F0","WGOA","Rpath","base"
2037,"POL",3159583.42102306,1897423.11870239,0,"ssp585","F0","WGOA","Rpath","base"
2037,"COD",516663.925035086,130409.44458057,0,"ssp585","F0","WGOA","Rpath","base"
2037,"ATF",1767140.53041492,660373.97877501,0,"ssp585","F0","WGOA","Rpath","base"
2038,"POL",3163009.71275528,1898386.04013535,0,"ssp585","F0","WGOA","Rpath","base"
2038,"COD",522906.102081439,130911.331295671,0,"ssp585","F0","WGOA","Rpath","base"
2038,"ATF",1765248.37981286,659655.645077436,0,"ssp585","F0","WGOA","Rpath","base"
2039,"POL",3174502.89912956,1907057.15190553,0,"ssp585","F0","WGOA","Rpath","base"
2039,"COD",529039.645568005,131541.884046194,0,"ssp585","F0","WGOA","Rpath","base"
2039,"ATF",1766786.35160757,660757.22331093,0,"ssp585","F0","WGOA","Rpath","base"
2040,"POL",3181104.61076055,1911979.16621248,0,"ssp585","F0","WGOA","Rpath","base"
2040,"COD",534781.691343424,132039.118051163,0,"ssp585","F0","WGOA","Rpath","base"
2040,"ATF",1768906.16162698,662158.279602562,0,"ssp585","F0","WGOA","Rpath","base"
2041,"POL",3192937.37615815,1920054.9806337,0,"ssp585","F0","WGOA","Rpath","base"
2041,"COD",540268.641322271,132423.027053293,0,"ssp585","F0","WGOA","Rpath","base"
2041,"ATF",1771747.09226154,663830.465118643,0,"ssp585","F0","WGOA","Rpath","base"
2042,"POL",3199741.69026288,1924000.07812019,0,"ssp585","F0","WGOA","Rpath","base"
2042,"COD",545348.006065423,132620.305661388,0,"ssp585","F0","WGOA","Rpath","base"
2042,"ATF",1773594.75084911,664944.336508718,0,"ssp585","F0","WGOA","Rpath","base"
2043,"POL",3204263.21324951,1925465.13783878,0,"ssp585","F0","WGOA","Rpath","base"
2043,"COD",550037.70144169,132664.631823678,0,"ssp585","F0","WGOA","Rpath","base"
2043,"ATF",1773662.69652782,664982.29794589,0,"ssp585","F0","WGOA","Rpath","base"
2044,"POL",3211689.41936347,1928905.57234159,0,"ssp585","F0","WGOA","Rpath","base"
2044,"COD",554527.14950078,132628.907012617,0,"ssp585","F0","WGOA","Rpath","base"
2044,"ATF",1773046.32673809,664538.734524062,0,"ssp585","F0","WGOA","Rpath","base"
2045,"POL",3226579.5085967,1938539.63488953,0,"ssp585","F0","WGOA","Rpath","base"
2045,"COD",559043.266707833,132588.021533947,0,"ssp585","F0","WGOA","Rpath","base"
2045,"ATF",1774105.02001314,664902.386192144,0,"ssp585","F0","WGOA","Rpath","base"
2046,"POL",3246373.80343609,1953059.66640017,0,"ssp585","F0","WGOA","Rpath","base"
2046,"COD",563660.036287742,132652.138031984,0,"ssp585","F0","WGOA","Rpath","base"
2046,"ATF",1779110.47788649,667539.225665819,0,"ssp585","F0","WGOA","Rpath","base"
2047,"POL",3260885.81729162,1963510.84168496,0,"ssp585","F0","WGOA","Rpath","base"
2047,"COD",568035.101612114,132758.716891806,0,"ssp585","F0","WGOA","Rpath","base"
2047,"ATF",1785402.51790286,671229.894339016,0,"ssp585","F0","WGOA","Rpath","base"
2048,"POL",3268510.39981765,1967852.08785483,0,"ssp585","F0","WGOA","Rpath","base"
2048,"COD",571946.79530646,132853.884869432,0,"ssp585","F0","WGOA","Rpath","base"
2048,"ATF",1789906.82579782,674117.138675456,0,"ssp585","F0","WGOA","Rpath","base"
2049,"POL",3269796.11444261,1966292.65737221,0,"ssp585","F0","WGOA","Rpath","base"
2049,"COD",575292.198688105,132927.725934493,0,"ssp585","F0","WGOA","Rpath","base"
2049,"ATF",1790317.91880075,674632.835404781,0,"ssp585","F0","WGOA","Rpath","base"
2050,"POL",3280553.42029324,1971985.41379056,0,"ssp585","F0","WGOA","Rpath","base"
2050,"COD",578595.866973643,133023.019519532,0,"ssp585","F0","WGOA","Rpath","base"
2050,"ATF",1790290.52303709,674430.642354913,0,"ssp585","F0","WGOA","Rpath","base"
2051,"POL",3294486.17818189,1981599.52813689,0,"ssp585","F0","WGOA","Rpath","base"
2051,"COD",581986.139564058,133174.222010636,0,"ssp585","F0","WGOA","Rpath","base"
2051,"ATF",1792545.96563914,675259.130903848,0,"ssp585","F0","WGOA","Rpath","base"
2052,"POL",3305631.36916375,1989238.77697829,0,"ssp585","F0","WGOA","Rpath","base"
2052,"COD",585236.02931897,133248.85957011,0,"ssp585","F0","WGOA","Rpath","base"
2052,"ATF",1795595.08825484,676376.450785332,0,"ssp585","F0","WGOA","Rpath","base"
2053,"POL",3311974.01835557,1992585.69055577,0,"ssp585","F0","WGOA","Rpath","base"
2053,"COD",588182.72350925,133190.447904997,0,"ssp585","F0","WGOA","Rpath","base"
2053,"ATF",1797531.84310909,676761.271621088,0,"ssp585","F0","WGOA","Rpath","base"
2054,"POL",3319467.23948593,1996233.17376264,0,"ssp585","F0","WGOA","Rpath","base"
2054,"COD",590961.110167743,133044.168820591,0,"ssp585","F0","WGOA","Rpath","base"
2054,"ATF",1798440.10629471,676427.207711802,0,"ssp585","F0","WGOA","Rpath","base"
2055,"POL",3329024.27281048,2002379.00619653,0,"ssp585","F0","WGOA","Rpath","base"
2055,"COD",593694.951390938,132964.141240119,0,"ssp585","F0","WGOA","Rpath","base"
2055,"ATF",1800423.26350131,676848.829923751,0,"ssp585","F0","WGOA","Rpath","base"
2056,"POL",3340918.13234358,2010001.91170697,0,"ssp585","F0","WGOA","Rpath","base"
2056,"COD",596350.874579648,132957.702402406,0,"ssp585","F0","WGOA","Rpath","base"
2056,"ATF",1802699.40873588,677645.614177271,0,"ssp585","F0","WGOA","Rpath","base"
2057,"POL",3349187.30451091,2015523.76197362,0,"ssp585","F0","WGOA","Rpath","base"
2057,"COD",598845.512323762,133044.095003917,0,"ssp585","F0","WGOA","Rpath","base"
2057,"ATF",1805598.29036531,679094.531199286,0,"ssp585","F0","WGOA","Rpath","base"
2058,"POL",3357363.38959767,2020122.63219128,0,"ssp585","F0","WGOA","Rpath","base"
2058,"COD",601101.253862077,133139.195126444,0,"ssp585","F0","WGOA","Rpath","base"
2058,"ATF",1807455.65940919,680058.181343283,0,"ssp585","F0","WGOA","Rpath","base"
2059,"POL",3360883.20092413,2021339.68892201,0,"ssp585","F0","WGOA","Rpath","base"
2059,"COD",603083.648175615,133240.057781904,0,"ssp585","F0","WGOA","Rpath","base"
2059,"ATF",1808145.64389597,680398.57080179,0,"ssp585","F0","WGOA","Rpath","base"
2060,"POL",3372528.17448229,2029075.71404522,0,"ssp585","F0","WGOA","Rpath","base"
2060,"COD",605122.019254038,133415.900792664,0,"ssp585","F0","WGOA","Rpath","base"
2060,"ATF",1810420.68561439,681560.472171987,0,"ssp585","F0","WGOA","Rpath","base"
2061,"POL",3370553.19196841,2026301.9000833,0,"ssp585","F0","WGOA","Rpath","base"
2061,"COD",606675.111972272,133537.965276006,0,"ssp585","F0","WGOA","Rpath","base"
2061,"ATF",1810021.30466203,681348.675988768,0,"ssp585","F0","WGOA","Rpath","base"
2062,"POL",3381331.93263986,2033008.44151587,0,"ssp585","F0","WGOA","Rpath","base"
2062,"COD",608358.550493174,133639.196304905,0,"ssp585","F0","WGOA","Rpath","base"
2062,"ATF",1810705.83338051,681360.588524389,0,"ssp585","F0","WGOA","Rpath","base"
2063,"POL",3393345.58560451,2042373.97452182,0,"ssp585","F0","WGOA","Rpath","base"
2063,"COD",610244.388125471,133850.086216871,0,"ssp585","F0","WGOA","Rpath","base"
2063,"ATF",1815234.26048563,683678.56930548,0,"ssp585","F0","WGOA","Rpath","base"
2064,"POL",3395178.53825164,2043597.84169116,0,"ssp585","F0","WGOA","Rpath","base"
2064,"COD",611756.299710823,133983.386275829,0,"ssp585","F0","WGOA","Rpath","base"
2064,"ATF",1818316.05941636,685426.727770873,0,"ssp585","F0","WGOA","Rpath","base"
2065,"POL",3392319.50912976,2039248.87749294,0,"ssp585","F0","WGOA","Rpath","base"
2065,"COD",612794.533968122,133957.617617268,0,"ssp585","F0","WGOA","Rpath","base"
2065,"ATF",1816802.25116756,684460.617975566,0,"ssp585","F0","WGOA","Rpath","base"
2066,"POL",3398755.47200885,2042633.54392167,0,"ssp585","F0","WGOA","Rpath","base"
2066,"COD",613962.071981562,133949.055004505,0,"ssp585","F0","WGOA","Rpath","base"
2066,"ATF",1815843.43837926,683509.955774098,0,"ssp585","F0","WGOA","Rpath","base"
2067,"POL",3400032.63207745,2042668.14850523,0,"ssp585","F0","WGOA","Rpath","base"
2067,"COD",615008.481652955,133918.154926694,0,"ssp585","F0","WGOA","Rpath","base"
2067,"ATF",1814461.94868761,682262.969833101,0,"ssp585","F0","WGOA","Rpath","base"
2068,"POL",3405473.48125629,2045800.91822036,0,"ssp585","F0","WGOA","Rpath","base"
2068,"COD",616100.136649678,133877.872426736,0,"ssp585","F0","WGOA","Rpath","base"
2068,"ATF",1813753.13446381,681281.215823841,0,"ssp585","F0","WGOA","Rpath","base"
2069,"POL",3415495.57868391,2053463.71690893,0,"ssp585","F0","WGOA","Rpath","base"
2069,"COD",617382.470281608,133936.516320105,0,"ssp585","F0","WGOA","Rpath","base"
2069,"ATF",1816288.28378775,682299.571062002,0,"ssp585","F0","WGOA","Rpath","base"
2070,"POL",3414743.89556866,2052396.62523413,0,"ssp585","F0","WGOA","Rpath","base"
2070,"COD",618375.075389451,133949.617542024,0,"ssp585","F0","WGOA","Rpath","base"
2070,"ATF",1817623.79481548,682931.925403655,0,"ssp585","F0","WGOA","Rpath","base"
2071,"POL",3421294.24696927,2056842.45692837,0,"ssp585","F0","WGOA","Rpath","base"
2071,"COD",619417.936223369,134048.045470541,0,"ssp585","F0","WGOA","Rpath","base"
2071,"ATF",1819906.91879122,684321.001834372,0,"ssp585","F0","WGOA","Rpath","base"
2072,"POL",3427842.99088461,2061758.48754234,0,"ssp585","F0","WGOA","Rpath","base"
2072,"COD",620463.77620384,134262.270629059,0,"ssp585","F0","WGOA","Rpath","base"
2072,"ATF",1822828.93969848,686423.719878784,0,"ssp585","F0","WGOA","Rpath","base"
2073,"POL",3424213.07523748,2058083.32808605,0,"ssp585","F0","WGOA","Rpath","base"
2073,"COD",621113.165426371,134396.133028932,0,"ssp585","F0","WGOA","Rpath","base"
2073,"ATF",1822515.19820473,686804.046001016,0,"ssp585","F0","WGOA","Rpath","base"
2074,"POL",3425436.61285051,2057633.22072498,0,"ssp585","F0","WGOA","Rpath","base"
2074,"COD",621750.124017115,134463.080452151,0,"ssp585","F0","WGOA","Rpath","base"
2074,"ATF",1821212.6685271,686300.028677279,0,"ssp585","F0","WGOA","Rpath","base"
2075,"POL",3428666.32841975,2059419.23831313,0,"ssp585","F0","WGOA","Rpath","base"
2075,"COD",622489.892946523,134499.337262224,0,"ssp585","F0","WGOA","Rpath","base"
2075,"ATF",1820523.73276941,685878.28938137,0,"ssp585","F0","WGOA","Rpath","base"
2076,"POL",3439783.30265174,2068168.07489869,0,"ssp585","F0","WGOA","Rpath","base"
2076,"COD",623524.722184464,134536.512044727,0,"ssp585","F0","WGOA","Rpath","base"
2076,"ATF",1822983.12753912,686999.408212208,0,"ssp585","F0","WGOA","Rpath","base"
2077,"POL",3441147.40316243,2069258.45198616,0,"ssp585","F0","WGOA","Rpath","base"
2077,"COD",624341.22510153,134522.106787895,0,"ssp585","F0","WGOA","Rpath","base"
2077,"ATF",1824959.1573937,687998.911519175,0,"ssp585","F0","WGOA","Rpath","base"
2078,"POL",3439027.5607939,2066484.72332826,0,"ssp585","F0","WGOA","Rpath","base"
2078,"COD",624880.959524565,134400.370824669,0,"ssp585","F0","WGOA","Rpath","base"
2078,"ATF",1824524.93575366,687525.843457786,0,"ssp585","F0","WGOA","Rpath","base"
2079,"POL",3440743.52342998,2066819.97422874,0,"ssp585","F0","WGOA","Rpath","base"
2079,"COD",625408.999439367,134318.294634402,0,"ssp585","F0","WGOA","Rpath","base"
2079,"ATF",1823979.58928396,686912.635876009,0,"ssp585","F0","WGOA","Rpath","base"
2080,"POL",3441950.75697831,2066918.03090063,0,"ssp585","F0","WGOA","Rpath","base"
2080,"COD",625875.936618217,134299.697484011,0,"ssp585","F0","WGOA","Rpath","base"
2080,"ATF",1822862.45306298,686007.651821148,0,"ssp585","F0","WGOA","Rpath","base"
2081,"POL",3445223.08904246,2069316.70043,0,"ssp585","F0","WGOA","Rpath","base"
2081,"COD",626397.069357719,134382.130868373,0,"ssp585","F0","WGOA","Rpath","base"
2081,"ATF",1822848.37185816,685788.12596803,0,"ssp585","F0","WGOA","Rpath","base"
2082,"POL",3444856.73665298,2068592.49722306,0,"ssp585","F0","WGOA","Rpath","base"
2082,"COD",626775.148571357,134482.533660176,0,"ssp585","F0","WGOA","Rpath","base"
2082,"ATF",1822354.12925893,685421.317896086,0,"ssp585","F0","WGOA","Rpath","base"
2083,"POL",3447672.304851,2070219.16638269,0,"ssp585","F0","WGOA","Rpath","base"
2083,"COD",627190.24709055,134596.394808457,0,"ssp585","F0","WGOA","Rpath","base"
2083,"ATF",1822327.55517516,685326.664920139,0,"ssp585","F0","WGOA","Rpath","base"
2084,"POL",3454470.08568917,2075817.09834988,0,"ssp585","F0","WGOA","Rpath","base"
2084,"COD",627743.940172139,134802.83477368,0,"ssp585","F0","WGOA","Rpath","base"
2084,"ATF",1824664.58264616,686802.096311717,0,"ssp585","F0","WGOA","Rpath","base"
2085,"POL",3454349.94535757,2075726.3539647,0,"ssp585","F0","WGOA","Rpath","base"
2085,"COD",628115.143293419,134984.605511679,0,"ssp585","F0","WGOA","Rpath","base"
2085,"ATF",1826275.64568108,688155.523189134,0,"ssp585","F0","WGOA","Rpath","base"
2086,"POL",3449441.59323417,2071213.82993569,0,"ssp585","F0","WGOA","Rpath","base"
2086,"COD",628245.889271123,135085.140295095,0,"ssp585","F0","WGOA","Rpath","base"
2086,"ATF",1825671.58398784,688334.130089579,0,"ssp585","F0","WGOA","Rpath","base"
2087,"POL",3448936.19006123,2069521.07106391,0,"ssp585","F0","WGOA","Rpath","base"
2087,"COD",628301.167425337,135120.196985879,0,"ssp585","F0","WGOA","Rpath","base"
2087,"ATF",1823177.26858827,687237.708735699,0,"ssp585","F0","WGOA","Rpath","base"
2088,"POL",3453055.06697977,2072094.78109337,0,"ssp585","F0","WGOA","Rpath","base"
2088,"COD",628551.123222367,135120.998611986,0,"ssp585","F0","WGOA","Rpath","base"
2088,"ATF",1821458.61657793,686243.848774558,0,"ssp585","F0","WGOA","Rpath","base"
2089,"POL",3451679.89919247,2070878.69257748,0,"ssp585","F0","WGOA","Rpath","base"
2089,"COD",628811.710341483,135066.376392802,0,"ssp585","F0","WGOA","Rpath","base"
2089,"ATF",1820215.06088133,685451.621383865,0,"ssp585","F0","WGOA","Rpath","base"
2090,"POL",3454978.5412263,2073208.78377489,0,"ssp585","F0","WGOA","Rpath","base"
2090,"COD",629219.478183108,134988.316501147,0,"ssp585","F0","WGOA","Rpath","base"
2090,"ATF",1820461.98889974,685429.612694349,0,"ssp585","F0","WGOA","Rpath","base"
2091,"POL",3451943.39667214,2069987.3557227,0,"ssp585","F0","WGOA","Rpath","base"
2091,"COD",629407.400362598,134855.343944062,0,"ssp585","F0","WGOA","Rpath","base"
2091,"ATF",1818670.55815293,684369.137063902,0,"ssp585","F0","WGOA","Rpath","base"
2092,"POL",3451500.99762369,2068480.05767152,0,"ssp585","F0","WGOA","Rpath","base"
2092,"COD",629574.647910747,134715.799615356,0,"ssp585","F0","WGOA","Rpath","base"
2092,"ATF",1815678.09933551,682554.42875966,0,"ssp585","F0","WGOA","Rpath","base"
2093,"POL",3455586.15018824,2071181.42795288,0,"ssp585","F0","WGOA","Rpath","base"
2093,"COD",629961.246198356,134709.389744997,0,"ssp585","F0","WGOA","Rpath","base"
2093,"ATF",1814685.32048592,681973.705848945,0,"ssp585","F0","WGOA","Rpath","base"
2094,"POL",3458977.18498731,2073928.58199906,0,"ssp585","F0","WGOA","Rpath","base"
2094,"COD",630431.220327362,134829.62302652,0,"ssp585","F0","WGOA","Rpath","base"
2094,"ATF",1815598.99785205,682821.647920381,0,"ssp585","F0","WGOA","Rpath","base"
2095,"POL",3467783.46092041,2081222.63013326,0,"ssp585","F0","WGOA","Rpath","base"
2095,"COD",631089.207981191,135076.251823756,0,"ssp585","F0","WGOA","Rpath","base"
2095,"ATF",1819381.6103574,685609.100637896,0,"ssp585","F0","WGOA","Rpath","base"
2096,"POL",3466569.1223245,2080389.62326113,0,"ssp585","F0","WGOA","Rpath","base"
2096,"COD",631473.924946166,135339.926288386,0,"ssp585","F0","WGOA","Rpath","base"
2096,"ATF",1821804.01183304,688027.748313577,0,"ssp585","F0","WGOA","Rpath","base"
2097,"POL",3479542.00179774,2090317.21377943,0,"ssp585","F0","WGOA","Rpath","base"
2097,"COD",632085.604722596,135665.941880916,0,"ssp585","F0","WGOA","Rpath","base"
2097,"ATF",1826224.02025677,691460.132272726,0,"ssp585","F0","WGOA","Rpath","base"
2098,"POL",3478092.86536327,2090051.3220377,0,"ssp585","F0","WGOA","Rpath","base"
2098,"COD",632510.972086681,135994.043028765,0,"ssp585","F0","WGOA","Rpath","base"
2098,"ATF",1830134.94713124,694812.724969466,0,"ssp585","F0","WGOA","Rpath","base"
2099,"POL",3461977.28175801,2074963.31717548,0,"ssp585","F0","WGOA","Rpath","base"
2099,"COD",632048.261293287,135947.429306476,0,"ssp585","F0","WGOA","Rpath","base"
2099,"ATF",1824442.30052973,692232.300374861,0,"ssp585","F0","WGOA","Rpath","base"
1991,"POL",2884927.16511783,1690895.40603404,87828.010002781,"persistence","Fmean","WGOA","Rpath","base"
1991,"COD",399280.293878193,93224.2373585632,64466.829990571,"persistence","Fmean","WGOA","Rpath","base"
