Group,Year,Value,Scale,Stdev,CV
yf_sole,1990,83970,1.88E-06,8397,0.1
yf_sole,1991,117303.48,1.88E-06,11730.348,0.1
yf_sole,1992,145381.93,1.88E-06,14538.193,0.1
yf_sole,1993,105809.96,1.88E-06,10580.996,0.1
yf_sole,1994,140049.55,1.88E-06,14004.955,0.1
yf_sole,1995,124746.36,1.88E-06,12474.636,0.1
yf_sole,1996,129659.18,1.88E-06,12965.918,0.1
yf_sole,1997,182812.78,1.88E-06,18281.278,0.1
yf_sole,1998,101150.44,1.88E-06,10115.044,0.1
yf_sole,1999,69221.1,1.88E-06,6922.11,0.1
yf_sole,2000,84057.85,1.88E-06,8405.785,0.1
yf_sole,2001,63563.77,1.88E-06,6356.377,0.1
yf_sole,2002,74957.21,1.88E-06,7495.721,0.1
yf_sole,2003,79805.905,1.88E-06,7980.5905,0.1
yf_sole,2004,75502.068,1.88E-06,7550.2068,0.1
yf_sole,2005,94382.853,1.88E-06,9438.2853,0.1
yf_sole,2006,99155.992,1.88E-06,9915.5992,0.1
yf_sole,2007,120962.045,1.88E-06,12096.2045,0.1
yf_sole,2008,148893.261,1.88E-06,14889.3261,0.1
yf_sole,2009,107512.084,1.88E-06,10751.2084,0.1
yf_sole,2010,118623.8064,1.88E-06,11862.38064,0.1
yf_sole,2011,151154.7791,1.88E-06,15115.47791,0.1
yf_sole,2012,147185.8479,1.88E-06,14718.58479,0.1
yf_sole,2013,164942.6078,1.88E-06,16494.26078,0.1
yf_sole,2014,156771.8998,1.88E-06,15677.18998,0.1
yf_sole,2015,126936.9447,1.88E-06,12693.69447,0.1
yf_sole,2016,135323.4568,1.88E-06,13532.34568,0.1
yf_sole,2017,132218.8476,1.88E-06,13221.88476,0.1
yf_sole,2018,131490.1681,1.88E-06,13149.01681,0.1
yf_sole,2019,129061.7345,1.88E-06,12906.17345,0.1
yf_sole,2020,133787.7089,1.88E-06,13378.77089,0.1
yf_sole,2021,108734.2366,1.88E-06,10873.42366,0.1
yf_sole,2022,154244.5044,1.88E-06,15424.45044,0.1
yf_sole,2023,112887.9216,1.88E-06,11288.79216,0.1
yf_sole,2024,91193.5229,1.88E-06,9119.35229,0.1
