Group,Year,Value,Scale,Stdev,CV
sharks,2023,306.1491427,1.88E-06,30.61491427,0.1
sharks,2024,150.9560808,1.88E-06,15.09560808,0.1
shortraker_rock,1971,NA,1.88E-06,NA,NA
shortraker_rock,1972,NA,1.88E-06,NA,NA
shortraker_rock,1973,NA,1.88E-06,NA,NA
shortraker_rock,1974,NA,1.88E-06,NA,NA
shortraker_rock,1975,NA,1.88E-06,NA,NA
shortraker_rock,1976,NA,1.88E-06,NA,NA
shortraker_rock,1977,NA,1.88E-06,NA,NA
shortraker_rock,1978,1069,1.88E-06,106.9,0.1
shortraker_rock,1979,279,1.88E-06,27.9,0.1
shortraker_rock,1980,649,1.88E-06,64.9,0.1
shortraker_rock,1981,441,1.88E-06,44.1,0.1
shortraker_rock,1982,242,1.88E-06,24.2,0.1
shortraker_rock,1983,145,1.88E-06,14.5,0.1
shortraker_rock,1984,54,1.88E-06,5.4,0.1
shortraker_rock,1985,19,1.88E-06,1.9,0.1
shortraker_rock,1986,18,1.88E-06,1.8,0.1
shortraker_rock,1987,28,1.88E-06,2.8,0.1
shortraker_rock,1988,31,1.88E-06,3.1,0.1
shortraker_rock,1989,58,1.88E-06,5.8,0.1
shortraker_rock,1990,116,1.88E-06,11.6,0.1
shortraker_rock,1991,205,1.88E-06,20.5,0.1
shortraker_rock,1992,79,1.88E-06,7.9,0.1
shortraker_rock,1993,221,1.88E-06,22.1,0.1
shortraker_rock,1994,46,1.88E-06,4.6,0.1
shortraker_rock,1995,49,1.88E-06,4.9,0.1
shortraker_rock,1996,87,1.88E-06,8.7,0.1
shortraker_rock,1997,36,1.88E-06,3.6,0.1
shortraker_rock,1998,52,1.88E-06,5.2,0.1
shortraker_rock,1999,66,1.88E-06,6.6,0.1
shortraker_rock,2000,130,1.88E-06,13,0.1
shortraker_rock,2001,57,1.88E-06,5.7,0.1
shortraker_rock,2002,93,1.88E-06,9.3,0.1
shortraker_rock,2003,105,1.88E-06,10.5,0.1
shortraker_rock,2004,118.234,1.88E-06,11.8234,0.1
shortraker_rock,2005,107.85,1.88E-06,10.785,0.1
shortraker_rock,2006,46.957,1.88E-06,4.6957,0.1
shortraker_rock,2007,113.505,1.88E-06,11.3505,0.1
shortraker_rock,2008,41.231,1.88E-06,4.1231,0.1
shortraker_rock,2009,68.861,1.88E-06,6.8861,0.1
shortraker_rock,2010,160.220117,1.88E-06,16.0220117,0.1
shortraker_rock,2011,112.816733,1.88E-06,11.2816733,0.1
shortraker_rock,2012,123.0925513,1.88E-06,12.30925513,0.1
shortraker_rock,2013,138.1042207,1.88E-06,13.81042207,0.1
shortraker_rock,2014,132.1215601,1.88E-06,13.21215601,0.1
shortraker_rock,2015,113.312592,1.88E-06,11.3312592,0.1
shortraker_rock,2016,60.35096826,1.88E-06,6.035096826,0.1
shortraker_rock,2017,109.3382959,1.88E-06,10.93382959,0.1
shortraker_rock,2018,171.6161841,1.88E-06,17.16161841,0.1
shortraker_rock,2019,309.0745494,1.88E-06,30.90745494,0.1
shortraker_rock,2020,188.2213931,1.88E-06,18.82213931,0.1
shortraker_rock,2021,368.3281754,1.88E-06,36.83281754,0.1
shortraker_rock,2022,197.0453803,1.88E-06,19.70453803,0.1
shortraker_rock,2023,150.3798202,1.88E-06,15.03798202,0.1
shortraker_rock,2024,107.2356338,1.88E-06,10.72356338,0.1
skates,1971,NA,1.88E-06,NA,NA
skates,1972,NA,1.88E-06,NA,NA
skates,1973,NA,1.88E-06,NA,NA
skates,1974,NA,1.88E-06,NA,NA
skates,1975,NA,1.88E-06,NA,NA
skates,1976,NA,1.88E-06,NA,NA
skates,1977,NA,1.88E-06,NA,NA
skates,1978,NA,1.88E-06,NA,NA
skates,1979,NA,1.88E-06,NA,NA
skates,1980,NA,1.88E-06,NA,NA
skates,1981,NA,1.88E-06,NA,NA
skates,1982,NA,1.88E-06,NA,NA
skates,1983,NA,1.88E-06,NA,NA
skates,1984,NA,1.88E-06,NA,NA
skates,1985,NA,1.88E-06,NA,NA
skates,1986,NA,1.88E-06,NA,NA
skates,1987,NA,1.88E-06,NA,NA
skates,1988,NA,1.88E-06,NA,NA
skates,1989,NA,1.88E-06,NA,NA
skates,1990,NA,1.88E-06,NA,NA
skates,1991,NA,1.88E-06,NA,NA
skates,1992,NA,1.88E-06,NA,NA
skates,1993,NA,1.88E-06,NA,NA
skates,1994,NA,1.88E-06,NA,NA
skates,1995,NA,1.88E-06,NA,NA
skates,1996,NA,1.88E-06,NA,NA
skates,1997,16890,1.88E-06,1689,0.1
skates,1998,18189,1.88E-06,1818.9,0.1
skates,1999,13277,1.88E-06,1327.7,0.1
skates,2000,17068,1.88E-06,1706.8,0.1
skates,2001,18061,1.88E-06,1806.1,0.1
skates,2002,20583,1.88E-06,2058.3,0.1
skates,2003,20474,1.88E-06,2047.4,0.1
skates,2004,21445,1.88E-06,2144.5,0.1
skates,2005,22388,1.88E-06,2238.8,0.1
skates,2006,19283,1.88E-06,1928.3,0.1
skates,2007,17612,1.88E-06,1761.2,0.1
skates,2008,20276,1.88E-06,2027.6,0.1
skates,2009,19390,1.88E-06,1939,0.1
skates,2010,16368,1.88E-06,1636.8,0.1
skates,2011,22547.36914,1.88E-06,2254.736914,0.1
skates,2012,23705.63926,1.88E-06,2370.563926,0.1
skates,2013,25940.26604,1.88E-06,2594.026604,0.1
skates,2014,26275.77828,1.88E-06,2627.577828,0.1
skates,2015,26890.23761,1.88E-06,2689.023761,0.1
skates,2016,27970.35177,1.88E-06,2797.035177,0.1
skates,2017,30438.25774,1.88E-06,3043.825774,0.1
skates,2018,29422.5509,1.88E-06,2942.25509,0.1
skates,2019,18881.09543,1.88E-06,1888.109543,0.1
skates,2020,17698.72508,1.88E-06,1769.872508,0.1
skates,2021,18625.55705,1.88E-06,1862.555705,0.1
skates,2022,28095.39111,1.88E-06,2809.539111,0.1
skates,2023,25162.95634,1.88E-06,2516.295634,0.1
skates,2024,26358.69986,1.88E-06,2635.869986,0.1
sm_phytoplankton,1971,NA,1.88E-06,NA,NA
sm_phytoplankton,1972,NA,1.88E-06,NA,NA
sm_phytoplankton,1973,NA,1.88E-06,NA,NA
sm_phytoplankton,1974,NA,1.88E-06,NA,NA
sm_phytoplankton,1975,NA,1.88E-06,NA,NA
sm_phytoplankton,1976,NA,1.88E-06,NA,NA
sm_phytoplankton,1977,NA,1.88E-06,NA,NA
sm_phytoplankton,1978,NA,1.88E-06,NA,NA
sm_phytoplankton,1979,NA,1.88E-06,NA,NA
sm_phytoplankton,1980,NA,1.88E-06,NA,NA
sm_phytoplankton,1981,NA,1.88E-06,NA,NA
sm_phytoplankton,1982,NA,1.88E-06,NA,NA
sm_phytoplankton,1983,NA,1.88E-06,NA,NA
sm_phytoplankton,1984,NA,1.88E-06,NA,NA
sm_phytoplankton,1985,NA,1.88E-06,NA,NA
sm_phytoplankton,1986,NA,1.88E-06,NA,NA
sm_phytoplankton,1987,NA,1.88E-06,NA,NA
sm_phytoplankton,1988,NA,1.88E-06,NA,NA
sm_phytoplankton,1989,NA,1.88E-06,NA,NA
sm_phytoplankton,1990,NA,1.88E-06,NA,NA
sm_phytoplankton,1991,NA,1.88E-06,NA,NA
sm_phytoplankton,1992,NA,1.88E-06,NA,NA
sm_phytoplankton,1993,NA,1.88E-06,NA,NA
sm_phytoplankton,1994,NA,1.88E-06,NA,NA
sm_phytoplankton,1995,NA,1.88E-06,NA,NA
sm_phytoplankton,1996,NA,1.88E-06,NA,NA
sm_phytoplankton,1997,NA,1.88E-06,NA,NA
sm_phytoplankton,1998,NA,1.88E-06,NA,NA
sm_phytoplankton,1999,NA,1.88E-06,NA,NA
sm_phytoplankton,2000,NA,1.88E-06,NA,NA
sm_phytoplankton,2001,NA,1.88E-06,NA,NA
sm_phytoplankton,2002,NA,1.88E-06,NA,NA
sm_phytoplankton,2003,NA,1.88E-06,NA,NA
sm_phytoplankton,2004,NA,1.88E-06,NA,NA
sm_phytoplankton,2005,NA,1.88E-06,NA,NA
sm_phytoplankton,2006,NA,1.88E-06,NA,NA
sm_phytoplankton,2007,NA,1.88E-06,NA,NA
sm_phytoplankton,2008,NA,1.88E-06,NA,NA
sm_phytoplankton,2009,NA,1.88E-06,NA,NA
sm_phytoplankton,2010,NA,1.88E-06,NA,NA
sm_phytoplankton,2011,NA,1.88E-06,NA,NA
sm_phytoplankton,2012,NA,1.88E-06,NA,NA
sm_phytoplankton,2013,NA,1.88E-06,NA,NA
sm_phytoplankton,2014,NA,1.88E-06,NA,NA
sm_phytoplankton,2015,NA,1.88E-06,NA,NA
sm_phytoplankton,2016,NA,1.88E-06,NA,NA
sm_phytoplankton,2017,NA,1.88E-06,NA,NA
sm_phytoplankton,2018,NA,1.88E-06,NA,NA
sm_phytoplankton,2019,NA,1.88E-06,NA,NA
sm_phytoplankton,2020,NA,1.88E-06,NA,NA
sm_phytoplankton,2021,NA,1.88E-06,NA,NA
sm_phytoplankton,2022,NA,1.88E-06,NA,NA
sm_phytoplankton,2023,NA,1.88E-06,NA,NA
sm_phytoplankton,2024,NA,1.88E-06,NA,NA
snails_sea_stars,1971,NA,1.88E-06,NA,NA
snails_sea_stars,1972,NA,1.88E-06,NA,NA
snails_sea_stars,1973,NA,1.88E-06,NA,NA
snails_sea_stars,1974,NA,1.88E-06,NA,NA
snails_sea_stars,1975,NA,1.88E-06,NA,NA
snails_sea_stars,1976,NA,1.88E-06,NA,NA
snails_sea_stars,1977,NA,1.88E-06,NA,NA
snails_sea_stars,1978,NA,1.88E-06,NA,NA
snails_sea_stars,1979,NA,1.88E-06,NA,NA
snails_sea_stars,1980,NA,1.88E-06,NA,NA
snails_sea_stars,1981,NA,1.88E-06,NA,NA
snails_sea_stars,1982,NA,1.88E-06,NA,NA
snails_sea_stars,1983,NA,1.88E-06,NA,NA
snails_sea_stars,1984,NA,1.88E-06,NA,NA
snails_sea_stars,1985,NA,1.88E-06,NA,NA
snails_sea_stars,1986,NA,1.88E-06,NA,NA
snails_sea_stars,1987,NA,1.88E-06,NA,NA
snails_sea_stars,1988,NA,1.88E-06,NA,NA
snails_sea_stars,1989,NA,1.88E-06,NA,NA
snails_sea_stars,1990,NA,1.88E-06,NA,NA
snails_sea_stars,1991,NA,1.88E-06,NA,NA
snails_sea_stars,1992,NA,1.88E-06,NA,NA
snails_sea_stars,1993,NA,1.88E-06,NA,NA
snails_sea_stars,1994,NA,1.88E-06,NA,NA
snails_sea_stars,1995,NA,1.88E-06,NA,NA
snails_sea_stars,1996,NA,1.88E-06,NA,NA
snails_sea_stars,1997,NA,1.88E-06,NA,NA
snails_sea_stars,1998,NA,1.88E-06,NA,NA
snails_sea_stars,1999,NA,1.88E-06,NA,NA
snails_sea_stars,2000,NA,1.88E-06,NA,NA
snails_sea_stars,2001,NA,1.88E-06,NA,NA
snails_sea_stars,2002,NA,1.88E-06,NA,NA
snails_sea_stars,2003,4031.46808,1.88E-06,403.146808,0.1
snails_sea_stars,2004,3223.9883,1.88E-06,322.39883,0.1
snails_sea_stars,2005,2869.07035,1.88E-06,286.907035,0.1
snails_sea_stars,2006,2836.3826,1.88E-06,283.63826,0.1
snails_sea_stars,2007,2715.03075,1.88E-06,271.503075,0.1
snails_sea_stars,2008,2696.52121,1.88E-06,269.652121,0.1
snails_sea_stars,2009,1053.27172,1.88E-06,105.327172,0.1
snails_sea_stars,2010,1289.89808,1.88E-06,128.989808,0.1
snails_sea_stars,2011,2121.281835,1.88E-06,212.1281835,0.1
snails_sea_stars,2012,2370.877444,1.88E-06,237.0877444,0.1
snails_sea_stars,2013,1922.410436,1.88E-06,192.2410436,0.1
snails_sea_stars,2014,3182.216602,1.88E-06,318.2216602,0.1
snails_sea_stars,2015,3500.285615,1.88E-06,350.0285615,0.1
snails_sea_stars,2016,3399.132675,1.88E-06,339.9132675,0.1
snails_sea_stars,2017,2867.072588,1.88E-06,286.7072588,0.1
snails_sea_stars,2018,2268.911531,1.88E-06,226.8911531,0.1
snails_sea_stars,2019,2688.219099,1.88E-06,268.8219099,0.1
snails_sea_stars,2020,2431.539642,1.88E-06,243.1539642,0.1
snails_sea_stars,2021,2397.188749,1.88E-06,239.7188749,0.1
snails_sea_stars,2022,2254.56942,1.88E-06,225.456942,0.1
snails_sea_stars,2023,1530.955541,1.88E-06,153.0955541,0.1
snails_sea_stars,2024,NA,1.88E-06,NA,NA
squids,1971,NA,1.88E-06,NA,NA
squids,1972,NA,1.88E-06,NA,NA
squids,1973,NA,1.88E-06,NA,NA
squids,1974,NA,1.88E-06,NA,NA
squids,1975,NA,1.88E-06,NA,NA
squids,1976,NA,1.88E-06,NA,NA
squids,1977,NA,1.88E-06,NA,NA
squids,1978,NA,1.88E-06,NA,NA
squids,1979,NA,1.88E-06,NA,NA
squids,1980,NA,1.88E-06,NA,NA
squids,1981,NA,1.88E-06,NA,NA
squids,1982,NA,1.88E-06,NA,NA
squids,1983,NA,1.88E-06,NA,NA
squids,1984,NA,1.88E-06,NA,NA
squids,1985,NA,1.88E-06,NA,NA
squids,1986,NA,1.88E-06,NA,NA
squids,1987,NA,1.88E-06,NA,NA
squids,1988,NA,1.88E-06,NA,NA
squids,1989,NA,1.88E-06,NA,NA
squids,1990,NA,1.88E-06,NA,NA
squids,1991,660.77,1.88E-06,66.077,0.1
squids,1992,855.99,1.88E-06,85.599,0.1
squids,1993,597.72,1.88E-06,59.772,0.1
squids,1994,501.32,1.88E-06,50.132,0.1
squids,1995,364.38,1.88E-06,36.438,0.1
squids,1996,1083.1,1.88E-06,108.31,0.1
squids,1997,1378.29,1.88E-06,137.829,0.1
squids,1998,553.17,1.88E-06,55.317,0.1
squids,1999,432.19,1.88E-06,43.219,0.1
squids,2000,375.58,1.88E-06,37.558,0.1
squids,2001,1760.51,1.88E-06,176.051,0.1
squids,2002,1334.04,1.88E-06,133.404,0.1
squids,2003,808.224,1.88E-06,80.8224,0.1
squids,2004,999.976,1.88E-06,99.9976,0.1
squids,2005,1169.746,1.88E-06,116.9746,0.1
squids,2006,1403.45,1.88E-06,140.345,0.1
squids,2007,1175.479,1.88E-06,117.5479,0.1
squids,2008,1493.769,1.88E-06,149.3769,0.1
squids,2009,268.9,1.88E-06,26.89,0.1
squids,2010,305.2860559,1.88E-06,30.52860559,0.1
squids,2011,237.3742918,1.88E-06,23.73742918,0.1
squids,2012,559.9416202,1.88E-06,55.99416202,0.1
squids,2013,158.136569,1.88E-06,15.8136569,0.1
squids,2014,1568.004689,1.88E-06,156.8004689,0.1
squids,2015,2281.100756,1.88E-06,228.1100756,0.1
squids,2016,1076.443691,1.88E-06,107.6443691,0.1
squids,2017,1733.268161,1.88E-06,173.3268161,0.1
squids,2018,1608.913432,1.88E-06,160.8913432,0.1
squids,2019,4724.369123,1.88E-06,472.4369123,0.1
squids,2020,3604.344879,1.88E-06,360.4344879,0.1
squids,2021,3261.593944,1.88E-06,326.1593944,0.1
squids,2022,3223.02744,1.88E-06,322.302744,0.1
squids,2023,3100.587132,1.88E-06,310.0587132,0.1
squids,2024,NA,1.88E-06,NA,NA
structural_epifauna,1971,NA,1.88E-06,NA,NA
structural_epifauna,1972,NA,1.88E-06,NA,NA
structural_epifauna,1973,NA,1.88E-06,NA,NA
structural_epifauna,1974,NA,1.88E-06,NA,NA
structural_epifauna,1975,NA,1.88E-06,NA,NA
structural_epifauna,1976,NA,1.88E-06,NA,NA
structural_epifauna,1977,NA,1.88E-06,NA,NA
structural_epifauna,1978,NA,1.88E-06,NA,NA
structural_epifauna,1979,NA,1.88E-06,NA,NA
structural_epifauna,1980,NA,1.88E-06,NA,NA
structural_epifauna,1981,NA,1.88E-06,NA,NA
structural_epifauna,1982,NA,1.88E-06,NA,NA
structural_epifauna,1983,NA,1.88E-06,NA,NA
structural_epifauna,1984,NA,1.88E-06,NA,NA
structural_epifauna,1985,NA,1.88E-06,NA,NA
structural_epifauna,1986,NA,1.88E-06,NA,NA
structural_epifauna,1987,NA,1.88E-06,NA,NA
structural_epifauna,1988,NA,1.88E-06,NA,NA
structural_epifauna,1989,NA,1.88E-06,NA,NA
structural_epifauna,1990,NA,1.88E-06,NA,NA
structural_epifauna,1991,NA,1.88E-06,NA,NA
structural_epifauna,1992,NA,1.88E-06,NA,NA
structural_epifauna,1993,NA,1.88E-06,NA,NA
structural_epifauna,1994,NA,1.88E-06,NA,NA
structural_epifauna,1995,NA,1.88E-06,NA,NA
structural_epifauna,1996,NA,1.88E-06,NA,NA
structural_epifauna,1997,NA,1.88E-06,NA,NA
structural_epifauna,1998,NA,1.88E-06,NA,NA
structural_epifauna,1999,NA,1.88E-06,NA,NA
structural_epifauna,2000,NA,1.88E-06,NA,NA
structural_epifauna,2001,NA,1.88E-06,NA,NA
structural_epifauna,2002,NA,1.88E-06,NA,NA
structural_epifauna,2003,2248,1.88E-06,224.8,0.1
structural_epifauna,2004,2205,1.88E-06,220.5,0.1
structural_epifauna,2005,1268,1.88E-06,126.8,0.1
structural_epifauna,2006,866,1.88E-06,86.6,0.1
structural_epifauna,2007,286,1.88E-06,28.6,0.1
structural_epifauna,2008,558,1.88E-06,55.8,0.1
structural_epifauna,2009,570,1.88E-06,57,0.1
structural_epifauna,2010,587,1.88E-06,58.7,0.1
structural_epifauna,2011,542.4562139,1.88E-06,54.24562139,0.1
structural_epifauna,2012,584.5902412,1.88E-06,58.45902412,0.1
structural_epifauna,2013,839.0347292,1.88E-06,83.90347292,0.1
structural_epifauna,2014,801.6044844,1.88E-06,80.16044844,0.1
structural_epifauna,2015,840.1935691,1.88E-06,84.01935691,0.1
structural_epifauna,2016,578.4789295,1.88E-06,57.84789295,0.1
structural_epifauna,2017,617.1295219,1.88E-06,61.71295219,0.1
structural_epifauna,2018,648.8207127,1.88E-06,64.88207127,0.1
structural_epifauna,2019,331.8554468,1.88E-06,33.18554468,0.1
structural_epifauna,2020,255.8764196,1.88E-06,25.58764196,0.1
structural_epifauna,2021,362.5547415,1.88E-06,36.25547415,0.1
structural_epifauna,2022,409.7112161,1.88E-06,40.97112161,0.1
structural_epifauna,2023,350.2579037,1.88E-06,35.02579037,0.1
structural_epifauna,2024,NA,1.88E-06,NA,NA
toothed_whales,1971,NA,1.88E-06,NA,NA
toothed_whales,1972,NA,1.88E-06,NA,NA
toothed_whales,1973,NA,1.88E-06,NA,NA
toothed_whales,1974,NA,1.88E-06,NA,NA
toothed_whales,1975,NA,1.88E-06,NA,NA
toothed_whales,1976,NA,1.88E-06,NA,NA
toothed_whales,1977,NA,1.88E-06,NA,NA
toothed_whales,1978,NA,1.88E-06,NA,NA
toothed_whales,1979,NA,1.88E-06,NA,NA
toothed_whales,1980,NA,1.88E-06,NA,NA
toothed_whales,1981,NA,1.88E-06,NA,NA
toothed_whales,1982,NA,1.88E-06,NA,NA
toothed_whales,1983,NA,1.88E-06,NA,NA
toothed_whales,1984,NA,1.88E-06,NA,NA
toothed_whales,1985,NA,1.88E-06,NA,NA
toothed_whales,1986,NA,1.88E-06,NA,NA
toothed_whales,1987,NA,1.88E-06,NA,NA
toothed_whales,1988,NA,1.88E-06,NA,NA
toothed_whales,1989,NA,1.88E-06,NA,NA
toothed_whales,1990,NA,1.88E-06,NA,NA
toothed_whales,1991,NA,1.88E-06,NA,NA
toothed_whales,1992,NA,1.88E-06,NA,NA
toothed_whales,1993,NA,1.88E-06,NA,NA
toothed_whales,1994,NA,1.88E-06,NA,NA
toothed_whales,1995,NA,1.88E-06,NA,NA
toothed_whales,1996,NA,1.88E-06,NA,NA
toothed_whales,1997,NA,1.88E-06,NA,NA
toothed_whales,1998,NA,1.88E-06,NA,NA
toothed_whales,1999,NA,1.88E-06,NA,NA
toothed_whales,2000,NA,1.88E-06,NA,NA
toothed_whales,2001,NA,1.88E-06,NA,NA
toothed_whales,2002,NA,1.88E-06,NA,NA
toothed_whales,2003,NA,1.88E-06,NA,NA
toothed_whales,2004,NA,1.88E-06,NA,NA
toothed_whales,2005,NA,1.88E-06,NA,NA
toothed_whales,2006,NA,1.88E-06,NA,NA
toothed_whales,2007,NA,1.88E-06,NA,NA
toothed_whales,2008,NA,1.88E-06,NA,NA
toothed_whales,2009,NA,1.88E-06,NA,NA
toothed_whales,2010,NA,1.88E-06,NA,NA
toothed_whales,2011,NA,1.88E-06,NA,NA
toothed_whales,2012,NA,1.88E-06,NA,NA
toothed_whales,2013,NA,1.88E-06,NA,NA
toothed_whales,2014,NA,1.88E-06,NA,NA
toothed_whales,2015,NA,1.88E-06,NA,NA
toothed_whales,2016,NA,1.88E-06,NA,NA
toothed_whales,2017,NA,1.88E-06,NA,NA
toothed_whales,2018,NA,1.88E-06,NA,NA
toothed_whales,2019,NA,1.88E-06,NA,NA
toothed_whales,2020,NA,1.88E-06,NA,NA
toothed_whales,2021,NA,1.88E-06,NA,NA
toothed_whales,2022,NA,1.88E-06,NA,NA
toothed_whales,2023,NA,1.88E-06,NA,NA
toothed_whales,2024,NA,1.88E-06,NA,NA
transient_killers,1971,NA,1.88E-06,NA,NA
transient_killers,1972,NA,1.88E-06,NA,NA
transient_killers,1973,NA,1.88E-06,NA,NA
transient_killers,1974,NA,1.88E-06,NA,NA
transient_killers,1975,NA,1.88E-06,NA,NA
transient_killers,1976,NA,1.88E-06,NA,NA
transient_killers,1977,NA,1.88E-06,NA,NA
transient_killers,1978,NA,1.88E-06,NA,NA
transient_killers,1979,NA,1.88E-06,NA,NA
transient_killers,1980,NA,1.88E-06,NA,NA
transient_killers,1981,NA,1.88E-06,NA,NA
transient_killers,1982,NA,1.88E-06,NA,NA
transient_killers,1983,NA,1.88E-06,NA,NA
transient_killers,1984,NA,1.88E-06,NA,NA
transient_killers,1985,NA,1.88E-06,NA,NA
transient_killers,1986,NA,1.88E-06,NA,NA
transient_killers,1987,NA,1.88E-06,NA,NA
transient_killers,1988,NA,1.88E-06,NA,NA
transient_killers,1989,NA,1.88E-06,NA,NA
transient_killers,1990,NA,1.88E-06,NA,NA
transient_killers,1991,NA,1.88E-06,NA,NA
transient_killers,1992,NA,1.88E-06,NA,NA
transient_killers,1993,NA,1.88E-06,NA,NA
transient_killers,1994,NA,1.88E-06,NA,NA
transient_killers,1995,NA,1.88E-06,NA,NA
transient_killers,1996,NA,1.88E-06,NA,NA
transient_killers,1997,NA,1.88E-06,NA,NA
transient_killers,1998,NA,1.88E-06,NA,NA
transient_killers,1999,NA,1.88E-06,NA,NA
transient_killers,2000,NA,1.88E-06,NA,NA
transient_killers,2001,NA,1.88E-06,NA,NA
transient_killers,2002,NA,1.88E-06,NA,NA
transient_killers,2003,NA,1.88E-06,NA,NA
transient_killers,2004,NA,1.88E-06,NA,NA
transient_killers,2005,NA,1.88E-06,NA,NA
transient_killers,2006,NA,1.88E-06,NA,NA
transient_killers,2007,NA,1.88E-06,NA,NA
transient_killers,2008,NA,1.88E-06,NA,NA
transient_killers,2009,NA,1.88E-06,NA,NA
transient_killers,2010,NA,1.88E-06,NA,NA
transient_killers,2011,NA,1.88E-06,NA,NA
transient_killers,2012,NA,1.88E-06,NA,NA
transient_killers,2013,NA,1.88E-06,NA,NA
transient_killers,2014,NA,1.88E-06,NA,NA
transient_killers,2015,NA,1.88E-06,NA,NA
transient_killers,2016,NA,1.88E-06,NA,NA
transient_killers,2017,NA,1.88E-06,NA,NA
transient_killers,2018,NA,1.88E-06,NA,NA
transient_killers,2019,NA,1.88E-06,NA,NA
transient_killers,2020,NA,1.88E-06,NA,NA
transient_killers,2021,NA,1.88E-06,NA,NA
transient_killers,2022,NA,1.88E-06,NA,NA
transient_killers,2023,NA,1.88E-06,NA,NA
transient_killers,2024,NA,1.88E-06,NA,NA
walrus_bd_seals,1971,NA,1.88E-06,NA,NA
walrus_bd_seals,1972,NA,1.88E-06,NA,NA
walrus_bd_seals,1973,NA,1.88E-06,NA,NA
walrus_bd_seals,1974,NA,1.88E-06,NA,NA
walrus_bd_seals,1975,NA,1.88E-06,NA,NA
walrus_bd_seals,1976,NA,1.88E-06,NA,NA
walrus_bd_seals,1977,NA,1.88E-06,NA,NA
walrus_bd_seals,1978,NA,1.88E-06,NA,NA
walrus_bd_seals,1979,NA,1.88E-06,NA,NA
walrus_bd_seals,1980,NA,1.88E-06,NA,NA
walrus_bd_seals,1981,NA,1.88E-06,NA,NA
walrus_bd_seals,1982,NA,1.88E-06,NA,NA
walrus_bd_seals,1983,NA,1.88E-06,NA,NA
walrus_bd_seals,1984,NA,1.88E-06,NA,NA
walrus_bd_seals,1985,NA,1.88E-06,NA,NA
walrus_bd_seals,1986,NA,1.88E-06,NA,NA
walrus_bd_seals,1987,NA,1.88E-06,NA,NA
walrus_bd_seals,1988,NA,1.88E-06,NA,NA
walrus_bd_seals,1989,NA,1.88E-06,NA,NA
walrus_bd_seals,1990,NA,1.88E-06,NA,NA
walrus_bd_seals,1991,NA,1.88E-06,NA,NA
walrus_bd_seals,1992,NA,1.88E-06,NA,NA
walrus_bd_seals,1993,NA,1.88E-06,NA,NA
walrus_bd_seals,1994,NA,1.88E-06,NA,NA
walrus_bd_seals,1995,NA,1.88E-06,NA,NA
walrus_bd_seals,1996,NA,1.88E-06,NA,NA
walrus_bd_seals,1997,NA,1.88E-06,NA,NA
walrus_bd_seals,1998,NA,1.88E-06,NA,NA
walrus_bd_seals,1999,NA,1.88E-06,NA,NA
walrus_bd_seals,2000,NA,1.88E-06,NA,NA
walrus_bd_seals,2001,NA,1.88E-06,NA,NA
walrus_bd_seals,2002,NA,1.88E-06,NA,NA
walrus_bd_seals,2003,NA,1.88E-06,NA,NA
walrus_bd_seals,2004,NA,1.88E-06,NA,NA
walrus_bd_seals,2005,NA,1.88E-06,NA,NA
walrus_bd_seals,2006,NA,1.88E-06,NA,NA
walrus_bd_seals,2007,NA,1.88E-06,NA,NA
walrus_bd_seals,2008,NA,1.88E-06,NA,NA
walrus_bd_seals,2009,NA,1.88E-06,NA,NA
walrus_bd_seals,2010,NA,1.88E-06,NA,NA
walrus_bd_seals,2011,NA,1.88E-06,NA,NA
walrus_bd_seals,2012,NA,1.88E-06,NA,NA
walrus_bd_seals,2013,NA,1.88E-06,NA,NA
walrus_bd_seals,2014,NA,1.88E-06,NA,NA
walrus_bd_seals,2015,NA,1.88E-06,NA,NA
walrus_bd_seals,2016,NA,1.88E-06,NA,NA
walrus_bd_seals,2017,NA,1.88E-06,NA,NA
walrus_bd_seals,2018,NA,1.88E-06,NA,NA
walrus_bd_seals,2019,NA,1.88E-06,NA,NA
walrus_bd_seals,2020,NA,1.88E-06,NA,NA
walrus_bd_seals,2021,NA,1.88E-06,NA,NA
walrus_bd_seals,2022,NA,1.88E-06,NA,NA
walrus_bd_seals,2023,NA,1.88E-06,NA,NA
walrus_bd_seals,2024,NA,1.88E-06,NA,NA
yf_sole,1971,160399,1.88E-06,16039.9,0.1
yf_sole,1972,47856,1.88E-06,4785.6,0.1
yf_sole,1973,78240,1.88E-06,7824,0.1
yf_sole,1974,42235,1.88E-06,4223.5,0.1
yf_sole,1975,64690,1.88E-06,6469,0.1
yf_sole,1976,56221,1.88E-06,5622.1,0.1
yf_sole,1977,58373,1.88E-06,5837.3,0.1
yf_sole,1978,138433,1.88E-06,13843.3,0.1
yf_sole,1979,99019,1.88E-06,9901.9,0.1
yf_sole,1980,87391,1.88E-06,8739.1,0.1
yf_sole,1981,97301,1.88E-06,9730.1,0.1
yf_sole,1982,95712,1.88E-06,9571.2,0.1
yf_sole,1983,108385,1.88E-06,10838.5,0.1
yf_sole,1984,159526,1.88E-06,15952.6,0.1
yf_sole,1985,227107,1.88E-06,22710.7,0.1
yf_sole,1986,208597,1.88E-06,20859.7,0.1
yf_sole,1987,181428,1.88E-06,18142.8,0.1
yf_sole,1988,223156,1.88E-06,22315.6,0.1
yf_sole,1989,153165,1.88E-06,15316.5,0.1
