"varname","basin","season","month","year","simulation","MN_VAL","sim_type","MNVAL_HIND","prod_anom"
"prod_PhS_integrated","SEBS","Spring","5.0",1997,"Hindcast2022","171.47563179448056","hind","176.2370011009739",0.972983146122843
"prod_PhS_integrated","SEBS","Spring","6.0",1997,"Hindcast2022","214.9195012473012","hind","234.05669357605393",0.918236936374843
"prod_PhS_integrated","SEBS","Summer","7.0",1997,"Hindcast2022","287.69608015117876","hind","269.90140550110095",1.06593027782512
"prod_PhS_integrated","SEBS","Summer","8.0",1997,"Hindcast2022","220.70699162617697","hind","238.79889598553197",0.924237906190106
"prod_PhS_integrated","SEBS","Summer","9.0",1997,"Hindcast2022","84.88034317697367","hind","134.92333089841634",0.629100561124451
"prod_PhS_integrated","SEBS","Fall","10.0",1997,"Hindcast2022","35.14810132411157","hind","57.646547145107675",0.609717373629281
"prod_PhS_integrated","SEBS","Fall","11.0",1997,"Hindcast2022","4.958385995858945","hind","11.563995391779976",0.428777929069698
"prod_PhS_integrated","SEBS","Fall","12.0",1997,"Hindcast2022","1.2023464974995184","hind","1.082032473954049",1.11119261800508
"prod_PhS_integrated","SEBS","Winter","1.0",1998,"Hindcast2022","0.33338176627625615","hind","0.4398532365621742",0.757938645357977
"prod_PhS_integrated","SEBS","Winter","2.0",1998,"Hindcast2022","0.8558856031934761","hind","1.4028895827936374",0.61008764602066
"prod_PhS_integrated","SEBS","Winter","3.0",1998,"Hindcast2022","4.2926094611285","hind","6.735328684315154",0.637327391479035
"prod_PhS_integrated","SEBS","Spring","4.0",1998,"Hindcast2022","26.735624575080237","hind","40.30036561838625",0.663408983140407
"prod_PhS_integrated","SEBS","Spring","5.0",1998,"Hindcast2022","179.20398169158878","hind","176.2370011009739",1.01683517406719
"prod_PhS_integrated","SEBS","Spring","6.0",1998,"Hindcast2022","226.4210980630848","hind","234.05669357605393",0.967377153815565
"prod_PhS_integrated","SEBS","Summer","7.0",1998,"Hindcast2022","319.91996242107206","hind","269.90140550110095",1.18532158744081
"prod_PhS_integrated","SEBS","Summer","8.0",1998,"Hindcast2022","313.55716437791204","hind","238.79889598553197",1.3130595226743
"prod_PhS_integrated","SEBS","Summer","9.0",1998,"Hindcast2022","129.14499444960018","hind","134.92333089841634",0.957173185613342
"prod_PhS_integrated","SEBS","Fall","10.0",1998,"Hindcast2022","66.61669836960523","hind","57.646547145107675",1.15560604526613
"prod_PhS_integrated","SEBS","Fall","11.0",1998,"Hindcast2022","17.292372333666624","hind","11.563995391779976",1.49536312907549
"prod_PhS_integrated","SEBS","Fall","12.0",1998,"Hindcast2022","0.6678037129209767","hind","1.082032473954049",0.617175296486838
"prod_PhS_integrated","SEBS","Winter","1.0",1999,"Hindcast2022","0.49170025183650784","hind","0.4398532365621742",1.11787344269548
"prod_PhS_integrated","SEBS","Winter","2.0",1999,"Hindcast2022","1.4810461612435486","hind","1.4028895827936374",1.05571114035523
"prod_PhS_integrated","SEBS","Winter","3.0",1999,"Hindcast2022","3.7950348680005135","hind","6.735328684315154",0.563452066836496
"prod_PhS_integrated","SEBS","Spring","4.0",1999,"Hindcast2022","15.76328847260317","hind","40.30036561838625",0.39114504870426
"prod_PhS_integrated","SEBS","Spring","5.0",1999,"Hindcast2022","94.66363763471628","hind","176.2370011009739",0.53713826860047
"prod_PhS_integrated","SEBS","Spring","6.0",1999,"Hindcast2022","238.99103847601998","hind","234.05669357605393",1.0210818363046
"prod_PhS_integrated","SEBS","Summer","7.0",1999,"Hindcast2022","293.0762016784489","hind","269.90140550110095",1.08586393292144
"prod_PhS_integrated","SEBS","Summer","8.0",1999,"Hindcast2022","295.68072100182997","hind","238.79889598553197",1.23819969845985
"prod_PhS_integrated","SEBS","Summer","9.0",1999,"Hindcast2022","132.10512771044853","hind","134.92333089841634",0.97911255844929
"prod_PhS_integrated","SEBS","Fall","10.0",1999,"Hindcast2022","35.83124664433274","hind","57.646547145107675",0.621567958860371
"prod_PhS_integrated","SEBS","Fall","11.0",1999,"Hindcast2022","5.264733170304709","hind","11.563995391779976",0.455269393660173
"prod_PhS_integrated","SEBS","Fall","12.0",1999,"Hindcast2022","0.4992428888594959","hind","1.082032473954049",0.461393628081349
"prod_PhS_integrated","SEBS","Winter","1.0",2000,"Hindcast2022","0.20071224149501196","hind","0.4398532365621742",0.456316391039312
"prod_PhS_integrated","SEBS","Winter","2.0",2000,"Hindcast2022","1.013855158804851","hind","1.4028895827936374",0.72269063170739
"prod_PhS_integrated","SEBS","Winter","3.0",2000,"Hindcast2022","5.147419317050452","hind","6.735328684315154",0.7642417405757
"prod_PhS_integrated","SEBS","Spring","4.0",2000,"Hindcast2022","37.64575496413449","hind","40.30036561838625",0.934129365490405
"prod_PhS_integrated","SEBS","Spring","5.0",2000,"Hindcast2022","250.57803710537632","hind","176.2370011009739",1.42182422272273
"prod_PhS_integrated","SEBS","Spring","6.0",2000,"Hindcast2022","292.10370608971834","hind","234.05669357605393",1.24800406955592
"prod_PhS_integrated","SEBS","Summer","7.0",2000,"Hindcast2022","363.33603452262923","hind","269.90140550110095",1.3461805945325
"prod_PhS_integrated","SEBS","Summer","8.0",2000,"Hindcast2022","381.72347017020235","hind","238.79889598553197",1.59851438422617
"prod_PhS_integrated","SEBS","Summer","9.0",2000,"Hindcast2022","254.5286101171157","hind","134.92333089841634",1.88646847377901
"prod_PhS_integrated","SEBS","Fall","10.0",2000,"Hindcast2022","87.0924007833601","hind","57.646547145107675",1.51079995414351
"prod_PhS_integrated","SEBS","Fall","11.0",2000,"Hindcast2022","9.709160269444766","hind","11.563995391779976",0.839602571646329
"prod_PhS_integrated","SEBS","Fall","12.0",2000,"Hindcast2022","0.566861490372841","hind","1.082032473954049",0.523885838935472
"prod_PhS_integrated","SEBS","Winter","1.0",2001,"Hindcast2022","0.6280881078199452","hind","0.4398532365621742",1.42794926946312
"prod_PhS_integrated","SEBS","Winter","2.0",2001,"Hindcast2022","1.842414079274864","hind","1.4028895827936374",1.31329942275712
"prod_PhS_integrated","SEBS","Winter","3.0",2001,"Hindcast2022","8.134342773508685","hind","6.735328684315154",1.20771281622105
"prod_PhS_integrated","SEBS","Spring","4.0",2001,"Hindcast2022","42.964374472613514","hind","40.30036561838625",1.0661038383486
"prod_PhS_integrated","SEBS","Spring","5.0",2001,"Hindcast2022","224.31100655417433","hind","176.2370011009739",1.27278043289931
"prod_PhS_integrated","SEBS","Spring","6.0",2001,"Hindcast2022","313.8901078299201","hind","234.05669357605393",1.34108579863334
"prod_PhS_integrated","SEBS","Summer","7.0",2001,"Hindcast2022","331.6829410206229","hind","269.90140550110095",1.22890408964273
"prod_PhS_integrated","SEBS","Summer","8.0",2001,"Hindcast2022","342.8131690006884","hind","238.79889598553197",1.4355726712466
"prod_PhS_integrated","SEBS","Summer","9.0",2001,"Hindcast2022","189.621492263905","hind","134.92333089841634",1.40540180116566
"prod_PhS_integrated","SEBS","Fall","10.0",2001,"Hindcast2022","88.64589087392966","hind","57.646547145107675",1.53774849082965
"prod_PhS_integrated","SEBS","Fall","11.0",2001,"Hindcast2022","9.368628903141461","hind","11.563995391779976",0.81015501872311
"prod_PhS_integrated","SEBS","Fall","12.0",2001,"Hindcast2022","0.5742013406690629","hind","1.082032473954049",0.530669230814091
"prod_PhS_integrated","SEBS","Winter","1.0",2002,"Hindcast2022","0.24039105156091065","hind","0.4398532365621742",0.54652559440001
"prod_PhS_integrated","SEBS","Winter","2.0",2002,"Hindcast2022","0.952737009507859","hind","1.4028895827936374",0.679124730266106
"prod_PhS_integrated","SEBS","Winter","3.0",2002,"Hindcast2022","6.114168863520304","hind","6.735328684315154",0.907775871095739
"prod_PhS_integrated","SEBS","Spring","4.0",2002,"Hindcast2022","37.99096864534187","hind","40.30036561838625",0.942695384083792
"prod_PhS_integrated","SEBS","Spring","5.0",2002,"Hindcast2022","217.91143498595133","hind","176.2370011009739",1.23646812885281
"prod_PhS_integrated","SEBS","Spring","6.0",2002,"Hindcast2022","268.04063426376837","hind","234.05669357605393",1.14519533779824
"prod_PhS_integrated","SEBS","Summer","7.0",2002,"Hindcast2022","356.34054991002637","hind","269.90140550110095",1.32026192767852
"prod_PhS_integrated","SEBS","Summer","8.0",2002,"Hindcast2022","345.6118765838246","hind","238.79889598553197",1.44729260643133
"prod_PhS_integrated","SEBS","Summer","9.0",2002,"Hindcast2022","157.53174945827274","hind","134.92333089841634",1.1675649304632
"prod_PhS_integrated","SEBS","Fall","10.0",2002,"Hindcast2022","45.91200194266634","hind","57.646547145107675",0.796439756003023
"prod_PhS_integrated","SEBS","Fall","11.0",2002,"Hindcast2022","7.072208087779854","hind","11.563995391779976",0.611571333970522
"prod_PhS_integrated","SEBS","Fall","12.0",2002,"Hindcast2022","1.5602491822942242","hind","1.082032473954049",1.44196151210937
"prod_PhS_integrated","SEBS","Winter","1.0",2003,"Hindcast2022","0.6003658249293782","hind","0.4398532365621742",1.36492305847684
"prod_PhS_integrated","SEBS","Winter","2.0",2003,"Hindcast2022","1.925279045351844","hind","1.4028895827936374",1.372366769962
"prod_PhS_integrated","SEBS","Winter","3.0",2003,"Hindcast2022","9.554841730726807","hind","6.735328684315154",1.41861550914027
"prod_PhS_integrated","SEBS","Spring","4.0",2003,"Hindcast2022","39.55609679057002","hind","40.30036561838625",0.981531958422812
"prod_PhS_integrated","SEBS","Spring","5.0",2003,"Hindcast2022","196.03039227815185","hind","176.2370011009739",1.11231121191081
"prod_PhS_integrated","SEBS","Spring","6.0",2003,"Hindcast2022","248.5145731185045","hind","234.05669357605393",1.06177084415555
"prod_PhS_integrated","SEBS","Summer","7.0",2003,"Hindcast2022","304.7950537531889","hind","269.90140550110095",1.12928294384871
"prod_PhS_integrated","SEBS","Summer","8.0",2003,"Hindcast2022","229.7065435361259","hind","238.79889598553197",0.9619246462096
"prod_PhS_integrated","SEBS","Summer","9.0",2003,"Hindcast2022","86.3688626085817","hind","134.92333089841634",0.640132896464057
"prod_PhS_integrated","SEBS","Fall","10.0",2003,"Hindcast2022","22.708716554633703","hind","57.646547145107675",0.393930212289583
"prod_PhS_integrated","SEBS","Fall","11.0",2003,"Hindcast2022","5.158791752068172","hind","11.563995391779976",0.446108077467342
"prod_PhS_integrated","SEBS","Fall","12.0",2003,"Hindcast2022","0.950646340672233","hind","1.082032473954049",0.878574685654586
"prod_PhS_integrated","SEBS","Winter","1.0",2004,"Hindcast2022","0.5084599795810838","hind","0.4398532365621742",1.15597644240413
"prod_PhS_integrated","SEBS","Winter","2.0",2004,"Hindcast2022","1.4838994495817814","hind","1.4028895827936374",1.05774500558114
"prod_PhS_integrated","SEBS","Winter","3.0",2004,"Hindcast2022","8.16019366546833","hind","6.735328684315154",1.21155092022032
"prod_PhS_integrated","SEBS","Spring","4.0",2004,"Hindcast2022","37.37475758404174","hind","40.30036561838625",0.927404925750605
"prod_PhS_integrated","SEBS","Spring","5.0",2004,"Hindcast2022","210.84793463638414","hind","176.2370011009739",1.19638857515273
"prod_PhS_integrated","SEBS","Spring","6.0",2004,"Hindcast2022","267.1897845928632","hind","234.05669357605393",1.14156010883766
"prod_PhS_integrated","SEBS","Summer","7.0",2004,"Hindcast2022","385.63754092568524","hind","269.90140550110095",1.42880893935957
"prod_PhS_integrated","SEBS","Summer","8.0",2004,"Hindcast2022","344.71700306236585","hind","238.79889598553197",1.44354521255095
"prod_PhS_integrated","SEBS","Summer","9.0",2004,"Hindcast2022","151.19060750579342","hind","134.92333089841634",1.12056681745891
"prod_PhS_integrated","SEBS","Fall","10.0",2004,"Hindcast2022","30.48979769732065","hind","57.646547145107675",0.528909348561187
"prod_PhS_integrated","SEBS","Fall","11.0",2004,"Hindcast2022","1.332931704292748","hind","11.563995391779976",0.115265672385189
"prod_PhS_integrated","SEBS","Fall","12.0",2004,"Hindcast2022","0.38325806194869017","hind","1.082032473954049",0.354201995942098
"prod_PhS_integrated","SEBS","Winter","1.0",2005,"Hindcast2022","0.641839350548993","hind","0.4398532365621742",1.4592125218073
"prod_PhS_integrated","SEBS","Winter","2.0",2005,"Hindcast2022","2.0675696111572193","hind","1.4028895827936374",1.47379354477775
"prod_PhS_integrated","SEBS","Winter","3.0",2005,"Hindcast2022","8.0510892134152","hind","6.735328684315154",1.19535208907683
"prod_PhS_integrated","SEBS","Spring","4.0",2005,"Hindcast2022","37.485843401315044","hind","40.30036561838625",0.930161372635609
"prod_PhS_integrated","SEBS","Spring","5.0",2005,"Hindcast2022","261.0113691050631","hind","176.2370011009739",1.48102479884754
"prod_PhS_integrated","SEBS","Spring","6.0",2005,"Hindcast2022","314.13828039592534","hind","234.05669357605393",1.34214610826265
"prod_PhS_integrated","SEBS","Summer","7.0",2005,"Hindcast2022","400.5427911614096","hind","269.90140550110095",1.48403373601467
"prod_PhS_integrated","SEBS","Summer","8.0",2005,"Hindcast2022","368.3585153115294","hind","238.79889598553197",1.54254697782961
"prod_PhS_integrated","SEBS","Summer","9.0",2005,"Hindcast2022","170.30468584805237","hind","134.92333089841634",1.26223303793378
"prod_PhS_integrated","SEBS","Fall","10.0",2005,"Hindcast2022","62.3674723275662","hind","57.646547145107675",1.08189432700236
"prod_PhS_integrated","SEBS","Fall","11.0",2005,"Hindcast2022","4.5061349202848655","hind","11.563995391779976",0.389669380488335
"prod_PhS_integrated","SEBS","Fall","12.0",2005,"Hindcast2022","0.6450412295370296","hind","1.082032473954049",0.596138512534535
"prod_PhS_integrated","SEBS","Winter","1.0",2006,"Hindcast2022","0.5023420337761808","hind","0.4398532365621742",1.14206738070728
"prod_PhS_integrated","SEBS","Winter","2.0",2006,"Hindcast2022","1.124294368253051","hind","1.4028895827936374",0.801413298696105
"prod_PhS_integrated","SEBS","Winter","3.0",2006,"Hindcast2022","4.901908911267391","hind","6.735328684315154",0.727790601026298
"prod_PhS_integrated","SEBS","Spring","4.0",2006,"Hindcast2022","28.024693740918668","hind","40.30036561838625",0.695395520881651
"prod_PhS_integrated","SEBS","Spring","5.0",2006,"Hindcast2022","185.6343753123417","hind","176.2370011009739",1.05332236790607
"prod_PhS_integrated","SEBS","Spring","6.0",2006,"Hindcast2022","311.6955204654064","hind","234.05669357605393",1.33170949184636
"prod_PhS_integrated","SEBS","Summer","7.0",2006,"Hindcast2022","316.6449779218708","hind","269.90140550110095",1.17318758431059
"prod_PhS_integrated","SEBS","Summer","8.0",2006,"Hindcast2022","305.0670966806115","hind","238.79889598553197",1.27750631099691
"prod_PhS_integrated","SEBS","Summer","9.0",2006,"Hindcast2022","252.89498160523397","hind","134.92333089841634",1.87436064557017
"prod_PhS_integrated","SEBS","Fall","10.0",2006,"Hindcast2022","130.6520959959515","hind","57.646547145107675",2.26643402712524
"prod_PhS_integrated","SEBS","Fall","11.0",2006,"Hindcast2022","30.472226888773683","hind","11.563995391779976",2.6350950390757
"prod_PhS_integrated","SEBS","Fall","12.0",2006,"Hindcast2022","2.831979971022457","hind","1.082032473954049",2.61727816788494
"prod_PhS_integrated","SEBS","Winter","1.0",2007,"Hindcast2022","0.5880102209521304","hind","0.4398532365621742",1.33683277073946
"prod_PhS_integrated","SEBS","Winter","2.0",2007,"Hindcast2022","1.6413663430963","hind","1.4028895827936374",1.16998968644972
"prod_PhS_integrated","SEBS","Winter","3.0",2007,"Hindcast2022","4.470950599447431","hind","6.735328684315154",0.663805852542746
"prod_PhS_integrated","SEBS","Spring","4.0",2007,"Hindcast2022","22.24180383199422","hind","40.30036561838625",0.551900795208836
"prod_PhS_integrated","SEBS","Spring","5.0",2007,"Hindcast2022","143.4246509196432","hind","176.2370011009739",0.81381690577831
"prod_PhS_integrated","SEBS","Spring","6.0",2007,"Hindcast2022","269.85887605114294","hind","234.05669357605393",1.15296371972142
"prod_PhS_integrated","SEBS","Summer","7.0",2007,"Hindcast2022","358.3415930894947","hind","269.90140550110095",1.3276759060376
"prod_PhS_integrated","SEBS","Summer","8.0",2007,"Hindcast2022","479.41059767265256","hind","238.79889598553197",2.00759134875439
"prod_PhS_integrated","SEBS","Summer","9.0",2007,"Hindcast2022","443.6850870693337","hind","134.92333089841634",3.28842375973792
"prod_PhS_integrated","SEBS","Fall","10.0",2007,"Hindcast2022","287.47189760696347","hind","57.646547145107675",4.98680167058992
"prod_PhS_integrated","SEBS","Fall","11.0",2007,"Hindcast2022","119.28075213382556","hind","11.563995391779976",10.3148391271942
"prod_PhS_integrated","SEBS","Fall","12.0",2007,"Hindcast2022","14.926020893932717","hind","1.082032473954049",13.7944296989432
"prod_PhS_integrated","SEBS","Winter","1.0",2008,"Hindcast2022","0.5445989838529944","hind","0.4398532365621742",1.23813794826087
"prod_PhS_integrated","SEBS","Winter","2.0",2008,"Hindcast2022","0.9304176515269711","hind","1.4028895827936374",0.663215168847564
"prod_PhS_integrated","SEBS","Winter","3.0",2008,"Hindcast2022","2.3287626583532215","hind","6.735328684315154",0.345753380050525
"prod_PhS_integrated","SEBS","Spring","4.0",2008,"Hindcast2022","15.199847467396172","hind","40.30036561838625",0.377164009163766
"prod_PhS_integrated","SEBS","Spring","5.0",2008,"Hindcast2022","71.63850030049711","hind","176.2370011009739",0.406489555842205
"prod_PhS_integrated","SEBS","Spring","6.0",2008,"Hindcast2022","177.35170671719516","hind","234.05669357605393",0.757729693637524
"prod_PhS_integrated","SEBS","Summer","7.0",2008,"Hindcast2022","236.9675915871797","hind","269.90140550110095",0.877978353418441
"prod_PhS_integrated","SEBS","Summer","8.0",2008,"Hindcast2022","294.0881868289783","hind","238.79889598553197",1.23153076405678
"prod_PhS_integrated","SEBS","Summer","9.0",2008,"Hindcast2022","196.62239651596522","hind","134.92333089841634",1.4572898193864
"prod_PhS_integrated","SEBS","Fall","10.0",2008,"Hindcast2022","79.67825388549026","hind","57.646547145107675",1.38218606024962
"prod_PhS_integrated","SEBS","Fall","11.0",2008,"Hindcast2022","11.704027254718998","hind","11.563995391779976",1.01210929771198
"prod_PhS_integrated","SEBS","Fall","12.0",2008,"Hindcast2022","0.49833677938065746","hind","1.082032473954049",0.46055621377018
"prod_PhS_integrated","SEBS","Winter","1.0",2009,"Hindcast2022","0.4319522755096397","hind","0.4398532365621742",0.982037278810798
"prod_PhS_integrated","SEBS","Winter","2.0",2009,"Hindcast2022","0.927134044076845","hind","1.4028895827936374",0.660874565930272
"prod_PhS_integrated","SEBS","Winter","3.0",2009,"Hindcast2022","3.1056264061705146","hind","6.735328684315154",0.461095003930947
"prod_PhS_integrated","SEBS","Spring","4.0",2009,"Hindcast2022","8.88758330847357","hind","40.30036561838625",0.220533565194723
"prod_PhS_integrated","SEBS","Spring","5.0",2009,"Hindcast2022","106.17770648002313","hind","176.2370011009739",0.602471137256752
"prod_PhS_integrated","SEBS","Spring","6.0",2009,"Hindcast2022","220.3102989180009","hind","234.05669357605393",0.941268953055657
"prod_PhS_integrated","SEBS","Summer","7.0",2009,"Hindcast2022","248.59490019071268","hind","269.90140550110095",0.921058190598043
"prod_PhS_integrated","SEBS","Summer","8.0",2009,"Hindcast2022","266.1297731027853","hind","238.79889598553197",1.11445143833039
"prod_PhS_integrated","SEBS","Summer","9.0",2009,"Hindcast2022","134.85432303821412","hind","134.92333089841634",0.99948854019729
"prod_PhS_integrated","SEBS","Fall","10.0",2009,"Hindcast2022","74.53945222428084","hind","57.646547145107675",1.29304279121264
"prod_PhS_integrated","SEBS","Fall","11.0",2009,"Hindcast2022","21.591959062255214","hind","11.563995391779976",1.86717119219914
"prod_PhS_integrated","SEBS","Fall","12.0",2009,"Hindcast2022","0.33243027872744996","hind","1.082032473954049",0.307227635703628
"prod_PhS_integrated","SEBS","Winter","1.0",2010,"Hindcast2022","0.6421278376517541","hind","0.4398532365621742",1.45986839308158
"prod_PhS_integrated","SEBS","Winter","2.0",2010,"Hindcast2022","1.669958648846793","hind","1.4028895827936374",1.1903706958329
"prod_PhS_integrated","SEBS","Winter","3.0",2010,"Hindcast2022","4.573854698418589","hind","6.735328684315154",0.679084111970648
"prod_PhS_integrated","SEBS","Spring","4.0",2010,"Hindcast2022","16.411345802163407","hind","40.30036561838625",0.407225729849857
"prod_PhS_integrated","SEBS","Spring","5.0",2010,"Hindcast2022","103.35541362020605","hind","176.2370011009739",0.586456947034574
"prod_PhS_integrated","SEBS","Spring","6.0",2010,"Hindcast2022","245.53454234751473","hind","234.05669357605393",1.04903875465425
"prod_PhS_integrated","SEBS","Summer","7.0",2010,"Hindcast2022","283.6560889563392","hind","269.90140550110095",1.05096188154227
"prod_PhS_integrated","SEBS","Summer","8.0",2010,"Hindcast2022","328.3245776131236","hind","238.79889598553197",1.37489989749792
"prod_PhS_integrated","SEBS","Summer","9.0",2010,"Hindcast2022","215.46073715426814","hind","134.92333089841634",1.59691237771537
"prod_PhS_integrated","SEBS","Fall","10.0",2010,"Hindcast2022","73.47497676048029","hind","57.646547145107675",1.27457723661279
"prod_PhS_integrated","SEBS","Fall","11.0",2010,"Hindcast2022","10.994563125863952","hind","11.563995391779976",0.950758172532584
"prod_PhS_integrated","SEBS","Fall","12.0",2010,"Hindcast2022","0.8557994622513094","hind","1.082032473954049",0.790918463956982
"prod_PhS_integrated","SEBS","Winter","1.0",2011,"Hindcast2022","-0.40588680231062574","hind","0.4398532365621742",-0.92277780080232
"prod_PhS_integrated","SEBS","Winter","2.0",2011,"Hindcast2022","0.19441219336047297","hind","1.4028895827936374",0.13857982534401
"prod_PhS_integrated","SEBS","Winter","3.0",2011,"Hindcast2022","1.5661796818914449","hind","6.735328684315154",0.232532034485366
"prod_PhS_integrated","SEBS","Spring","4.0",2011,"Hindcast2022","6.619154050263422","hind","40.30036561838625",0.164245508662174
"prod_PhS_integrated","SEBS","Spring","5.0",2011,"Hindcast2022","67.02118266223987","hind","176.2370011009739",0.380290076678282
"prod_PhS_integrated","SEBS","Spring","6.0",2011,"Hindcast2022","153.338063225115","hind","234.05669357605393",0.655132142910878
"prod_PhS_integrated","SEBS","Summer","7.0",2011,"Hindcast2022","170.95608689353534","hind","269.90140550110095",0.633401988315463
"prod_PhS_integrated","SEBS","Summer","8.0",2011,"Hindcast2022","161.72438083187427","hind","238.79889598553197",0.677240906681883
"prod_PhS_integrated","SEBS","Summer","9.0",2011,"Hindcast2022","97.58903285011063","hind","134.92333089841634",0.723292496562995
"prod_PhS_integrated","SEBS","Fall","10.0",2011,"Hindcast2022","63.60115069085561","hind","57.646547145107675",1.10329505999308
"prod_PhS_integrated","SEBS","Fall","11.0",2011,"Hindcast2022","8.189187692667016","hind","11.563995391779976",0.708162483226872
"prod_PhS_integrated","SEBS","Fall","12.0",2011,"Hindcast2022","0.6563457424098177","hind","1.082032473954049",0.606585992758006
"prod_PhS_integrated","SEBS","Winter","1.0",2012,"Hindcast2022","0.3149897196904178","hind","0.4398532365621742",0.716124592267024
"prod_PhS_integrated","SEBS","Winter","2.0",2012,"Hindcast2022","0.8060937664601758","hind","1.4028895827936374",0.574595304111507
"prod_PhS_integrated","SEBS","Winter","3.0",2012,"Hindcast2022","2.1411789214634855","hind","6.735328684315154",0.317902662486204
"prod_PhS_integrated","SEBS","Spring","4.0",2012,"Hindcast2022","13.250793506643323","hind","40.30036561838625",0.328800826079799
"prod_PhS_integrated","SEBS","Spring","5.0",2012,"Hindcast2022","107.2809885048417","hind","176.2370011009739",0.608731355133396
"prod_PhS_integrated","SEBS","Spring","6.0",2012,"Hindcast2022","236.921715624464","hind","234.05669357605393",1.01224071828341
"prod_PhS_integrated","SEBS","Summer","7.0",2012,"Hindcast2022","284.4978175325075","hind","269.90140550110095",1.05408053360933
"prod_PhS_integrated","SEBS","Summer","8.0",2012,"Hindcast2022","345.68562458394746","hind","238.79889598553197",1.4476014353303
"prod_PhS_integrated","SEBS","Summer","9.0",2012,"Hindcast2022","206.21508285445148","hind","134.92333089841634",1.52838713276142
"prod_PhS_integrated","SEBS","Fall","10.0",2012,"Hindcast2022","65.62988899708536","hind","57.646547145107675",1.1384877715552
"prod_PhS_integrated","SEBS","Fall","11.0",2012,"Hindcast2022","16.648436616001586","hind","11.563995391779976",1.43967859307829
"prod_PhS_integrated","SEBS","Fall","12.0",2012,"Hindcast2022","1.3729390157103734","hind","1.082032473954049",1.26885195108172
"prod_PhS_integrated","SEBS","Winter","1.0",2013,"Hindcast2022","0.6000056727148262","hind","0.4398532365621742",1.36410425760278
"prod_PhS_integrated","SEBS","Winter","2.0",2013,"Hindcast2022","1.1701072963207853","hind","1.4028895827936374",0.834069416917829
"prod_PhS_integrated","SEBS","Winter","3.0",2013,"Hindcast2022","3.9422405732458037","hind","6.735328684315154",0.585307823570105
"prod_PhS_integrated","SEBS","Spring","4.0",2013,"Hindcast2022","19.388554134972765","hind","40.30036561838625",0.481101196911403
"prod_PhS_integrated","SEBS","Spring","5.0",2013,"Hindcast2022","106.33333749518025","hind","176.2370011009739",0.60335421523802
"prod_PhS_integrated","SEBS","Spring","6.0",2013,"Hindcast2022","204.5043634425735","hind","234.05669357605393",0.873738581529275
"prod_PhS_integrated","SEBS","Summer","7.0",2013,"Hindcast2022","219.21208908190306","hind","269.90140550110095",0.812193210609305
"prod_PhS_integrated","SEBS","Summer","8.0",2013,"Hindcast2022","285.35755664869816","hind","238.79889598553197",1.19497016714008
"prod_PhS_integrated","SEBS","Summer","9.0",2013,"Hindcast2022","155.69246622104978","hind","134.92333089841634",1.15393286827665
"prod_PhS_integrated","SEBS","Fall","10.0",2013,"Hindcast2022","63.435847115804656","hind","57.646547145107675",1.10042752354489
"prod_PhS_integrated","SEBS","Fall","11.0",2013,"Hindcast2022","10.61805001035456","hind","11.563995391779976",0.918199086961084
"prod_PhS_integrated","SEBS","Fall","12.0",2013,"Hindcast2022","2.274221718816276","hind","1.082032473954049",2.10180542041001
"prod_PhS_integrated","SEBS","Winter","1.0",2014,"Hindcast2022","0.703032186123635","hind","0.4398532365621742",1.59833355238767
"prod_PhS_integrated","SEBS","Winter","2.0",2014,"Hindcast2022","2.1286925919539237","hind","1.4028895827936374",1.51736289018196
"prod_PhS_integrated","SEBS","Winter","3.0",2014,"Hindcast2022","8.028700562076557","hind","6.735328684315154",1.19202802689842
"prod_PhS_integrated","SEBS","Spring","4.0",2014,"Hindcast2022","37.7816922141147","hind","40.30036561838625",0.937502467642069
"prod_PhS_integrated","SEBS","Spring","5.0",2014,"Hindcast2022","185.20393062527813","hind","176.2370011009739",1.05087994841201
"prod_PhS_integrated","SEBS","Spring","6.0",2014,"Hindcast2022","246.92261650238257","hind","234.05669357605393",1.05496925864309
"prod_PhS_integrated","SEBS","Summer","7.0",2014,"Hindcast2022","362.8234413199398","hind","269.90140550110095",1.34428140767299
"prod_PhS_integrated","SEBS","Summer","8.0",2014,"Hindcast2022","402.02714949917333","hind","238.79889598553197",1.68353856009255
"prod_PhS_integrated","SEBS","Summer","9.0",2014,"Hindcast2022","318.25214014442423","hind","134.92333089841634",2.35876284720569
"prod_PhS_integrated","SEBS","Fall","10.0",2014,"Hindcast2022","159.21061468215353","hind","57.646547145107675",2.76184129955588
"prod_PhS_integrated","SEBS","Fall","11.0",2014,"Hindcast2022","23.71398013426576","hind","11.563995391779976",2.05067360638369
"prod_PhS_integrated","SEBS","Fall","12.0",2014,"Hindcast2022","1.8658048520224961","hind","1.082032473954049",1.72435199213968
"prod_PhS_integrated","SEBS","Winter","1.0",2015,"Hindcast2022","0.66262352209375","hind","0.4398532365621742",1.50646503654881
"prod_PhS_integrated","SEBS","Winter","2.0",2015,"Hindcast2022","1.5907597567489113","hind","1.4028895827936374",1.13391657922298
"prod_PhS_integrated","SEBS","Winter","3.0",2015,"Hindcast2022","7.515654766270053","hind","6.735328684315154",1.11585567958578
"prod_PhS_integrated","SEBS","Spring","4.0",2015,"Hindcast2022","40.93546135884827","hind","40.30036561838625",1.01575905654246
