"tstep","year","mo","cop","eup","mzl","phl","phs","temp_b5","temp_s5"
272,1992,8,0.967820467534281,0.974273232305624,0.889793461606768,0.868690642715571,0.367114089088007,0.758216069201071,0.944228414885724
273,1992,9,0.883983483444821,0.92111471507419,0.742105593588338,0.690582430539099,0.235925106792045,0.76268426239614,0.907148025886832
274,1992,10,0.913233228793439,0.955544368143601,0.728016253444871,0.513708817914681,0.224071055898692,0.78727352178663,0.825140619235093
275,1992,11,0.533155209104571,0.585122331539899,0.506659484677345,0.314660506408288,0.213616612599963,0.801040773282013,0.810517686035673
276,1992,12,0.0958849636720433,0.0931731463840104,0.328428602380494,0.441025945441584,0.506347590500101,0.602214711966286,0.630260848576299
277,1993,1,0.290268386502114,0.159825659381277,0.444890969235768,0.860600414116266,1.02759309313595,0.595606963546361,0.6987043865413
278,1993,2,1.21978636914214,0.96408547579799,0.803851891227488,1.02440898557946,1.13642004299041,0.673215881518429,0.866140241614614
279,1993,3,1.27965615808765,1.15737520020664,0.732532117468149,0.925837027812502,1.33511828548388,1.13812039189971,1.51011652331826
280,1993,4,1.11433740779326,1.0318804463388,0.965350844583531,1.16891644732463,1.62783862031369,1.63394438169251,2.16545540883394
281,1993,5,1.09771296134035,1.09908688160955,1.18735971958607,1.08573539593387,1.46636684904558,1.58098837637695,1.45264271744435
282,1993,6,0.983217827422655,0.977734603853695,1.03032893748852,0.729814791730829,0.80184029778871,1.41899170336919,1.21128129511635
283,1993,7,0.954728646399668,0.930011025119055,0.985322507899669,0.667581617425011,0.470379041110525,1.33444031768591,1.00686521164764
284,1993,8,0.797551132788831,0.796370640893021,0.80808738427413,0.86525868420378,0.225366771767979,1.28878525317447,1.0771946531176
285,1993,9,0.714142143307435,0.695772099270207,0.899446601163172,1.12947696419443,0.175946744766197,1.24541834971539,1.04775094274246
286,1993,10,0.88553929752122,0.839801738090445,1.10527607327571,1.39157960328105,0.426870552057452,1.22949644591281,1.05627420378198
287,1993,11,1.04950901947932,0.961879028906571,1.17701576365993,1.25210685845601,0.608121364758805,1.26200709869956,1.20773986788683
288,1993,12,0.780600810650685,0.734116737158061,0.724089553372274,0.602938830151242,0.4683105122533,1.26398720741819,1.28402959131254
289,1994,1,0.399856286954331,0.236875800711909,0.80750446229212,0.959649113005056,1.02324476216306,1.1545995506011,1.34754514692809
290,1994,2,1.33678897936537,1.07806786439415,1.21201034947065,1.41003279433511,1.46320526017698,1.35675337336699,1.70729894728922
291,1994,3,1.08836690464435,1.14094451982704,1.47539997060455,0.939565087192623,1.44276516058272,0.900358092705959,1.06900054064411
292,1994,4,0.783982904189208,0.81041771284157,1.0447597588309,0.608090207833565,1.0369988274148,1.0485192195342,1.17910881042986
293,1994,5,0.728272768733924,0.756463906955076,0.819622473503766,0.686562220528706,0.919210462664108,0.966710464350673,0.894904268512042
294,1994,6,0.880399339744834,0.863334218770927,0.88036033190305,0.923653982698997,0.769229405763469,0.950092327036786,0.951075094146671
295,1994,7,1.04396699579007,1.03530936182159,1.02655985464348,1.02114222804086,0.846675875117063,0.990222679567902,0.976426488938927
296,1994,8,1.15465524364586,1.16256000409804,1.23948854055311,1.18471430765119,0.927192347883692,1.06756037529275,0.953244337084978
