"simulation","depthclass","date","year","month","area_weighted_temp"
"ssp126","Surface",2000-01-16,2000,1,6.16210282111369
"ssp126","Surface",2000-02-15,2000,2,5.85048362856371
"ssp126","Surface",2000-03-16,2000,3,5.92584838147075
"ssp126","Surface",2000-04-15,2000,4,6.37790518807729
"ssp126","Surface",2000-05-16,2000,5,8.3774606029006
"ssp126","Surface",2000-06-15,2000,6,11.7203200300825
"ssp126","Surface",2000-07-16,2000,7,13.6640006423575
"ssp126","Surface",2000-08-16,2000,8,14.5788267437159
"ssp126","Surface",2000-09-15,2000,9,12.7823012540312
"ssp126","Surface",2000-10-16,2000,10,10.5327129768189
"ssp126","Surface",2000-11-15,2000,11,8.90752788087276
"ssp126","Surface",2000-12-16,2000,12,7.5686102555727
"ssp126","Surface",2001-01-16,2001,1,6.79810606572666
"ssp126","Surface",2001-02-14,2001,2,6.06819545031173
"ssp126","Surface",2001-03-16,2001,3,5.85742132458702
"ssp126","Surface",2001-04-15,2001,4,6.27196269943805
"ssp126","Surface",2001-05-16,2001,5,7.69683207945516
"ssp126","Surface",2001-06-15,2001,6,10.9328647655943
"ssp126","Surface",2001-07-16,2001,7,13.1690483716835
"ssp126","Surface",2001-08-16,2001,8,14.786380564421
"ssp126","Surface",2001-09-15,2001,9,13.359031073565
"ssp126","Surface",2001-10-16,2001,10,11.2496595651346
"ssp126","Surface",2001-11-15,2001,11,8.76834553106244
"ssp126","Surface",2001-12-16,2001,12,6.90327543470806
"ssp126","Surface",2002-01-16,2002,1,6.36361638662429
"ssp126","Surface",2002-02-14,2002,2,5.65542440335526
"ssp126","Surface",2002-03-16,2002,3,5.13609352875661
"ssp126","Surface",2002-04-15,2002,4,5.44637722088224
"ssp126","Surface",2002-05-16,2002,5,7.73903085244138
"ssp126","Surface",2002-06-15,2002,6,10.9017096969091
"ssp126","Surface",2002-07-16,2002,7,13.7831412389495
"ssp126","Surface",2002-08-16,2002,8,14.6228668586985
"ssp126","Surface",2002-09-15,2002,9,13.8072627772146
"ssp126","Surface",2002-10-16,2002,10,11.5487292291845
"ssp126","Surface",2002-11-15,2002,11,10.0484653694715
"ssp126","Surface",2002-12-16,2002,12,8.94053417562425
"ssp126","Surface",2003-01-16,2003,1,7.75623411210793
"ssp126","Surface",2003-02-14,2003,2,7.08161475612181
"ssp126","Surface",2003-03-16,2003,3,6.5209001485233
"ssp126","Surface",2003-04-15,2003,4,6.95448527167131
"ssp126","Surface",2003-05-16,2003,5,9.40386133449715
"ssp126","Surface",2003-06-15,2003,6,11.8052073964743
"ssp126","Surface",2003-07-16,2003,7,14.5841584639403
"ssp126","Surface",2003-08-16,2003,8,15.4732142283127
"ssp126","Surface",2003-09-15,2003,9,14.2491058159116
"ssp126","Surface",2003-10-16,2003,10,12.1745675465248
"ssp126","Surface",2003-11-15,2003,11,9.79899311509237
"ssp126","Surface",2003-12-16,2003,12,7.73168924913253
"ssp126","Surface",2004-01-16,2004,1,6.48405615233316
"ssp126","Surface",2004-02-15,2004,2,5.95697651876539
"ssp126","Surface",2004-03-16,2004,3,5.87316135366287
"ssp126","Surface",2004-04-15,2004,4,6.77211716276286
"ssp126","Surface",2004-05-16,2004,5,9.4833396122977
"ssp126","Surface",2004-06-15,2004,6,12.293674000331
"ssp126","Surface",2004-07-16,2004,7,15.3478164679309
"ssp126","Surface",2004-08-16,2004,8,17.2683965768835
"ssp126","Surface",2004-09-15,2004,9,14.9289067657561
"ssp126","Surface",2004-10-16,2004,10,11.8449601146627
"ssp126","Surface",2004-11-15,2004,11,9.13833272391369
"ssp126","Surface",2004-12-16,2004,12,7.70717720938138
"ssp126","Surface",2005-01-16,2005,1,6.10957651676138
"ssp126","Surface",2005-02-14,2005,2,5.74004156105838
"ssp126","Surface",2005-03-16,2005,3,6.12708582185407
"ssp126","Surface",2005-04-15,2005,4,7.01940852026809
"ssp126","Surface",2005-05-16,2005,5,10.4590272719357
"ssp126","Surface",2005-06-15,2005,6,13.2053786897925
"ssp126","Surface",2005-07-16,2005,7,15.7224123413419
"ssp126","Surface",2005-08-16,2005,8,16.2853730546583
"ssp126","Surface",2005-09-15,2005,9,14.8735562680502
"ssp126","Surface",2005-10-16,2005,10,11.9082835942636
"ssp126","Surface",2005-11-15,2005,11,9.57150043548137
"ssp126","Surface",2005-12-16,2005,12,8.17531079208103
"ssp126","Surface",2006-01-16,2006,1,7.45156119493529
"ssp126","Surface",2006-02-14,2006,2,6.57516643572069
"ssp126","Surface",2006-03-16,2006,3,5.9749095324037
"ssp126","Surface",2006-04-15,2006,4,6.59536448750321
"ssp126","Surface",2006-05-16,2006,5,8.13356078682559
"ssp126","Surface",2006-06-15,2006,6,11.7920704436104
"ssp126","Surface",2006-07-16,2006,7,13.892235978686
"ssp126","Surface",2006-08-16,2006,8,14.4529294104488
"ssp126","Surface",2006-09-15,2006,9,13.2044857888227
"ssp126","Surface",2006-10-16,2006,10,11.5999404719911
"ssp126","Surface",2006-11-15,2006,11,8.37607323117344
"ssp126","Surface",2006-12-16,2006,12,6.77457991895205
"ssp126","Surface",2007-01-16,2007,1,6.12192127380724
"ssp126","Surface",2007-02-14,2007,2,5.57000340538537
"ssp126","Surface",2007-03-16,2007,3,5.01161274276138
"ssp126","Surface",2007-04-15,2007,4,5.72182183810167
"ssp126","Surface",2007-05-16,2007,5,7.82071619847003
"ssp126","Surface",2007-06-15,2007,6,10.4537172846241
"ssp126","Surface",2007-07-16,2007,7,13.5879570918643
"ssp126","Surface",2007-08-16,2007,8,15.2046961633682
"ssp126","Surface",2007-09-15,2007,9,14.4006649299049
"ssp126","Surface",2007-10-16,2007,10,11.1499736646515
"ssp126","Surface",2007-11-15,2007,11,9.03192874226064
"ssp126","Surface",2007-12-16,2007,12,7.33001803324049
"ssp126","Surface",2008-01-16,2008,1,6.25869072947448
"ssp126","Surface",2008-02-15,2008,2,5.27021051389186
"ssp126","Surface",2008-03-16,2008,3,5.33886328534791
"ssp126","Surface",2008-04-15,2008,4,5.81275644205674
"ssp126","Surface",2008-05-16,2008,5,7.27567981474096
"ssp126","Surface",2008-06-15,2008,6,10.0902915304219
"ssp126","Surface",2008-07-16,2008,7,12.7958762598042
"ssp126","Surface",2008-08-16,2008,8,13.6497154108259
"ssp126","Surface",2008-09-15,2008,9,13.0730347239626
"ssp126","Surface",2008-10-16,2008,10,11.1847659111709
"ssp126","Surface",2008-11-15,2008,11,8.84298713501697
"ssp126","Surface",2008-12-16,2008,12,7.27001583946066
"ssp126","Surface",2009-01-16,2009,1,5.83189298527192
"ssp126","Surface",2009-02-14,2009,2,4.94264845722956
"ssp126","Surface",2009-03-16,2009,3,4.93158506483839
"ssp126","Surface",2009-04-15,2009,4,5.69611760771477
"ssp126","Surface",2009-05-16,2009,5,8.89799466279594
"ssp126","Surface",2009-06-15,2009,6,11.8322734833272
"ssp126","Surface",2009-07-16,2009,7,13.7842576227244
"ssp126","Surface",2009-08-16,2009,8,14.2028592376383
"ssp126","Surface",2009-09-15,2009,9,13.4259617023944
"ssp126","Surface",2009-10-16,2009,10,11.5579214219202
"ssp126","Surface",2009-11-15,2009,11,9.36221432911625
"ssp126","Surface",2009-12-16,2009,12,7.71089450909352
"ssp126","Surface",2010-01-16,2010,1,6.87599504018095
"ssp126","Surface",2010-02-14,2010,2,6.74250108658899
"ssp126","Surface",2010-03-16,2010,3,6.63277669501635
"ssp126","Surface",2010-04-15,2010,4,7.06480821198761
"ssp126","Surface",2010-05-16,2010,5,8.81586521334939
"ssp126","Surface",2010-06-15,2010,6,11.487251161563
"ssp126","Surface",2010-07-16,2010,7,12.9790352197556
"ssp126","Surface",2010-08-16,2010,8,14.3788653725689
"ssp126","Surface",2010-09-15,2010,9,14.0191946084154
"ssp126","Surface",2010-10-16,2010,10,11.3571503389479
"ssp126","Surface",2010-11-15,2010,11,9.3586254176058
"ssp126","Surface",2010-12-16,2010,12,7.73138246614985
"ssp126","Surface",2011-01-16,2011,1,6.50758018879282
"ssp126","Surface",2011-02-14,2011,2,5.62563754530836
"ssp126","Surface",2011-03-16,2011,3,4.93312924829753
"ssp126","Surface",2011-04-15,2011,4,5.97842338510178
"ssp126","Surface",2011-05-16,2011,5,8.30843429575054
"ssp126","Surface",2011-06-15,2011,6,11.4851098411258
"ssp126","Surface",2011-07-16,2011,7,13.9449380734763
"ssp126","Surface",2011-08-16,2011,8,14.2708936567038
"ssp126","Surface",2011-09-15,2011,9,13.0559616937126
"ssp126","Surface",2011-10-16,2011,10,11.4240428793201
"ssp126","Surface",2011-11-15,2011,11,8.97671976909866
"ssp126","Surface",2011-12-16,2011,12,7.16009170590131
"ssp126","Surface",2012-01-16,2012,1,6.1530996484222
"ssp126","Surface",2012-02-15,2012,2,5.73530179961459
"ssp126","Surface",2012-03-16,2012,3,5.42624846412779
"ssp126","Surface",2012-04-15,2012,4,6.80516582405405
"ssp126","Surface",2012-05-16,2012,5,7.95580435925906
"ssp126","Surface",2012-06-15,2012,6,10.2311101843911
"ssp126","Surface",2012-07-16,2012,7,12.4567999709573
"ssp126","Surface",2012-08-16,2012,8,14.2301635692905
"ssp126","Surface",2012-09-15,2012,9,13.324812678119
"ssp126","Surface",2012-10-16,2012,10,11.0875705381496
"ssp126","Surface",2012-11-15,2012,11,8.8307385864315
"ssp126","Surface",2012-12-16,2012,12,7.15789645225767
"ssp126","Surface",2013-01-16,2013,1,6.47342426686817
"ssp126","Surface",2013-02-14,2013,2,6.18491517033622
"ssp126","Surface",2013-03-16,2013,3,6.04656827402061
"ssp126","Surface",2013-04-15,2013,4,6.38768832372164
"ssp126","Surface",2013-05-16,2013,5,8.00085205722016
"ssp126","Surface",2013-06-15,2013,6,11.918860579439
"ssp126","Surface",2013-07-16,2013,7,14.4356620594047
"ssp126","Surface",2013-08-16,2013,8,14.9798626484597
"ssp126","Surface",2013-09-15,2013,9,14.8417244751374
"ssp126","Surface",2013-10-16,2013,10,12.428838168214
"ssp126","Surface",2013-11-15,2013,11,10.0319011542752
"ssp126","Surface",2013-12-16,2013,12,7.82557132849255
"ssp126","Surface",2014-01-16,2014,1,7.1614360071935
"ssp126","Surface",2014-02-14,2014,2,6.24645822951275
"ssp126","Surface",2014-03-16,2014,3,5.98645047378527
"ssp126","Surface",2014-04-15,2014,4,6.69840719261397
"ssp126","Surface",2014-05-16,2014,5,9.54087329193759
"ssp126","Surface",2014-06-15,2014,6,11.7653824349534
"ssp126","Surface",2014-07-16,2014,7,14.183346242916
"ssp126","Surface",2014-08-16,2014,8,15.5285544873093
"ssp126","Surface",2014-09-15,2014,9,15.055931514409
"ssp126","Surface",2014-10-16,2014,10,12.8074307002078
"ssp126","Surface",2014-11-15,2014,11,10.6591631769148
"ssp126","Surface",2014-12-16,2014,12,9.09431270328643
"ssp126","Surface",2015-01-16,2015,1,8.09222006740076
"ssp126","Surface",2015-02-14,2015,2,7.46650965260986
"ssp126","Surface",2015-03-16,2015,3,7.25375612027073
"ssp126","Surface",2015-04-15,2015,4,8.17627244884354
"ssp126","Surface",2015-05-16,2015,5,10.185072361804
"ssp126","Surface",2015-06-15,2015,6,12.5995560398018
"ssp126","Surface",2015-07-16,2015,7,14.9692726807076
"ssp126","Surface",2015-08-16,2015,8,15.8886615095853
"ssp126","Surface",2015-09-15,2015,9,14.0912141300887
"ssp126","Surface",2015-10-16,2015,10,12.2588452557276
"ssp126","Surface",2015-11-15,2015,11,10.1855310639557
"ssp126","Surface",2015-12-16,2015,12,8.50472096225869
"ssp126","Surface",2016-01-16,2016,1,7.83943659514713
"ssp126","Surface",2016-02-15,2016,2,7.54528881078493
"ssp126","Surface",2016-03-16,2016,3,7.55159198519571
"ssp126","Surface",2016-04-15,2016,4,8.40618528173505
"ssp126","Surface",2016-05-16,2016,5,10.1077814849701
"ssp126","Surface",2016-06-15,2016,6,13.0277768229129
"ssp126","Surface",2016-07-16,2016,7,15.1028778191123
"ssp126","Surface",2016-08-16,2016,8,15.5244270807115
"ssp126","Surface",2016-09-15,2016,9,14.9754014649662
"ssp126","Surface",2016-10-16,2016,10,12.3486350092979
"ssp126","Surface",2016-11-15,2016,11,10.6300964267539
"ssp126","Surface",2016-12-16,2016,12,8.65117834556713
"ssp126","Surface",2017-01-16,2017,1,7.43690152647835
"ssp126","Surface",2017-02-14,2017,2,7.14970911076408
"ssp126","Surface",2017-03-16,2017,3,6.73500935457119
"ssp126","Surface",2017-04-15,2017,4,7.61786224668034
"ssp126","Surface",2017-05-16,2017,5,8.88247272265595
"ssp126","Surface",2017-06-15,2017,6,11.4627812237413
"ssp126","Surface",2017-07-16,2017,7,14.1075318071642
"ssp126","Surface",2017-08-16,2017,8,15.3089733706306
"ssp126","Surface",2017-09-15,2017,9,13.97325566987
"ssp126","Surface",2017-10-16,2017,10,12.1400910381176
"ssp126","Surface",2017-11-15,2017,11,9.65172986304448
"ssp126","Surface",2017-12-16,2017,12,8.39454288957669
"ssp126","Surface",2018-01-16,2018,1,7.54587031992508
"ssp126","Surface",2018-02-14,2018,2,6.84389966148187
"ssp126","Surface",2018-03-16,2018,3,6.50220852627838
"ssp126","Surface",2018-04-15,2018,4,7.06601394669951
"ssp126","Surface",2018-05-16,2018,5,8.70245515039563
"ssp126","Surface",2018-06-15,2018,6,11.4454959812657
"ssp126","Surface",2018-07-16,2018,7,13.5764039195637
"ssp126","Surface",2018-08-16,2018,8,14.3281606992789
"ssp126","Surface",2018-09-15,2018,9,14.3052559709729
"ssp126","Surface",2018-10-16,2018,10,12.6433228190472
"ssp126","Surface",2018-11-15,2018,11,10.9099747845218
"ssp126","Surface",2018-12-16,2018,12,9.34680687481393
"ssp126","Surface",2019-01-16,2019,1,8.00757357546801
"ssp126","Surface",2019-02-14,2019,2,7.30672465295828
"ssp126","Surface",2019-03-16,2019,3,7.17550043806075
"ssp126","Surface",2019-04-15,2019,4,7.91821536099117
"ssp126","Surface",2019-05-16,2019,5,9.31705010779254
"ssp126","Surface",2019-06-15,2019,6,12.2679866659673
"ssp126","Surface",2019-07-16,2019,7,14.9546841546233
"ssp126","Surface",2019-08-16,2019,8,15.5702424116191
"ssp126","Surface",2019-09-15,2019,9,14.5091956748279
"ssp126","Surface",2019-10-16,2019,10,11.9379913068774
"ssp126","Surface",2019-11-15,2019,11,10.3275060624257
"ssp126","Surface",2019-12-16,2019,12,8.90957462414752
"ssp126","Surface",2020-01-16,2020,1,7.36140700888777
"ssp126","Surface",2020-02-15,2020,2,6.5558752951255
"ssp126","Surface",2020-03-16,2020,3,6.11067448190054
"ssp126","Surface",2020-04-15,2020,4,6.49058271851058
"ssp126","Surface",2020-05-16,2020,5,8.64831289683058
"ssp126","Surface",2020-06-15,2020,6,11.4029868330678
"ssp126","Surface",2020-07-16,2020,7,13.7938725040208
"ssp126","Surface",2020-08-16,2020,8,14.7414621496467
"ssp126","Surface",2020-09-15,2020,9,13.8015446739367
"ssp126","Surface",2020-10-16,2020,10,11.8267685667312
"ssp126","Surface",2020-11-15,2020,11,9.40427726681511
"ssp126","Surface",2020-12-16,2020,12,8.20960957015504
"ssp126","Surface",2021-01-16,2021,1,8.08526320476591
"ssp126","Surface",2021-02-14,2021,2,7.38876888460356
"ssp126","Surface",2021-03-16,2021,3,7.55760144333475
"ssp126","Surface",2021-04-15,2021,4,7.64557291047501
"ssp126","Surface",2021-05-16,2021,5,10.6913378945642
"ssp126","Surface",2021-06-15,2021,6,13.3575103473522
"ssp126","Surface",2021-07-16,2021,7,16.85320804307
"ssp126","Surface",2021-08-16,2021,8,16.8290006434676
"ssp126","Surface",2021-09-15,2021,9,15.0783383771797
"ssp126","Surface",2021-10-16,2021,10,12.507104872323
"ssp126","Surface",2021-11-15,2021,11,10.2696832489003
"ssp126","Surface",2021-12-16,2021,12,8.95257684604702
"ssp126","Surface",2022-01-16,2022,1,6.5982077738632
"ssp126","Surface",2022-02-14,2022,2,6.06986261390804
"ssp126","Surface",2022-03-16,2022,3,5.53982385805247
"ssp126","Surface",2022-04-15,2022,4,6.68663832395331
"ssp126","Surface",2022-05-16,2022,5,9.14783265080806
"ssp126","Surface",2022-06-15,2022,6,11.9170846131715
"ssp126","Surface",2022-07-16,2022,7,15.1844489360276
"ssp126","Surface",2022-08-16,2022,8,16.9520277833819
"ssp126","Surface",2022-09-15,2022,9,15.7512711820114
"ssp126","Surface",2022-10-16,2022,10,12.0696822296077
"ssp126","Surface",2022-11-15,2022,11,8.47927333099002
"ssp126","Surface",2022-12-16,2022,12,6.63689407505148
"ssp126","Surface",2023-01-16,2023,1,6.06083407500386
"ssp126","Surface",2023-02-14,2023,2,5.20270824729994
"ssp126","Surface",2023-03-16,2023,3,5.08297657566676
"ssp126","Surface",2023-04-15,2023,4,6.08929732907446
"ssp126","Surface",2023-05-16,2023,5,7.6754081871831
"ssp126","Surface",2023-06-15,2023,6,10.7556027400576
"ssp126","Surface",2023-07-16,2023,7,12.6782094203106
"ssp126","Surface",2023-08-16,2023,8,14.9468992606373
"ssp126","Surface",2023-09-15,2023,9,13.2688030203628
"ssp126","Surface",2023-10-16,2023,10,11.0250892468204
"ssp126","Surface",2023-11-15,2023,11,8.64153333275745
"ssp126","Surface",2023-12-16,2023,12,7.24283616676235
"ssp126","Surface",2024-01-16,2024,1,6.15548585246493
"ssp126","Surface",2024-02-15,2024,2,5.78752217804915
"ssp126","Surface",2024-03-16,2024,3,5.44492742810963
"ssp126","Surface",2024-04-15,2024,4,6.14357017371784
"ssp126","Surface",2024-05-16,2024,5,7.69935764890563
"ssp126","Surface",2024-06-15,2024,6,10.0788924093699
"ssp126","Surface",2024-07-16,2024,7,12.8931356218566
"ssp126","Surface",2024-08-16,2024,8,14.4128468840593
"ssp126","Surface",2024-09-15,2024,9,13.7278267424361
"ssp126","Surface",2024-10-16,2024,10,11.4211363629506
"ssp126","Surface",2024-11-15,2024,11,9.73729368016438
"ssp126","Surface",2024-12-16,2024,12,8.3833525770039
"ssp126","Surface",2025-01-16,2025,1,6.49754253533796
"ssp126","Surface",2025-02-14,2025,2,6.09690261247416
"ssp126","Surface",2025-03-16,2025,3,5.3932086639121
"ssp126","Surface",2025-04-15,2025,4,6.55618610065565
"ssp126","Surface",2025-05-16,2025,5,9.31959811539716
"ssp126","Surface",2025-06-15,2025,6,12.1548468396068
"ssp126","Surface",2025-07-16,2025,7,14.4913868278039
"ssp126","Surface",2025-08-16,2025,8,15.3465364841866
"ssp126","Surface",2025-09-15,2025,9,15.528202655296
"ssp126","Surface",2025-10-16,2025,10,13.6204125144514
"ssp126","Surface",2025-11-15,2025,11,11.3409133101779
"ssp126","Surface",2025-12-16,2025,12,9.70948855777726
"ssp126","Surface",2026-01-16,2026,1,8.31551609486793
"ssp126","Surface",2026-02-14,2026,2,7.40194046295395
"ssp126","Surface",2026-03-16,2026,3,6.77754320548819
"ssp126","Surface",2026-04-15,2026,4,6.90600302914134
"ssp126","Surface",2026-05-16,2026,5,9.14278044855858
"ssp126","Surface",2026-06-15,2026,6,12.1021690747912
"ssp126","Surface",2026-07-16,2026,7,14.6326140746591
"ssp126","Surface",2026-08-16,2026,8,15.6048594839146
"ssp126","Surface",2026-09-15,2026,9,14.9945222980453
"ssp126","Surface",2026-10-16,2026,10,12.1134698905591
"ssp126","Surface",2026-11-15,2026,11,9.39262780398515
"ssp126","Surface",2026-12-16,2026,12,8.46536394586157
"ssp126","Surface",2027-01-16,2027,1,7.34902026554607
"ssp126","Surface",2027-02-14,2027,2,6.60024700200894
"ssp126","Surface",2027-03-16,2027,3,6.20731001054861
"ssp126","Surface",2027-04-15,2027,4,6.48198083317428
"ssp126","Surface",2027-05-16,2027,5,9.11024792339547
"ssp126","Surface",2027-06-15,2027,6,12.0963698804549
"ssp126","Surface",2027-07-16,2027,7,14.17236420603
"ssp126","Surface",2027-08-16,2027,8,15.3904518574623
"ssp126","Surface",2027-09-15,2027,9,14.1969166336899
"ssp126","Surface",2027-10-16,2027,10,11.7050259915533
"ssp126","Surface",2027-11-15,2027,11,8.70207033616132
"ssp126","Surface",2027-12-16,2027,12,6.7204065748189
"ssp126","Surface",2028-01-16,2028,1,5.77525572501263
"ssp126","Surface",2028-02-15,2028,2,5.71665819030791
"ssp126","Surface",2028-03-16,2028,3,5.8096339255905
"ssp126","Surface",2028-04-15,2028,4,6.63389272585849
"ssp126","Surface",2028-05-16,2028,5,8.68338607879877
"ssp126","Surface",2028-06-15,2028,6,12.4168786573631
"ssp126","Surface",2028-07-16,2028,7,14.7511057967239
"ssp126","Surface",2028-08-16,2028,8,15.3466838209966
"ssp126","Surface",2028-09-15,2028,9,14.2352934063103
"ssp126","Surface",2028-10-16,2028,10,12.6485110050543
"ssp126","Surface",2028-11-15,2028,11,11.0542769940013
"ssp126","Surface",2028-12-16,2028,12,9.49527336149038
"ssp126","Surface",2029-01-16,2029,1,8.31624395732975
"ssp126","Surface",2029-02-14,2029,2,7.73094203025969
"ssp126","Surface",2029-03-16,2029,3,6.93255541894036
"ssp126","Surface",2029-04-15,2029,4,7.55817757085618
"ssp126","Surface",2029-05-16,2029,5,11.6845032662649
"ssp126","Surface",2029-06-15,2029,6,14.7726454148259
"ssp126","Surface",2029-07-16,2029,7,15.8971387401915
"ssp126","Surface",2029-08-16,2029,8,16.0081255064451
"ssp126","Surface",2029-09-15,2029,9,15.4781689607739
"ssp126","Surface",2029-10-16,2029,10,12.0587853109713
"ssp126","Surface",2029-11-15,2029,11,9.623965878556
"ssp126","Surface",2029-12-16,2029,12,8.98671726070053
"ssp126","Surface",2030-01-16,2030,1,7.49639981753829
"ssp126","Surface",2030-02-14,2030,2,7.25087416972917
"ssp126","Surface",2030-03-16,2030,3,7.09135465647231
"ssp126","Surface",2030-04-15,2030,4,7.29456318848077
"ssp126","Surface",2030-05-16,2030,5,9.30729694266211
"ssp126","Surface",2030-06-15,2030,6,12.5726969703425
"ssp126","Surface",2030-07-16,2030,7,16.0015510390184
"ssp126","Surface",2030-08-16,2030,8,16.7343831212027
"ssp126","Surface",2030-09-15,2030,9,15.2138470247281
"ssp126","Surface",2030-10-16,2030,10,12.6530760244536
"ssp126","Surface",2030-11-15,2030,11,9.77766307728189
"ssp126","Surface",2030-12-16,2030,12,8.51676555899892
"ssp126","Surface",2031-01-16,2031,1,8.00133834108664
"ssp126","Surface",2031-02-14,2031,2,8.00714360695629
"ssp126","Surface",2031-03-16,2031,3,7.26580248750926
"ssp126","Surface",2031-04-15,2031,4,7.3139910688719
"ssp126","Surface",2031-05-16,2031,5,9.70840341122669
"ssp126","Surface",2031-06-15,2031,6,13.1223662478599
"ssp126","Surface",2031-07-16,2031,7,15.6268141073185
"ssp126","Surface",2031-08-16,2031,8,17.3522398569271
"ssp126","Surface",2031-09-15,2031,9,16.2628899223199
"ssp126","Surface",2031-10-16,2031,10,13.5853045533851
"ssp126","Surface",2031-11-15,2031,11,10.4568865822925
"ssp126","Surface",2031-12-16,2031,12,8.95968708023057
"ssp126","Surface",2032-01-16,2032,1,6.88208932748778
"ssp126","Surface",2032-02-15,2032,2,5.95086425677031
"ssp126","Surface",2032-03-16,2032,3,5.82691569042276
"ssp126","Surface",2032-04-15,2032,4,6.52083579254971
"ssp126","Surface",2032-05-16,2032,5,8.28835368275903
"ssp126","Surface",2032-06-15,2032,6,10.9886633207732
"ssp126","Surface",2032-07-16,2032,7,13.3248455371723
"ssp126","Surface",2032-08-16,2032,8,15.9608525329141
"ssp126","Surface",2032-09-15,2032,9,15.4065257016797
"ssp126","Surface",2032-10-16,2032,10,12.3838692437044
"ssp126","Surface",2032-11-15,2032,11,9.65358441480585
"ssp126","Surface",2032-12-16,2032,12,8.28182420028496
"ssp126","Surface",2033-01-16,2033,1,6.69780842259904
"ssp126","Surface",2033-02-14,2033,2,5.75178778364647
"ssp126","Surface",2033-03-16,2033,3,5.30286012083327
"ssp126","Surface",2033-04-15,2033,4,7.11317949700696
"ssp126","Surface",2033-05-16,2033,5,9.69378054183436
"ssp126","Surface",2033-06-15,2033,6,12.714195346235
"ssp126","Surface",2033-07-16,2033,7,16.3140740025432
"ssp126","Surface",2033-08-16,2033,8,17.3831066650262
"ssp126","Surface",2033-09-15,2033,9,15.1468527615466
"ssp126","Surface",2033-10-16,2033,10,13.211361377831
"ssp126","Surface",2033-11-15,2033,11,10.2949430254894
"ssp126","Surface",2033-12-16,2033,12,8.62137548233966
"ssp126","Surface",2034-01-16,2034,1,7.85885870874898
"ssp126","Surface",2034-02-14,2034,2,7.13052960565948
"ssp126","Surface",2034-03-16,2034,3,7.15281636471311
"ssp126","Surface",2034-04-15,2034,4,7.73899482763836
"ssp126","Surface",2034-05-16,2034,5,10.3631034317438
"ssp126","Surface",2034-06-15,2034,6,13.4633295715278
"ssp126","Surface",2034-07-16,2034,7,16.7349654682563
"ssp126","Surface",2034-08-16,2034,8,17.5787499903665
"ssp126","Surface",2034-09-15,2034,9,16.032608928707
"ssp126","Surface",2034-10-16,2034,10,13.5419665731395
"ssp126","Surface",2034-11-15,2034,11,10.4642972516565
"ssp126","Surface",2034-12-16,2034,12,8.78824345876928
"ssp126","Surface",2035-01-16,2035,1,7.43551716843455
"ssp126","Surface",2035-02-14,2035,2,6.25211077327924
"ssp126","Surface",2035-03-16,2035,3,6.13763102801524
"ssp126","Surface",2035-04-15,2035,4,6.865189761967
"ssp126","Surface",2035-05-16,2035,5,8.88680820762344
"ssp126","Surface",2035-06-15,2035,6,11.5981705247877
"ssp126","Surface",2035-07-16,2035,7,14.4383788132281
"ssp126","Surface",2035-08-16,2035,8,14.3004560814604
"ssp126","Surface",2035-09-15,2035,9,13.6104009022209
"ssp126","Surface",2035-10-16,2035,10,12.361156375627
"ssp126","Surface",2035-11-15,2035,11,10.0159143399471
"ssp126","Surface",2035-12-16,2035,12,8.31453775512764
"ssp126","Surface",2036-01-16,2036,1,7.01914981957609
"ssp126","Surface",2036-02-15,2036,2,5.78115078841979
"ssp126","Surface",2036-03-16,2036,3,5.57693296129453
"ssp126","Surface",2036-04-15,2036,4,6.85940230613265
"ssp126","Surface",2036-05-16,2036,5,9.5292674113495
"ssp126","Surface",2036-06-15,2036,6,12.3859546170861
"ssp126","Surface",2036-07-16,2036,7,15.535301709211
"ssp126","Surface",2036-08-16,2036,8,17.3699940991682
"ssp126","Surface",2036-09-15,2036,9,15.5035002997526
"ssp126","Surface",2036-10-16,2036,10,12.3114635261786
"ssp126","Surface",2036-11-15,2036,11,9.4359865156907
"ssp126","Surface",2036-12-16,2036,12,8.1511301578762
"ssp126","Surface",2037-01-16,2037,1,7.54116375437631
"ssp126","Surface",2037-02-14,2037,2,7.07865204907393
"ssp126","Surface",2037-03-16,2037,3,7.07853946705169
"ssp126","Surface",2037-04-15,2037,4,7.61860469742459
"ssp126","Surface",2037-05-16,2037,5,10.2708682952337
"ssp126","Surface",2037-06-15,2037,6,12.069274581794
"ssp126","Surface",2037-07-16,2037,7,14.478329238756
"ssp126","Surface",2037-08-16,2037,8,15.567659017321
"ssp126","Surface",2037-09-15,2037,9,15.9459842250402
"ssp126","Surface",2037-10-16,2037,10,13.214461979198
"ssp126","Surface",2037-11-15,2037,11,10.127065762458
"ssp126","Surface",2037-12-16,2037,12,8.68343706874624
"ssp126","Surface",2038-01-16,2038,1,7.8993159452281
"ssp126","Surface",2038-02-14,2038,2,7.06381351569391
"ssp126","Surface",2038-03-16,2038,3,6.70151140596945
"ssp126","Surface",2038-04-15,2038,4,7.48396192144287
"ssp126","Surface",2038-05-16,2038,5,9.64246001420871
"ssp126","Surface",2038-06-15,2038,6,12.8029705284451
"ssp126","Surface",2038-07-16,2038,7,15.2464206635085
"ssp126","Surface",2038-08-16,2038,8,15.7523192042887
"ssp126","Surface",2038-09-15,2038,9,15.2548236094015
"ssp126","Surface",2038-10-16,2038,10,12.4432993076573
