"tstep","year","month","btemp","stemp"
262,2001,10,7.004799714409,9.27968028251162
263,2001,11,6.14827667446944,6.92422113425794
264,2001,12,5.11278119969136,5.6184168289067
265,2002,1,4.57633000413711,4.89209733318938
266,2002,2,4.07136297526647,4.24070376909093
267,2002,3,3.8680177386953,4.03459355381502
268,2002,4,4.08877581092679,4.3634539230206
269,2002,5,4.63288072212234,6.49915920829905
270,2002,6,5.4866605982626,9.33346089170617
271,2002,7,6.11171939401395,12.1447602515971
272,2002,8,6.45431271797988,13.0389364377355
273,2002,9,6.57922245680443,11.3541064323673
274,2002,10,6.60387348702067,9.32012972849415
275,2002,11,6.73974946997034,8.04269396688352
276,2002,12,6.36176767923967,7.13219789211773
277,2003,1,5.62254898860759,6.11884465209085
278,2003,2,5.43407793103275,5.93920909864198
279,2003,3,5.12206097924325,5.497735935273
280,2003,4,4.96044162454083,5.5136483503348
281,2003,5,5.48254670267206,7.26903653139333
282,2003,6,6.19267387216733,9.72244994401499
283,2003,7,6.66644771585873,12.507069212126
284,2003,8,6.96794136909965,13.40077552586
285,2003,9,7.27844940450513,12.3593540005343
286,2003,10,7.52466407798865,10.2431409181155
287,2003,11,6.79331795624832,8.48038304422431
288,2003,12,5.66511210172062,6.31000658158261
289,2004,1,4.72065418552939,5.03832604953594
290,2004,2,4.33337002844545,4.59810776918342
291,2004,3,4.21717761900092,4.47062734409444
292,2004,4,4.20867376561204,4.69839367159476
293,2004,5,4.85555370355208,6.75588040333989
294,2004,6,5.59998065812527,9.43772725553308
295,2004,7,6.26941572003706,12.9805430858728
296,2004,8,6.73879899595804,14.4767261053529
297,2004,9,6.86948037956745,12.9132125763751
298,2004,10,6.72119844360176,9.66191488792043
299,2004,11,6.04560650201569,7.09896553807187
300,2004,12,5.61051146309428,6.14041044940081
301,2005,1,5.02811601824747,5.33660785355391
302,2005,2,4.57676054785464,4.81897184347126
303,2005,3,4.55980190089845,4.87300223452142
304,2005,4,4.64812987898125,5.19125169555342
305,2005,5,5.27428441998348,7.58851420662105
306,2005,6,6.02665074318965,10.6027834826905
307,2005,7,6.58254128351581,13.7831208863386
308,2005,8,7.06673249829864,14.2942302807446
309,2005,9,7.05178442967306,12.1881002413679
310,2005,10,7.10086223994052,9.62212414802781
311,2005,11,6.33463176245711,7.30779588525549
312,2005,12,5.52241916022172,6.08107647078155
313,2006,1,5.15715037372396,5.61156231403867
314,2006,2,4.18626291411555,4.50948659791786
315,2006,3,3.94935778154169,4.13367258840532
316,2006,4,4.20156558420286,4.54529821524443
317,2006,5,4.77003604578386,6.21078274975904
318,2006,6,5.59184713390464,9.51884213165763
319,2006,7,6.29988352954588,11.7487170049134
320,2006,8,6.80610808971376,12.1690052736644
321,2006,9,7.15439277092868,11.2263389804321
322,2006,10,6.989612198676,9.54189805845289
323,2006,11,6.09673450670356,7.0467152836067
324,2006,12,5.1354885356427,5.51305350021924
325,2007,1,4.06082657209387,4.30434283655775
326,2007,2,3.84417616759771,4.04361340282792
327,2007,3,3.15180154855222,3.16387417771492
328,2007,4,3.24909579619394,3.51891050983457
329,2007,5,4.09031045702062,5.44260233894138
330,2007,6,4.94446880033228,8.27155984933048
331,2007,7,5.65205959946133,11.9367281827888
332,2007,8,6.17732624803786,12.891039259261
333,2007,9,6.51882659024041,11.7093853766306
334,2007,10,6.34336062537945,8.70190212345532
335,2007,11,6.0326741411885,6.98870005260119
336,2007,12,5.46924128415409,5.97827566481862
337,2008,1,4.31453067474861,4.56157539389316
338,2008,2,3.66987490113542,3.84407520739169
339,2008,3,3.59413679851542,3.72862710396602
340,2008,4,3.73305653235908,4.00402185952895
341,2008,5,4.35295231790217,5.32450038100689
342,2008,6,5.17441989932045,8.18998754624593
343,2008,7,5.86850393691966,10.8007140537886
344,2008,8,6.47539778338678,12.5600848718894
345,2008,9,6.96474834666619,11.3331612212825
346,2008,10,6.78243529254769,9.1918291968312
347,2008,11,6.14309020071528,7.10390840330902
348,2008,12,5.35718472350619,5.88591991593003
349,2009,1,4.31255887019411,4.56247436800478
350,2009,2,3.757112531237,3.82481948728169
351,2009,3,3.52663983547689,3.46624489546187
352,2009,4,3.53541000066338,3.73487495771732
353,2009,5,4.27242754371437,6.2832243821497
354,2009,6,5.0956250064556,9.10458963712843
355,2009,7,5.78388091624154,11.8853811432717
356,2009,8,6.26747170631697,11.9027865921031
357,2009,9,6.82380258330473,11.4022676909963
358,2009,10,7.11106597201707,9.73877273520471
359,2009,11,6.44713466105585,7.46252728481375
360,2009,12,5.54444503378137,6.05767139186913
361,2010,1,5.15574635824128,5.45484171546763
362,2010,2,4.7847795561747,5.06746451876587
363,2010,3,4.3298192806853,4.6093126513687
364,2010,4,4.39461215813241,4.81184747426978
365,2010,5,5.00287310208653,6.27816352176653
366,2010,6,5.88104893379656,8.77735204785421
367,2010,7,6.39783644062142,11.2606566640556
368,2010,8,6.61852463202978,11.8703229554409
369,2010,9,6.75098341610323,12.0751932409563
370,2010,10,6.90424236373498,9.50204003408737
371,2010,11,6.49920157710006,7.57373192267163
372,2010,12,5.36140504928328,5.9196233746931
373,2011,1,4.53233353551604,4.94368741649283
374,2011,2,4.03177744679472,4.31361241241607
375,2011,3,3.59774938154568,3.70264399458644
376,2011,4,3.88751989521241,4.23701266254017
377,2011,5,4.53803133261042,6.10701835157755
378,2011,6,5.27749793687901,8.53817763559098
379,2011,7,5.8655623433943,11.0768362503708
380,2011,8,6.29665895759514,11.8356151558484
381,2011,9,7.11017975046578,10.6323616725239
382,2011,10,7.30699434202733,9.38688876431903
383,2011,11,6.2743132013146,7.38864616353095
384,2011,12,5.26756765078479,5.76355410403312
385,2012,1,4.03667889752273,4.18910878136751
386,2012,2,3.4140121927306,3.52528658604333
387,2012,3,3.13257321798501,3.01821377134729
388,2012,4,3.4610449601141,3.83134489875273
389,2012,5,4.30254714873333,5.76507927694114
390,2012,6,5.24217301838765,8.84326243693721
391,2012,7,5.94879508176101,10.9773175192478
392,2012,8,6.49988972854041,11.9630550773512
393,2012,9,6.76360297645599,10.4945438034419
394,2012,10,6.8028738944744,8.86420773509585
395,2012,11,6.14035533005202,7.0838211004478
396,2012,12,5.03354830376799,5.51160550177485
397,2013,1,4.56565270706621,4.93816931907747
398,2013,2,4.30681814667192,4.58643377847187
399,2013,3,4.13131690669942,4.33001103436157
400,2013,4,4.20112894202416,4.48017002292462
401,2013,5,4.78661949900926,5.95839320550168
402,2013,6,5.67007869541544,9.23510455115171
403,2013,7,6.23392733266139,11.8254825539493
404,2013,8,6.70887193122728,12.9067890727742
405,2013,9,6.99725254652672,11.5732514024122
406,2013,10,6.93597260657059,9.22657068216968
407,2013,11,6.56354559514193,7.90580996482769
408,2013,12,5.6517730705135,6.31662220914421
409,2014,1,5.18971354010628,5.66321153818005
410,2014,2,4.88332002181883,5.17693891719026
411,2014,3,4.5676895648303,4.81195252810683
412,2014,4,4.79705089978583,5.36254477077254
413,2014,5,5.50355069296995,8.00634103265718
414,2014,6,6.17203756929733,10.1796058630064
415,2014,7,6.76176758291068,13.2703038370028
416,2014,8,7.30838268126313,14.4634776088688
417,2014,9,7.52408205180758,13.1520469817048
418,2014,10,7.61655928043017,10.4467453711488
419,2014,11,7.22110585431139,8.79219206930355
420,2014,12,6.82143925900601,7.82927522980674
421,2015,1,6.21924233730627,6.96996190232697
422,2015,2,5.56715380351757,6.163681849101
423,2015,3,5.20390538283614,5.82251104281431
424,2015,4,5.35601254719388,6.06827277176259
425,2015,5,5.77607172842712,7.62642245609214
426,2015,6,6.32318051552448,10.77417815994
427,2015,7,6.91148098718663,12.962718398781
428,2015,8,7.23770010966746,13.9515576663466
429,2015,9,7.22120731084485,11.9450547832099
430,2015,10,7.28550182075624,10.0237014840115
431,2015,11,6.74875389566715,8.30572317890865
432,2015,12,6.17941561794879,6.9833807990182
433,2016,1,5.82753547265841,6.35307025544886
434,2016,2,5.59726257380879,6.1495967959059
435,2016,3,5.48808985762429,6.02948732942337
436,2016,4,5.67563944375783,6.68536175768216
437,2016,5,6.16877383868799,8.3491065681561
438,2016,6,6.73506073621294,11.3727542818834
439,2016,7,7.24317425433586,13.8417662856619
440,2016,8,7.50907122122143,14.218334135899
441,2016,9,7.55970351153273,13.5277256022405
442,2016,10,7.69710827236612,10.9479773397654
443,2016,11,7.43261247343471,9.05071229380426
444,2016,12,6.3971330533908,7.31380612437388
445,2017,1,5.46939808599561,6.01309068247986
446,2017,2,4.88791215081262,5.18742987240759
447,2017,3,4.2830018867357,4.55919982002316
448,2017,4,4.46625429380572,5.09275892834639
449,2017,5,5.18899632686579,6.880727474919
450,2017,6,6.10753646455321,9.74811431372068
451,2017,7,6.78352127782478,12.4998038927877
452,2017,8,7.25058924269772,13.4344493113139
453,2017,9,7.78207013607337,11.5581701229726
454,2017,10,7.54906567543721,9.97192755781216
455,2017,11,7.01253901254183,8.26449253810426
456,2017,12,6.33182277379292,7.060275201934
457,2018,1,5.65728870843917,6.19116599806052
458,2018,2,4.85913733973709,5.26845898305405
459,2018,3,4.62713335305821,4.92205435597843
460,2018,4,4.91004101783802,5.49534447382125
461,2018,5,5.47138504694524,6.86420313962318
462,2018,6,6.15187376791099,9.76819620685644
463,2018,7,6.60197164236478,11.9077110573915
464,2018,8,6.90754475437163,12.0466622919358
465,2018,9,7.01808309254195,12.349824611674
466,2018,10,7.28197944172074,10.6601356046858
467,2018,11,7.16800180743025,8.84919569691526
468,2018,12,6.5578586679659,7.43884161458435
469,2019,1,5.74592582051761,6.31831157784281
470,2019,2,5.44918907421473,5.91116717562988
471,2019,3,5.38323433383011,5.79858648629089
472,2019,4,5.68600920717439,6.44895458733863
473,2019,5,6.02266379201389,7.72167297577639
474,2019,6,6.67646439199417,10.5888008756875
475,2019,7,7.11018093678257,13.7831364639155
476,2019,8,7.28684441778979,14.7174016120878
477,2019,9,7.35987443078503,12.8987556825406
478,2019,10,7.26192713395726,10.2341432335304
479,2019,11,7.10197856340953,8.88418214651604
480,2019,12,6.51215099487854,7.39987630939093
481,2020,1,5.27013420672689,5.65476851404957
482,2020,2,4.32288070833023,4.59176529846023
483,2020,3,3.90554287142757,4.21777110752674
484,2020,4,4.19397112838035,4.76584627460371
485,2020,5,4.9954209298327,6.82591062825044
486,2020,6,5.89084478641949,9.98037131725352
487,2020,7,6.53542180095851,12.8504239440143
488,2020,8,7.02327162420143,13.6926738061215
489,2020,9,7.35973173597331,11.8550734749197
490,2020,10,7.71104875911173,10.0580188776766
491,2020,11,6.76065024000274,8.07813610807575
492,2020,12,6.00382287836266,6.65252399412167
493,2021,1,5.16416053123028,5.78055354769947
494,2021,2,4.5758480268769,5.10818764144579
495,2021,3,4.50402019650365,5.13836641377299
496,2021,4,4.76437553463436,5.52726610903954
497,2021,5,5.38721823858714,8.07685912129548
498,2021,6,6.06524144776212,10.0952962377772
499,2021,7,6.72592838369632,13.6378518488748
500,2021,8,7.12430045651065,13.6045556832283
501,2021,9,7.4545998144114,13.015264732226
502,2021,10,7.51499901354702,10.0889257549719
503,2021,11,6.82436240099008,8.26432883728577
504,2021,12,6.18000223728421,7.21128578573698
505,2022,1,4.60503257459554,5.26100630331238
506,2022,2,3.77429195123391,4.18514269598252
507,2022,3,3.11516815713973,3.41246556214684
508,2022,4,3.47380298324095,4.20299964804682
509,2022,5,4.24317324048993,5.73000785131138
510,2022,6,5.04779681406588,8.62592415886772
511,2022,7,5.75769325826491,12.6189445120354
512,2022,8,6.26381476677409,14.0354822987809
513,2022,9,6.68198851997746,12.2057393528699
514,2022,10,6.62712075235378,9.63059429305241
515,2022,11,6.146351769198,7.68336230679906
516,2022,12,4.89513772473561,5.4011973508622
517,2023,1,4.011528917551,4.31696479170966
518,2023,2,3.10157796218839,3.13949175735551
519,2023,3,2.71353859955183,2.72602341732053
520,2023,4,3.11440839789529,3.62682653376042
521,2023,5,3.94629164288776,5.49988601006
522,2023,6,4.86061617766839,8.44209136095929
523,2023,7,5.46763413585488,11.1244174746315
524,2023,8,5.99336736375015,13.0062486766216
525,2023,9,6.2732048387496,10.4418170945527
526,2023,10,6.18518427607519,8.61804495906638
527,2023,11,5.72552046793814,6.49328655045933
528,2023,12,4.99213494973996,5.47786744662014
529,2024,1,3.80647964999617,3.92758346980257
530,2024,2,3.56151270128794,3.70397513841419
531,2024,3,3.28923284082426,3.10850151985899
532,2024,4,3.65196153965154,3.66309117382217
533,2024,5,4.32612368186124,5.22936129860535
534,2024,6,5.15522938261908,8.49587347117001
535,2024,7,5.85839374754693,11.7332190221662
536,2024,8,6.41652276891905,13.3138253742848
537,2024,9,6.8091901595227,11.7016836271926
538,2024,10,6.94535613489657,9.41935666442829
539,2024,11,6.59748668542945,7.72284342136056
540,2024,12,5.98748412526394,6.78427800284366
541,2025,1,4.80941438596305,5.34973915049144
542,2025,2,4.0561448184958,4.42131414363473
543,2025,3,3.61808607806716,3.72507492439121
544,2025,4,3.65583357625682,4.14228215774828
545,2025,5,4.44768538281818,6.22059210790855
546,2025,6,5.35621859196872,8.74754603513216
547,2025,7,6.06721312202611,11.8410866705406
548,2025,8,6.53675299608421,12.6039120666262
549,2025,9,7.01266452685463,11.7714761630602
550,2025,10,7.37556571248014,10.2271630678644
551,2025,11,7.15202079938465,8.55163835897252
552,2025,12,6.60641654116103,7.02950503558901
553,2026,1,5.8900543727803,6.24453882183822
554,2026,2,5.64174157839429,5.97274721419206
555,2026,3,5.25526791389672,5.58987140044193
556,2026,4,5.19938421281471,5.58154952288741
557,2026,5,5.69902137979167,7.26639353675335
558,2026,6,6.31398331554768,9.95086305008898
559,2026,7,6.87033493325919,12.8064748850179
560,2026,8,7.30547854498002,13.9933431350323
561,2026,9,7.62757439831728,12.5237769403298
562,2026,10,7.60027588186141,10.1645133550933
563,2026,11,7.08823864507523,8.5233276424705
564,2026,12,6.52429767495119,7.05568951370169
565,2027,1,5.59982062287617,5.95960837392732
566,2027,2,5.30109243175987,5.57533100459701
567,2027,3,4.81537171345145,5.01640037276999
568,2027,4,4.72271528064788,4.85131612046772
569,2027,5,5.3488060084784,7.43032831686508
570,2027,6,6.10635325663108,10.0888678526211
571,2027,7,6.67264170579581,12.4653289009071
572,2027,8,7.14566117739312,13.7149747373107
573,2027,9,7.48911084179418,12.0215406214999
574,2027,10,7.50603994934357,9.94323894553006
575,2027,11,6.87648231448852,8.12967796595686
576,2027,12,6.09480303212041,6.54872111524424
577,2028,1,5.02549202162788,5.29565864062321
578,2028,2,4.24460706024528,4.17183231759976
579,2028,3,4.17386355957787,4.30357177105802
580,2028,4,4.34845528911314,4.67069713704383
581,2028,5,4.89927673010317,6.51519174463837
582,2028,6,5.63165964598785,9.39314471222676
583,2028,7,6.2497870410812,12.3726700179688
584,2028,8,6.67686539071637,12.9953657078538
585,2028,9,6.98532825532983,11.5100720236465
586,2028,10,7.13829058108636,9.6176806419414
587,2028,11,6.83388086104194,8.00347387418365
588,2028,12,6.4182485870224,7.0909462051352
589,2029,1,5.83877562158286,6.13910786508271
590,2029,2,5.47180852893258,5.60291873741193
591,2029,3,4.91784702884703,5.07643005264973
592,2029,4,4.79101024759922,5.37635530708796
593,2029,5,5.50861627785437,8.34871964386221
594,2029,6,6.30698841758774,10.8870014276077
595,2029,7,6.87106424093023,13.0355707627258
596,2029,8,7.32240967458445,14.323445586352
597,2029,9,7.62702817631403,13.1486191707789
598,2029,10,7.71299534779823,10.4148739659489
599,2029,11,7.02525164044077,8.27795622577031
600,2029,12,6.67332766790281,7.42289135341881
601,2030,1,5.63481753722235,6.10805183945475
602,2030,2,5.21355787763131,5.57213244533758
603,2030,3,5.11715026723927,5.54220996541715
604,2030,4,5.16515925157761,5.51754945251218
605,2030,5,5.67859634761994,7.54491519074966
606,2030,6,6.39784180973128,10.9549258723226
607,2030,7,7.06785842936543,14.790751604616
608,2030,8,7.52816628202808,15.2036013300973
