"","dnll_transient_killer_whales","dnll_resident_killer_whales","dnll_offshore_killer_whales","dnll_other_toothed_whales","dnll_humpback_whale","dnll_other_baleen_whales","dnll_dolphins_porpoises","dnll_northern_elephant_seal","dnll_northern_fur_seal_adult","dnll_northern_fur_seal_juvenile","dnll_steller_sea_lion","dnll_harbor_seal","dnll_sea_otter","dnll_piscivorous_surface_birds","dnll_planktivorous_surface_birds","dnll_piscivorous_diving_birds","dnll_planktivorous_diving_birds","dnll_salmon_returning","dnll_salmon_outgoing","dnll_pacific_hake","dnll_pacific_herring_adult","dnll_pacific_herring_juvenile","dnll_pacific_sandlance","dnll_pacific_capelin","dnll_shelf_forage_fish","dnll_slope_forage_fish","dnll_pacific_dogfish","dnll_salmon_shark","dnll_pacific_sleeper_shark","dnll_big_skate","dnll_longnose_skate","dnll_other_skates","dnll_pacific_halibut_adult","dnll_pacific_halibut_juvenile","dnll_arrowtooth_flounder_adult","dnll_arrowtooth_flounder_juvenile","dnll_rex_sole_adult","dnll_rex_sole_juvenile","dnll_flathead_sole_adult","dnll_flathead_sole_juvenile","dnll_shallow_water_flatfish","dnll_deep_water_flatfish","dnll_pacific_ocean_perch_adult","dnll_pacific_ocean_perch_juvenile","dnll_slope_rockfish","dnll_demersal_shelf_rockfish","dnll_pelagic_shelf_rockfish","dnll_thornyheads","dnll_sablefish_adult","dnll_sablefish_juvenile","dnll_pacific_cod_adult","dnll_pacific_cod_juvenile","dnll_walleye_pollock_adult","dnll_walleye_pollock_juvenile","dnll_large_sculpins","dnll_lingcod","dnll_atka_mackerel","dnll_shelf_demersal_fish","dnll_slope_demersal_fish","dnll_miscellaneous_deep_sea_fish","dnll_squid","dnll_octopus","dnll_tanner_crab","dnll_king_crab","dnll_pandalid_shrimp","dnll_nonpandalid_shrimp","dnll_motile_epifauna","dnll_benthic_zooplankton","dnll_sessile_epifauna","dnll_infauna","dnll_gelatinous_carnivores","dnll_other_gelatinous_zooplankton","dnll_mysids","dnll_pelagic_amphipods","dnll_euphausiids","dnll_large_copepods","dnll_small_copepods","dnll_large_microzooplankton","dnll_small_microzooplankton","dnll_large_phytoplankton","dnll_small_phytoplankton","dnll_macroalgae","dnll_benthic_microbes","dnll_discards","dnll_offal","dnll_detritus"
"transient_killer_whales",0.0558258454756597,0.0117804790308824,0.0122961271607096,0.0130252910698943,-0.00581894501457469,0.0123602367953595,0.0108821980218963,0.0184719335015515,0.0117823159769159,0.0123715113701977,-0.20591308925421,0.000787802342543387,0.0143185386854086,0.0126527701764871,0.012563169021675,0.012979814708963,0.0125631557463279,8.16851347435182,0.0130916037183155,0.011966981774691,0.0211849148555103,0.00481328123284896,-0.00403987509766068,0.0106702705972381,-0.0284404010828894,0.0202038972487699,0.0117158837363789,0.00353860523351557,-0.0362572154759064,0.0112588131540292,0.0127480135871565,0.00391433919742923,0.126983156061769,0.0138243036796837,0.160559233433247,0.228130008731419,0.00972863842175542,0.0118885071644499,0.0143504677425028,0.00992867769098638,0.00643592584749797,0.0235993067026499,0.0182883731950128,0.0124297052341618,-0.0129711987714742,0.0136585600249433,0.0134086903569539,0.0118765221449877,0.0654680805671788,0.012559673990765,-0.0705872286869109,0.0269518126358932,0.130920277502611,0.0499711901861133,0.0127238155772318,-0.0117702946107414,0.0111728081507323,0.00355820648677252,-0.0135758322646069,0.0118479631044792,-0.0362825137893381,0.000899067101869377,0.00116492930956724,0.0128785309275727,-0.0329382380512868,-0.0237514448100171,-0.010122285029361,-0.00680585408590417,0.0123747299614436,-0.00571576875842794,0.0258508147345893,-0.00114141147452074,0.0054194630299591,0.0168790771338223,-0.180757262270802,0.103171411255353,0.00606978977838679,0.428525123341466,0.0137726379796277,0.0392726486727568,0.0138187231405169,0.0124055251456241,0.0153995016340787,0.0126266960338555,0.00693385831413451,0.0155776522138282
"resident_killer_whales",-0.0312376995922889,-1.05719617428485,-0.0299970324151673,-0.0321892811058504,-0.0302565202010641,-0.0306039767325714,-0.0294515996666505,-0.00597076463061086,-0.0303381858416572,-0.0302619612987698,-0.128783557939158,-0.0463406216320905,-0.0300026827832411,-0.0303223999216513,-0.0301312114617218,-0.0301964951368348,-0.0301310377303992,-66.4443598063209,-0.0304324760653358,-0.0303722554904908,-0.0346467927565755,0.0125840563782518,-0.036786247225443,-0.641335354476951,-0.0955825195670528,-0.0303611128111996,-0.0288668287947473,0.518115858314424,0.002907410212039,-0.00238794713825996,-0.0219977923353554,-0.00556171817512308,0.164519525630858,-0.0111392401637502,0.179345693857655,0.535961994524754,-0.0276860133736037,-0.0289876376657219,-0.0305362415945751,-0.0208397795960735,-0.0213029519275167,-0.055935194508379,0.0293688459954993,-0.0301467451379622,-0.0857825588304237,0.000751817001571453,-0.0407463436351279,-0.0301232228185029,0.0641217160841805,-0.0294293521170914,0.528951551169776,-0.0177883723806431,0.279448633297889,-0.0505881976006677,-0.0351374247854466,-0.0363562151619732,-0.0603408996020889,-0.0494461671641844,-0.0582237676764663,0.000667955845628398,2.00733164580629,0.0329628641570778,0.0668317399781557,-0.0304759704961484,0.115550807461254,0.145661325264349,0.0779644009750058,0.0158686780052264,-0.0280602123561877,0.0695125840082014,-0.0806250706888889,-0.0159301306214985,-0.0285346007593716,-0.06010599477856,1.99202977524903,-3.43974548566499,-0.1117005514417,-11.4708194666324,-0.0423933746383867,-0.160494013681991,-0.0546519235941716,-0.0299654601975803,-0.0293256473311558,-0.0306982381665577,0.050203580661389,-0.033691004322904
"offshore_killer_whales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"other_toothed_whales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"humpback_whale",-0.00125737595010911,-0.0034610407884319,-0.00347433531761965,-0.00357098869152495,0.0152459644795471,-0.00355960995611149,-0.00347720105235005,-0.00344221517031507,-0.00348941834466565,-0.00348424481780363,-0.0031340753051623,-0.00327048592811074,-0.00345834966861602,-0.00353761323830071,-0.00347398218933215,-0.00404754403613339,-0.00347399227749356,-0.308156210213948,-0.00349272922462163,-0.00342123227623503,0.0053777158581898,0.00421404595399899,-0.00469278282026941,0.0648244576559183,0.0190366336673389,-0.00319314713980567,-0.00337996372247495,-0.00263060553389494,-0.00357806898604274,-0.00318759020500359,-0.00358607726867,-0.00470397742266826,0.01161465109546,-0.00302206225676827,-0.000398690953844039,0.00381044218902282,-0.00390799037573508,-0.00357219273408305,-0.0039778606603047,-0.00327135263297329,-0.0047366668115707,-0.00393412525098213,0.00625063182224217,-0.00333185465733798,-0.00405502825518589,-0.0028929490520504,-0.00504678405337344,-0.0035128685122654,0.00517738336845497,-0.00342450899252533,0.00727019014426844,-0.00924156548090771,0.161330566899396,-0.0181342432558456,-0.00349024244409257,-0.00279347566858767,-0.00964043388379388,-0.00735893134907784,0.00146256427134794,-0.0072899273747602,-0.0276539867652943,-0.00396824171919263,-0.00601578677643388,-0.0035028876689509,-0.000708217512025655,-0.00714816178056132,-0.00487815219998389,-0.00421187898932729,-0.00356353768443185,-0.00536318276260772,-0.0137571693556193,-0.00302360917516609,-0.00163737650440865,-0.0114499970261033,-0.0566428536981487,0.0590551920537621,-0.00785907160921617,-0.0206517746443051,-0.00509099041456551,-0.0206834083609984,-0.00515579822261891,-0.00346977911669732,-0.00368244556712938,-0.00349228866526019,-0.00296337443992201,-0.00258339383688089
"other_baleen_whales",-0.00093177146625667,-0.000953597404445006,-0.000938211855647353,-0.000925578984952047,-0.000946322820478684,0.00254236128585639,-0.000937193997293306,-0.0008566051234844,-0.000938295107564713,-0.000938345824406106,-0.000723945045325358,-0.000892905794533938,-0.000937900185112639,-0.000939014498724688,-0.000938081024911774,-0.000947682345336709,-0.000938080833400967,0.300043343308372,-0.00094980945127876,-0.000931652133515648,1.41943432527825e-05,0.000447834747501652,-0.000988164753988663,-0.00796904955941624,-0.00221311649621736,-0.00103854431981354,-0.000969671991838617,-0.00108534692315576,-0.000945581910809068,-0.000934017851641933,-0.000941487745635072,-0.00114116251363505,0.00107048248552122,-0.000884974341777145,0.00122263103850262,0.00227465697554763,-0.000715956913988514,-0.000952597255133192,-0.00120126624482797,-0.000703463453318065,-0.00119533743850297,-0.00177142150615239,0.000492777701839309,-0.000973757161222721,-0.00176070825064478,-0.000854561919369168,-0.00149212108151087,-0.000951072744013182,4.19149967090249e-06,-0.000931034688782084,-0.00190303860461949,-0.00157788998238306,0.0156997619605406,-0.00360288006678111,-0.000938082444823074,-0.00108658578906429,-0.00199320378394674,-0.00167007365165084,-0.0010310744194495,-0.000695481169236345,-0.00359264280533544,-0.000627337107578896,-0.00110659398490842,-0.000938007053066237,-0.00323823007774582,-0.00252763994124194,-0.00136976710489645,-0.00154266881014919,-0.000940199030654121,-0.00118579196185031,-0.00278501332039482,-9.99119912483692e-05,-0.000604498941760845,-0.00244034285591166,-0.0104897510462187,0.021263811648021,-0.00184032640270626,0.00273511956989569,-0.00116445546254429,-0.0042521860900866,-0.00131421949490473,-0.000935749690041732,-0.00166869039865425,-0.000938446896974199,-0.000932603608114313,-0.00117720439462765
"dolphins_porpoises",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"northern_elephant_seal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"northern_fur_seal_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"northern_fur_seal_juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
