"","dnll_transient_killer_whales","dnll_resident_killer_whales","dnll_offshore_killer_whales","dnll_other_toothed_whales","dnll_humpback_whale","dnll_other_baleen_whales","dnll_dolphins_porpoises","dnll_northern_elephant_seal","dnll_northern_fur_seal_adult","dnll_northern_fur_seal_juvenile","dnll_steller_sea_lion","dnll_harbor_seal","dnll_sea_otter","dnll_piscivorous_surface_birds","dnll_planktivorous_surface_birds","dnll_piscivorous_diving_birds","dnll_planktivorous_diving_birds","dnll_salmon_returning","dnll_salmon_outgoing","dnll_pacific_hake","dnll_pacific_herring_adult","dnll_pacific_herring_juvenile","dnll_pacific_sandlance","dnll_pacific_capelin","dnll_shelf_forage_fish","dnll_slope_forage_fish","dnll_pacific_dogfish","dnll_salmon_shark","dnll_pacific_sleeper_shark","dnll_big_skate","dnll_longnose_skate","dnll_other_skates","dnll_pacific_halibut_adult","dnll_pacific_halibut_juvenile","dnll_arrowtooth_flounder_adult","dnll_arrowtooth_flounder_juvenile","dnll_rex_sole_adult","dnll_rex_sole_juvenile","dnll_flathead_sole_adult","dnll_flathead_sole_juvenile","dnll_shallow_water_flatfish","dnll_deep_water_flatfish","dnll_pacific_ocean_perch_adult","dnll_pacific_ocean_perch_juvenile","dnll_slope_rockfish","dnll_demersal_shelf_rockfish","dnll_pelagic_shelf_rockfish","dnll_thornyheads","dnll_sablefish_adult","dnll_sablefish_juvenile","dnll_pacific_cod_adult","dnll_pacific_cod_juvenile","dnll_walleye_pollock_adult","dnll_walleye_pollock_juvenile","dnll_large_sculpins","dnll_lingcod","dnll_atka_mackerel","dnll_shelf_demersal_fish","dnll_slope_demersal_fish","dnll_miscellaneous_deep_sea_fish","dnll_squid","dnll_octopus","dnll_tanner_crab","dnll_king_crab","dnll_pandalid_shrimp","dnll_nonpandalid_shrimp","dnll_motile_epifauna","dnll_benthic_zooplankton","dnll_sessile_epifauna","dnll_infauna","dnll_gelatinous_carnivores","dnll_other_gelatinous_zooplankton","dnll_mysids","dnll_pelagic_amphipods","dnll_euphausiids","dnll_large_copepods","dnll_small_copepods","dnll_large_microzooplankton","dnll_small_microzooplankton","dnll_large_phytoplankton","dnll_small_phytoplankton","dnll_macroalgae","dnll_benthic_microbes","dnll_discards","dnll_offal","dnll_detritus"
"steller_sea_lion",0.00810457956496435,0.0474828416527515,0.0509958928033356,0.0526701814480504,0.0513991871683785,0.0511499898469339,0.0507611173725913,0.0637973120537616,0.0511370656451078,0.051059048128451,-1.06466200522855,0.0575042510095685,0.0507966268949289,0.0511668746675582,0.0509923293615095,0.0516500624382346,0.0509922779055465,86.0400272738065,0.0533429954589479,0.0484450279800761,0.0346144270358835,0.0304280372964065,-0.0178133018167941,0.222155527299417,-0.0687455141507627,0.0865644287646141,0.0505571652588124,0.00462736420018572,0.0505407099255173,0.0520176919288708,0.0501376009395784,0.0354142064060845,0.522574029722392,0.0532436593156547,0.521781022896405,0.914619894444645,0.0369033060541071,0.0482198623503542,0.0545601939740301,0.0396688552357141,0.0244589307675831,0.0813085331537557,0.0898079632763746,0.0509030901529997,-0.0645137518886472,0.0542179405049126,0.0515432478840587,0.0485086734685574,0.293386583165702,0.0508797143687083,-0.172646746422238,0.0903250856972306,1.06848986963148,-0.0391351381696659,0.0525201729153828,-0.00293850949954333,0.0386818834764782,0.00774023990199879,-0.0460986860983645,0.0470466213297414,-0.312261763929271,0.0270957836495498,0.00738216064984343,0.0516952182831361,-0.134903300227524,-0.112584549328581,-0.0543397062995759,-0.0394004675265833,0.0500486453944333,-0.0286571416798864,0.0836137382016737,-0.0151553645962288,0.0195749402541949,0.0561391829060192,-0.996529252901812,0.761052896588868,0.00705906739220197,2.36044052280501,0.0545827221252857,0.133763103055362,0.0543968279348519,0.0506671238934189,0.060658069109131,0.0512685710142904,0.0288411546215137,0.056757927947686
"harbor_seal",0.150853335880665,0.0927332770721776,0.127357029306587,0.0919146318002788,0.0870161317794853,0.087368299774317,0.0886426644726921,-0.0174898491897633,0.0873153118001007,0.0877547103954583,-0.0423160913565415,0.766983204820956,0.0889321320058265,0.0867952551946392,0.0886127223439352,0.0839167791675237,0.0886126090409629,-31.7795528772349,0.0883025215703643,0.08348336263197,-1.92549159787123,0.0881696044687086,0.34658881513538,0.218218429195318,1.05256382011637,0.0856805642997109,0.184856025452721,0.0328081875240365,6.94423685314802,0.140865568289421,0.097180727708519,0.539616185727171,-2.30039241236881,0.0200757820153701,-2.28571871389195,-3.09570421072518,0.111050027457098,0.0943166313251034,0.0788958058854465,0.077269618474924,0.136332463171543,4.54252554167311e-05,0.163583758882792,0.093013108614679,0.0301628889799197,0.0423099575575314,0.0901891165080357,0.0938596072410434,-0.933842208393495,0.0863571959829592,-0.465578986525122,-0.195168849270027,-2.34414853706936,-0.827545515103777,0.0895098332996778,1.22095922754315,0.0319700255975963,0.19717423046801,0.218233288952042,0.0603643449688924,0.177506422591847,0.091670425786754,0.0233441125147849,0.090566195399072,0.34355693686812,0.213566694575988,0.316167761805518,0.192495827590728,0.0851743932985087,0.00223462608299663,-0.0559765683637536,0.248479715380196,0.1869388191677,0.0725451260514536,3.11649590391146,-0.603618516922721,0.106151399231836,-1.64946054308652,0.0804820994429765,-0.0886475453225355,0.0868333473703995,0.0873071313529188,0.116195115279288,0.0881360849606132,0.0537739775856334,-0.191179421777431
"sea_otter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"piscivorous_surface_birds",0.00142245090897042,0.00145113902338245,0.00142259631445718,0.001330585864455,0.00149846989462166,0.00147290525651123,0.00137510312080202,0.00114068778597787,0.00143580768161922,0.00143225132959746,0.00049451130618472,0.00151172547765555,0.00140078128739507,-0.0235005377187179,0.00142465160590799,0.00185836769617254,0.00142463001221937,-0.264472999565584,0.00142554733670419,0.0014000511988117,0.00192091839645325,-0.00127611460873922,0.00388371139785271,-0.0666357952802601,-0.00757836034798931,0.00127954091026528,0.00117657067913068,0.00162969926263834,0.00124925880391924,0.00139411609258033,0.00151454857415434,0.00206332529297271,-0.00125060846572733,0.00131004926564859,-0.00733320044871899,-0.0121952204072278,0.000208822612081327,0.00131680690474845,0.00257249955186634,0.000399692662020001,0.00313754760670992,0.00811491552263632,-0.00472734190583868,0.00116983496282597,0.00417366752920767,0.0014307851190285,0.00130555384509101,0.00141813203936891,-0.00339161190329929,0.00139780334738759,0.00578899926455012,0.00519524202836763,-0.101514954986616,0.0063966031188194,0.00132049532008782,0.00138958697790592,0.00366638871851777,0.0041657208074275,0.00447900882373986,-0.000734478971152974,0.0200585109961748,0.0148404085923977,-0.000474138418470993,0.00158029280348249,0.000465155503388992,0.00106657952051137,0.00984683896103444,0.00149647475470527,0.0014560354938844,0.00481239007692924,0.00559496583409835,0.00361104055019545,0.00165898954619692,0.00205002062780846,0.0302596948209661,-0.00902933878575318,0.00297129787010508,0.00475521915407562,0.00143518310776525,0.00828770803880641,0.00131024917754008,0.00134912747464355,0.00266338479268313,0.00154235365870914,0.00139836889346423,-2.02216810256672e-05
"planktivorous_surface_birds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"piscivorous_diving_birds",0.000351081456525293,0.000307209748797277,0.00034954185895586,0.000391534107805569,0.000481680550301178,0.000404307359179512,0.00032154967826159,0.000292888372705136,0.000369565314723985,0.000362661680942011,-0.000347179133761699,0.000249601380200914,0.000327702325936485,0.0032492435883924,0.000350659050827318,-0.0231795329852069,0.000350658364290268,0.847808467282565,0.000336146208244514,0.000297389014409788,-0.00383384297221667,-0.00269797669616878,0.00124043871374724,-0.131850595469338,-0.0177523769063654,0.000159070350569834,5.75528265045477e-05,-0.00088289005764608,0.000324559788648315,1.81582573119954e-05,0.000563503049345826,0.00155680794884816,-0.0113372436245349,-8.18355514482505e-05,-0.00413561619209446,-0.00897730682285314,-0.000172329694084539,0.000283374117980628,0.00149630401382694,-0.000573714591272534,0.00151970802147616,0.00265034087180283,-0.00669349067107206,2.98131000917579e-05,0.000648000322886588,0.000267560195961636,7.5427986867993e-05,0.000371486702789525,-0.00713215976526627,0.000313519788274874,-0.00653548440282492,0.00600607640150486,-0.136616555455138,0.00260181255771741,0.000301636974658237,-0.000572904775857808,0.00288153483675657,0.00180247758917673,-0.00315774604020191,0.00215986704950666,0.0190468593879061,0.0041016784801009,0.00131656422896853,0.000401670881963412,-0.000643584625095173,0.00330771397119278,0.00348008194554694,0.00105287944508703,0.000415492205277701,0.0022102916659037,0.00477151307401513,0.00233582862761494,0.000347025846373583,0.00105628242961586,0.0295756837635146,0.0029723332497511,0.00229069192814535,0.0221621245484869,0.000358291401120425,0.00769436048347316,-2.96633136898095e-06,0.000329803797150419,0.00126022308553075,0.000361335565500553,-0.000161235315783159,-0.000313683763053518
"planktivorous_diving_birds",0.000341472081648142,0.000334853971851068,0.00034192231390584,0.000361160459965149,0.000360249455822803,0.000355585359525179,0.000350526646635707,0.000335730228031572,0.00034361257066795,0.000343222963149259,0.000288578491829838,0.000316380929415772,0.00034019055600254,0.00147705811870491,0.000341979085452415,0.00042163487011937,0.00033571025949275,0.202020414012817,0.000362881534534232,0.000333179040054254,-0.000806423842512061,-0.000716217679510578,0.000322527882099521,-0.00815306973003072,-0.0040806700572098,0.000277926440440446,0.000326137631494916,0.000172751319409414,0.000337892141970997,0.000289929072482487,0.000343181347189692,0.000527770775605951,-0.00152670704397373,0.000286590875206549,4.44418802860724e-05,-0.000344499650710262,8.35091825335255e-05,0.000293469320054918,0.000501573791503063,0.000173727724644301,0.000604263912861391,0.000747932242063598,-0.001736818155603,0.000336391410787229,0.000129615864784327,0.000144234902390572,0.000817613908624892,0.000342611055772046,-0.000911970441584309,0.000334316892125486,4.91042591184154e-05,0.00129183192219084,-0.0224901212197084,0.00348605371664235,0.000337868163609478,0.000133652891094904,0.00167409414209896,0.0011265936749778,-0.000659189158048079,0.00117319109304947,0.00679094844021222,0.000893199995892324,0.000569923948276596,0.000351981620782205,0.000246028011652299,0.00126186478747226,0.000842935993126126,0.000499828787604351,0.00035300322647025,0.000630537413496057,0.0017462562496906,-0.000618413923616501,0.000308448705523823,-0.00352636434055054,0.00609430494950658,-0.00630595959260383,-0.00443120858356938,0.0188472309643366,-0.000647592777807127,0.00652282447481678,-0.00101004222009227,0.000338564416788145,0.000531127341703908,0.000343687128961712,0.00029386626118022,0.000290122742788945
"salmon_returning",-0.163945206665858,0.284290939824132,-0.144299939274561,-0.130215687341433,-0.148125467866976,-0.151746599906801,-0.139662102264765,-0.0738747038458314,-0.1492073078457,-0.147917394556544,-1.07463964243163,-0.247313681251626,-0.146897122164887,-0.148611029822064,-0.14680817777753,-0.146716028067885,-0.146806272037907,-615.136483020718,-0.149889166271123,-0.147329634598009,0.398189879965571,0.266631903931966,-0.210203406960431,-6.65605675911024,-0.425406670804136,-0.143381857417012,-0.16661169467568,5.0675738087109,0.331377796512243,-0.142628837296911,-0.134602751970192,-0.263156813595174,-0.00507233425230424,-0.13584851424821,1.54812510223906,1.82042199436205,-0.171873170170102,-0.145203995416523,-0.0886914010766304,-0.197901948361618,-0.184752830044999,-0.14927594106689,0.491645053327488,-0.150621643875184,-0.536077885637155,-0.200929159706334,-0.324545576762034,-0.141789072341567,-0.709654833158652,-0.145474508958841,-0.606994730714973,0.0539307323525691,1.1767145839608,-0.471119704769762,-0.149118082364566,-0.218515730279364,-0.432437760986204,-0.477731960178971,-0.686509264801089,0.206438123244538,17.7265601097558,-0.112878740970245,-0.162693950071343,-0.146372727208586,-0.21729388742915,0.0961456048790978,-0.0416942564713736,-0.141710548156539,-0.149471259564848,-0.183176291934728,-0.803165691847084,-0.207309451910191,-0.186882960122944,-0.380963515988128,16.4313793127254,-27.9142220720906,-0.903295810623831,-92.1630375563947,-0.28622456036544,-1.17455113812741,-0.402954525365544,-0.147365057603224,-0.0273456452659957,-0.14680417469981,-0.271475362451724,-0.0557970786193209
"salmon_outgoing",-0.000114409734401022,-0.000114388125984632,-0.000113278757629232,-0.000114528362765043,-0.000114277510762761,-0.000116189049236937,-0.00011743706541445,-0.000117208111575451,-0.000112978955550957,-0.000112986282111649,-0.000563489783248272,-0.000109712060648803,-0.000114105813217691,-0.000117175802316183,-0.000113247227300661,-0.000138125123918087,-0.000113247685982643,0.0258628255624362,0.000125207576568087,-0.000113952642468718,3.0798271685839e-05,9.58109976405552e-05,0.000427788493235326,-0.00517407502450951,0.000446307172499161,-8.16867087163331e-05,-0.000113926449246904,-0.000163253042529732,-0.000119386672027488,-0.000113607403109839,-0.000112530443924896,-0.000114990750700983,-0.011208589731611,-0.000144197113968403,-0.000133498571083024,-0.000466064247524045,-0.000240832556134052,-0.000188575793657719,-8.66147835481001e-05,-0.000214526023809114,-1.33681246410333e-05,-0.000139591889203317,0.000184660936998426,-0.000128621931628103,0.000217829416166992,-0.000116751252216218,-0.000290313301912093,-0.00011621484397395,-0.00163521167205616,-0.000107653935756957,-0.000726340545282866,0.00018071933384789,-0.00568978638294126,-0.000825694928176191,-0.000115607738521817,-0.00011474021813207,-0.000568744264787924,-0.000422841511497296,-0.000320904322920867,-0.000163377765527883,-0.00071553294261939,-0.000140356078574655,0.000105135306936788,-0.000112371784721788,-0.00012655069225076,-0.000232777779638482,0.000640544728620185,-0.000112360959779068,-0.000112380306974913,-0.000138712053015411,-0.000508287221697046,0.00171901215055925,0.000502833518767787,0.00766442880188301,0.00258640508035057,0.0370594038226635,-0.000612648822968964,-0.00049930473720039,0.00016826572586659,-0.00125464797777397,-0.000476017865873146,-0.000114235314610411,-0.000110269593122325,-0.000112680409976917,-0.000127538935590366,-0.000102520045212273
"pacific_hake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
