"varname","simulation","year","month","prod_biom_month","month_mean","anomaly_ratio"
"prod_PhL","ssp126",1980,1,3.55498706336315,0.762541722138246,4.66202302136937
"prod_PhL","ssp126",1980,2,4.79952470823659,2.44019441661627,1.96686160559777
"prod_PhL","ssp126",1980,3,14.2422168213084,8.37780959169394,1.69999289974656
"prod_PhL","ssp126",1980,4,47.2746320741901,17.6008857108071,2.68592347288314
"prod_PhL","ssp126",1980,5,40.0726633353009,24.781673692385,1.6170281246022
"prod_PhL","ssp126",1980,6,28.7863333142354,23.8540068360163,1.20677140373633
"prod_PhL","ssp126",1980,7,29.6512805969589,23.0523734465519,1.28625716851703
"prod_PhL","ssp126",1980,8,26.5445197326714,24.2220282999953,1.09588344146541
"prod_PhL","ssp126",1980,9,25.0250994174988,22.653906466303,1.10467037792016
"prod_PhL","ssp126",1980,10,13.1014962554148,11.1795563631025,1.17191557785384
"prod_PhL","ssp126",1980,11,2.38695277854578,2.85087114617456,0.837271365894145
"prod_PhL","ssp126",1980,12,0.462527423326044,0.698939567861982,0.661755958016356
"prod_PhL","ssp126",1981,1,0.89904267163102,0.762541722138246,1.17900784380691
"prod_PhL","ssp126",1981,2,1.53795194266481,2.44019441661627,0.630257954936816
"prod_PhL","ssp126",1981,3,5.25888486351977,8.37780959169394,0.6277159687102
"prod_PhL","ssp126",1981,4,19.8709073590587,17.6008857108071,1.12897201229242
"prod_PhL","ssp126",1981,5,23.222402445548,24.781673692385,0.937079663537168
"prod_PhL","ssp126",1981,6,20.1795953013846,23.8540068360163,0.845962501818191
"prod_PhL","ssp126",1981,7,15.4324331189508,23.0523734465519,0.669450941992227
"prod_PhL","ssp126",1981,8,19.7172482593748,24.2220282999953,0.814021353421449
"prod_PhL","ssp126",1981,9,16.7689779510316,22.653906466303,0.740224560208852
"prod_PhL","ssp126",1981,10,7.78310000762921,11.1795563631025,0.696190417118601
"prod_PhL","ssp126",1981,11,1.48388916464692,2.85087114617456,0.520503764836259
"prod_PhL","ssp126",1981,12,0.235397767539639,0.698939567861982,0.336792733397121
"prod_PhL","ssp126",1982,1,0.660751613202975,0.762541722138246,0.866512079299949
"prod_PhL","ssp126",1982,2,1.56662984652066,2.44019441661627,0.642010257810951
"prod_PhL","ssp126",1982,3,5.64842904924505,8.37780959169394,0.674213108739676
"prod_PhL","ssp126",1982,4,9.81887462540352,17.6008857108071,0.557862529575694
"prod_PhL","ssp126",1982,5,25.1244350658724,24.781673692385,1.01383124391605
"prod_PhL","ssp126",1982,6,24.240525593379,23.8540068360163,1.01620351499099
"prod_PhL","ssp126",1982,7,17.7846310594135,23.0523734465519,0.771488068274101
"prod_PhL","ssp126",1982,8,20.0198225345731,24.2220282999953,0.826513051946891
"prod_PhL","ssp126",1982,9,17.9677542291767,22.653906466303,0.793141538564359
"prod_PhL","ssp126",1982,10,11.9347499292473,11.1795563631025,1.06755130003525
"prod_PhL","ssp126",1982,11,1.93079465757203,2.85087114617456,0.677264793311641
"prod_PhL","ssp126",1982,12,0.240053325318526,0.698939567861982,0.343453620822807
"prod_PhL","ssp126",1983,1,0.590974659944548,0.762541722138246,0.775006327899533
"prod_PhL","ssp126",1983,2,1.52260878726714,2.44019441661627,0.62397027749063
"prod_PhL","ssp126",1983,3,8.10213081593145,8.37780959169394,0.967094170290548
"prod_PhL","ssp126",1983,4,13.8384677166745,17.6008857108071,0.786237007844302
"prod_PhL","ssp126",1983,5,17.2749042985681,24.781673692385,0.697083841592039
"prod_PhL","ssp126",1983,6,19.2315025496043,23.8540068360163,0.806216862509123
"prod_PhL","ssp126",1983,7,20.0522124267563,23.0523734465519,0.869854571515096
"prod_PhL","ssp126",1983,8,23.7329576271638,24.2220282999953,0.979808847270171
"prod_PhL","ssp126",1983,9,18.9683311842716,22.653906466303,0.837309503881212
"prod_PhL","ssp126",1983,10,9.97274171559185,11.1795563631025,0.892051651397041
"prod_PhL","ssp126",1983,11,1.9540573177405,2.85087114617456,0.685424636031886
"prod_PhL","ssp126",1983,12,0.571214713082428,0.698939567861982,0.817259086976207
"prod_PhL","ssp126",1984,1,0.575966615888778,0.762541722138246,0.755324724099959
"prod_PhL","ssp126",1984,2,2.59008418634612,2.44019441661627,1.06142533918985
"prod_PhL","ssp126",1984,3,7.41579720793175,8.37780959169394,0.885171371677393
"prod_PhL","ssp126",1984,4,9.76334048980759,17.6008857108071,0.554707339745569
"prod_PhL","ssp126",1984,5,35.3819290239418,24.781673692385,1.42774573917556
"prod_PhL","ssp126",1984,6,25.2695648460561,23.8540068360163,1.05934256746763
"prod_PhL","ssp126",1984,7,20.2846557526121,23.0523734465519,0.879937842393676
"prod_PhL","ssp126",1984,8,22.1262647007128,24.2220282999953,0.913476956870579
"prod_PhL","ssp126",1984,9,23.9810241789073,22.653906466303,1.05858228975114
"prod_PhL","ssp126",1984,10,11.961960724536,11.1795563631025,1.06998527812927
"prod_PhL","ssp126",1984,11,1.7936091191584,2.85087114617456,0.629144225464259
"prod_PhL","ssp126",1984,12,0.471033172316052,0.698939567861982,0.673925463623295
"prod_PhL","ssp126",1985,1,0.986823122093688,0.762541722138246,1.29412344720828
"prod_PhL","ssp126",1985,2,4.01895863711894,2.44019441661627,1.64698296568184
"prod_PhL","ssp126",1985,3,6.1469332320374,8.37780959169394,0.733716034574441
"prod_PhL","ssp126",1985,4,20.8752876388016,17.6008857108071,1.18603620191591
"prod_PhL","ssp126",1985,5,22.9958434952531,24.781673692385,0.927937466238178
"prod_PhL","ssp126",1985,6,22.5561178331881,23.8540068360163,0.945590314794889
