"","B20","B25","B30","B35","B40","B50","B60","B70","B0","Blim","Btarget_SQ"
"walleye_pollock_adult",2.22248867305985,2.77811084132481,3.33373300958977,3.88935517785473,4.44497734611969,5.55622168264962,6.66746601917954,7.77871035570946,11.1124433652992,0.222248867305985,4.44497734611969
"pacific_cod_adult",0.456472765615089,0.570590957018862,0.684709148422634,0.798827339826406,0.912945531230179,1.14118191403772,1.36941829684527,1.59765467965281,2.28236382807545,0.456472765615089,0.912945531230179
"arrowtooth_flounder_adult",1.5683579929828,1.96044749122851,2.35253698947421,2.74462648771991,3.13671598596561,3.92089498245701,4.70507397894841,5.48925297543981,7.84178996491402,0.15683579929828,3.13671598596561
"flathead_sole_adult",0.220628724858564,0.275785906073205,0.330943087287846,0.386100268502487,0.441257449717128,0.55157181214641,0.661886174575692,0.772200537004974,1.10314362429282,0.0220628724858564,0.441257449717128
"octopus",0.637368727998124,0.796710909997655,0.956053091997186,1.11539527399672,1.27473745599625,1.59342181999531,1.91210618399437,2.23079054799343,3.18684363999062,0.0637368727998124,1.27473745599625
"deep_water_flatfish",0.0473558604342241,0.0591948255427801,0.0710337906513361,0.0828727557598921,0.0947117208684482,0.11838965108556,0.142067581302672,0.165745511519784,0.23677930217112,0.00473558604342241,0.0947117208684482
"sablefish_adult",0.216716233314824,0.270895291643531,0.325074349972237,0.379253408300943,0.433432466629649,0.541790583287061,0.650148699944473,0.758506816601886,1.08358116657412,0.0216716233314825,0.433432466629649
"shallow_water_flatfish",0.836725012449761,1.0459062655622,1.25508751867464,1.46426877178708,1.67345002489952,2.0918125311244,2.51017503734928,2.92853754357416,4.1836250622488,0.0836725012449761,1.67345002489952
"rex_sole_adult",0.0627545407900703,0.0784431759875878,0.0941318111851054,0.109820446382623,0.125509081580141,0.156886351975176,0.188263622370211,0.219640892765246,0.313772703950351,0.00627545407900703,0.125509081580141
"pacific_ocean_perch_adult",0.149646605161138,0.187058256451423,0.224469907741707,0.261881559031992,0.299293210322276,0.374116512902845,0.448939815483414,0.523763118063983,0.74823302580569,0.0149646605161138,0.299293210322276
"slope_rockfish",0.457124410391426,0.571405512989283,0.685686615587139,0.799967718184996,0.914248820782853,1.14281102597857,1.37137323117428,1.59993543636999,2.28562205195713,0.0457124410391426,0.914248820782853
"demersal_shelf_rockfish",0.00951952129267036,0.011899401615838,0.0142792819390055,0.0166591622621731,0.0190390425853407,0.0237988032316759,0.0285585638780111,0.0333183245243463,0.0475976064633518,0.000951952129267036,0.0190390425853407
"pelagic_shelf_rockfish",0.0710310313245402,0.0887887891556752,0.10654654698681,0.124304304817945,0.14206206264908,0.17757757831135,0.213093093973621,0.248608609635891,0.355155156622701,0.00710310313245402,0.14206206264908
"atka_mackerel",0.0227931332800757,0.0284914166000946,0.0341896999201135,0.0398879832401324,0.0455862665601513,0.0569828332001892,0.068379399840227,0.0797759664802648,0.113965666400378,0.00227931332800757,0.0455862665601513
"big_skate",0.0186011803602205,0.0232514754502756,0.0279017705403308,0.0325520656303859,0.037202360720441,0.0465029509005513,0.0558035410806615,0.0651041312607717,0.0930059018011025,0.00186011803602205,0.037202360720441
"longnose_skate",0.0170710623967343,0.0213388279959179,0.0256065935951015,0.0298743591942851,0.0341421247934687,0.0426776559918358,0.051213187190203,0.0597487183885702,0.0853553119836717,0.00170710623967343,0.0341421247934687
"other_skates",0.0131506202246072,0.016438275280759,0.0197259303369108,0.0230135853930626,0.0263012404492144,0.0328765505615179,0.0394518606738215,0.0460271707861251,0.0657531011230359,0.00131506202246072,0.0263012404492144
"pacific_halibut_adult",0.789476297767461,0.986845372209326,1.18421444665119,1.38158352109306,1.57895259553492,1.97369074441865,2.36842889330238,2.76316704218611,3.9473814888373,0.0789476297767461,1.57895259553492
"salmon_shark",0.00762175587848736,0.0095271948481092,0.011432633817731,0.0133380727873529,0.0152435117569747,0.0190543896962184,0.0228652676354621,0.0266761455747058,0.0381087793924368,0.000762175587848736,0.0152435117569747
"pacific_sleeper_shark",0.00245433408678956,0.00306791760848695,0.00368150113018434,0.00429508465188173,0.00490866817357912,0.0061358352169739,0.00736300226036868,0.00859016930376346,0.0122716704339478,0.000245433408678956,0.00490866817357912
