"","B20","B25","B30","B35","B40","B50","B60","B70","B0","Blim","Btarget_SQ"
"walleye_pollock_adult",2.21728509300394,2.77160636625492,3.32592763950591,3.88024891275689,4.43457018600788,5.54321273250985,6.65185527901182,7.76049782551379,11.0864254650197,0.221728509300394,4.43457018600788
"pacific_cod_adult",0.412598641122738,0.515748301403423,0.618897961684107,0.722047621964792,0.825197282245477,1.03149660280685,1.23779592336821,1.44409524392958,2.06299320561369,0.412598641122738,0.825197282245477
"arrowtooth_flounder_adult",1.58532440394686,1.98165550493358,2.3779866059203,2.77431770690701,3.17064880789373,3.96331100986716,4.75597321184059,5.54863541381403,7.92662201973432,0.158532440394686,3.17064880789373
"flathead_sole_adult",0.227896621631761,0.284870777039701,0.341844932447642,0.398819087855582,0.455793243263522,0.569741554079403,0.683689864895283,0.797638175711163,1.13948310815881,0.0227896621631761,0.455793243263522
"octopus",0.642451035150279,0.803063793937848,0.963676552725418,1.12428931151299,1.28490207030056,1.6061275878757,1.92735310545084,2.24857862302597,3.21225517575139,0.0642451035150279,1.28490207030056
"deep_water_flatfish",0.0474892763202745,0.0593615954003431,0.0712339144804117,0.0831062335604804,0.094978552640549,0.118723190800686,0.142467828960823,0.166212467120961,0.237446381601372,0.00474892763202745,0.094978552640549
"sablefish_adult",0.216610989908182,0.270763737385227,0.324916484862273,0.379069232339318,0.433221979816364,0.541527474770455,0.649832969724546,0.758138464678637,1.08305494954091,0.0216610989908182,0.433221979816364
"shallow_water_flatfish",0.838384307914014,1.04798038489252,1.25757646187102,1.46717253884952,1.67676861582803,2.09596076978503,2.51515292374204,2.93434507769905,4.19192153957007,0.0838384307914014,1.67676861582803
"rex_sole_adult",0.0627700858442369,0.0784626073052962,0.0941551287663554,0.109847650227415,0.125540171688474,0.156925214610592,0.188310257532711,0.219695300454829,0.313850429221185,0.00627700858442369,0.125540171688474
"pacific_ocean_perch_adult",0.149892666033905,0.187365832542381,0.224838999050858,0.262312165559334,0.29978533206781,0.374731665084763,0.449677998101715,0.524624331118668,0.749463330169526,0.0149892666033905,0.29978533206781
"slope_rockfish",0.447287170988752,0.55910896373594,0.670930756483128,0.782752549230316,0.894574341977504,1.11821792747188,1.34186151296626,1.56550509846063,2.23643585494376,0.0447287170988752,0.894574341977504
"demersal_shelf_rockfish",0.00956464241140507,0.0119558030142563,0.0143469636171076,0.0167381242199589,0.0191292848228101,0.0239116060285127,0.0286939272342152,0.0334762484399178,0.0478232120570254,0.000956464241140507,0.0191292848228101
"pelagic_shelf_rockfish",0.0709002652546879,0.0886253315683599,0.106350397882032,0.124075464195704,0.141800530509376,0.17725066313672,0.212700795764064,0.248150928391408,0.35450132627344,0.00709002652546879,0.141800530509376
"atka_mackerel",0.0170973562569094,0.0213716953211367,0.0256460343853641,0.0299203734495914,0.0341947125138187,0.0427433906422734,0.0512920687707281,0.0598407468991828,0.0854867812845469,0.00170973562569094,0.0341947125138187
"big_skate",0.0186293053279539,0.0232866316599424,0.0279439579919308,0.0326012843239193,0.0372586106559078,0.0465732633198847,0.0558879159838617,0.0652025686478386,0.0931465266397695,0.00186293053279539,0.0372586106559078
"longnose_skate",0.017286354476628,0.021607943095785,0.025929531714942,0.030251120334099,0.034572708953256,0.0432158861915701,0.0518590634298841,0.0605022406681981,0.0864317723831401,0.0017286354476628,0.034572708953256
"other_skates",0.0132239695016272,0.016529961877034,0.0198359542524408,0.0231419466278476,0.0264479390032544,0.0330599237540681,0.0396719085048817,0.0462838932556953,0.0661198475081361,0.00132239695016272,0.0264479390032544
"pacific_halibut_adult",0.803905636939037,1.0048820461738,1.20585845540855,1.40683486464331,1.60781127387807,2.00976409234759,2.41171691081711,2.81366972928663,4.01952818469518,0.0803905636939037,1.60781127387807
"salmon_shark",0.00762538272969853,0.00953172841212316,0.0114380740945478,0.0133444197769724,0.0152507654593971,0.0190634568242463,0.0228761481890956,0.0266888395539448,0.0381269136484926,0.000762538272969853,0.0152507654593971
"pacific_sleeper_shark",0.000754953356665286,0.000943691695831607,0.00113243003499793,0.00132116837416425,0.00150990671333057,0.00188738339166321,0.00226486006999586,0.0026423367483285,0.00377476678332643,7.54953356665286e-05,0.00150990671333057
