,dnll_transient_killer_whales,dnll_resident_killer_whales,dnll_offshore_killer_whales,dnll_other_toothed_whales,dnll_humpback_whale,dnll_other_baleen_whales,dnll_dolphins_porpoises,dnll_northern_elephant_seal,dnll_northern_fur_seal_adult,dnll_northern_fur_seal_juvenile,dnll_steller_sea_lion,dnll_harbor_seal,dnll_sea_otter,dnll_piscivorous_surface_birds,dnll_planktivorous_surface_birds,dnll_piscivorous_diving_birds,dnll_planktivorous_diving_birds,dnll_salmon_returning,dnll_salmon_outgoing,dnll_pacific_hake,dnll_pacific_herring_adult,dnll_pacific_herring_juvenile,dnll_pacific_sandlance,dnll_pacific_capelin,dnll_shelf_forage_fish,dnll_slope_forage_fish,dnll_pacific_dogfish,dnll_salmon_shark,dnll_pacific_sleeper_shark,dnll_big_skate,dnll_longnose_skate,dnll_other_skates,dnll_pacific_halibut_adult,dnll_pacific_halibut_juvenile,dnll_arrowtooth_flounder_adult,dnll_arrowtooth_flounder_juvenile,dnll_rex_sole_adult,dnll_rex_sole_juvenile,dnll_flathead_sole_adult,dnll_flathead_sole_juvenile,dnll_shallow_water_flatfish,dnll_deep_water_flatfish,dnll_pacific_ocean_perch_adult,dnll_pacific_ocean_perch_juvenile,dnll_slope_rockfish,dnll_demersal_shelf_rockfish,dnll_pelagic_shelf_rockfish,dnll_thornyheads,dnll_sablefish_adult,dnll_sablefish_juvenile,dnll_pacific_cod_adult,dnll_pacific_cod_juvenile,dnll_walleye_pollock_adult,dnll_walleye_pollock_juvenile,dnll_large_sculpins,dnll_lingcod,dnll_atka_mackerel,dnll_shelf_demersal_fish,dnll_slope_demersal_fish,dnll_miscellaneous_deep_sea_fish,dnll_squid,dnll_octopus,dnll_tanner_crab,dnll_king_crab,dnll_pandalid_shrimp,dnll_nonpandalid_shrimp,dnll_motile_epifauna,dnll_benthic_zooplankton,dnll_sessile_epifauna,dnll_infauna,dnll_gelatinous_carnivores,dnll_other_gelatinous_zooplankton,dnll_mysids,dnll_pelagic_amphipods,dnll_euphausiids,dnll_large_copepods,dnll_small_copepods,dnll_large_microzooplankton,dnll_small_microzooplankton,dnll_large_phytoplankton,dnll_small_phytoplankton,dnll_macroalgae,dnll_benthic_microbes,dnll_discards,dnll_offal,dnll_detritus
arrowtooth_flounder_adult,0.005353572,-0.021864207,-0.000380356,-0.03599647,0.001815384,0.001205046,-0.000938185,-1.041609208,0.000707346,0.000179569,0.227877947,0.01520478,2.07E-06,0.001181643,7.39E-08,0.00915948,2.15E-08,8.953597292,0.000271167,0.009357882,-0.050506952,-0.054101156,0.531569282,-2.527615254,0.948805667,-0.068867431,-0.012347168,0.363920972,-0.013934561,-0.604682523,-0.814527046,-1.285318395,4.628176223,0.226686937,-2.658915383,-17.83881086,0.037277212,-0.002432335,0.181867117,-0.126116768,0.454348081,0.011342659,-0.482304469,-0.012406945,0.274474419,0.014563765,-0.072953237,0.003484003,0.371473788,-0.002423539,22.89686404,0.388709422,1.410572757,-2.893927198,0.184694618,0.094697339,0.068601291,1.185112417,1.043126015,0.02470001,0.454697703,0.494630095,0.524461035,-0.002605388,2.968884949,1.265886439,1.314595186,0.41965715,0.016682998,1.10559451,-0.035402703,-0.084936044,-0.040869517,0.010941699,1.609398975,0.299914453,-0.088707275,0.546324448,-0.000483863,0.184893324,-0.00769848,0.000995581,-0.001911588,-0.006191543,0.533869123,0.165666339
arrowtooth_flounder_juvenile,-0.003057583,0.007994974,-0.000130367,0.045110423,-0.002378573,-0.002153799,0.000816363,2.316288619,-0.000569831,-0.000237633,-0.082374756,0.007013739,-3.19E-06,-0.001364272,-1.47E-07,-0.012255057,-3.87E-08,-12.04812878,5.27E-05,-0.004232446,0.263406827,0.201163224,-0.862534441,7.274764412,-0.888306195,0.06615376,0.012381248,-0.088583844,-0.036771991,-0.126033232,0.198095932,0.344558454,-1.743201131,-0.05672354,0.395906476,24.84457925,0.057510991,0.010530164,-0.397895552,0.281708104,-0.87319428,-0.211267024,0.976460335,0.017689648,-0.441645356,0.161597925,0.04390334,-0.013883367,-0.103781755,0.004324315,-39.36865793,-0.774553016,4.068355899,3.444111852,-0.016915953,-0.096838863,-0.205605656,-1.947155709,-1.271173397,-0.003598716,-0.768159023,-0.802808337,-1.474171451,0.00407104,-7.039990658,-3.476384775,-2.613329724,-1.116538212,-0.030113963,-1.988337437,-0.176590215,0.057033731,0.046151984,-0.030127672,-9.106234232,-1.001983331,0.0660015,-1.403005989,0.00950483,-0.645918507,0.034881817,-0.001524118,-0.109545362,0.007507107,-1.004089835,-0.49447428
rex_sole_adult,0.000105017,-0.000594156,0.000381125,-0.003841798,4.79E-05,-6.30E-05,-0.000454319,0.04848618,-1.71E-05,-0.000142915,0.011858685,-0.003823677,-2.48E-06,5.58E-05,-8.93E-08,0.000158472,-4.25E-09,-6.497164135,-7.12E-05,0.000468982,0.009130495,0.007784001,0.032028803,-0.405628987,-0.238703858,-0.00307636,-0.005571681,0.038814229,0.071614432,-0.028167159,-0.014717241,-0.062568835,0.900841124,0.019075918,-1.487338756,-1.960217129,-40.05420995,-0.874902923,0.067243151,-0.038010624,-0.076667975,-0.463507263,0.003330844,-0.003528947,0.008773677,-0.070061378,-0.005858895,0.003540833,0.043134426,9.14E-05,3.504779633,0.093879509,0.193530941,-0.178553622,0.021267352,0.001683087,-0.000307912,0.032038346,0.068692946,-0.042634319,-0.089427422,-0.048049059,0.890162437,0.002496169,0.233223591,-5.390691211,-4.578537146,-8.817884065,-0.17215816,-32.41890626,-0.023250455,-0.175011342,-5.436602166,-1.553685129,-7.145973694,0.128140018,-0.028328587,-0.469298021,-0.012993074,-0.191032378,-0.00720119,-0.006549225,-0.316256572,0.005071807,0.0731344,0.542838805
rex_sole_juvenile,0.000877463,0.00158561,0.00075701,-0.006816486,0.000535132,-0.000169521,-0.002287966,0.098362388,0.000128474,2.11E-06,0.054999436,0.006181602,-4.48E-06,0.001430134,7.78E-08,0.003938997,-1.77E-08,-26.09685237,-0.000115186,0.002597822,0.140334415,0.100779718,0.004226699,-2.360276531,-0.451257761,0.003857761,-0.022338841,0.102033318,0.127679043,-0.047573624,-0.023357086,-0.172645888,1.606460241,0.045892148,-0.592485768,-0.916481786,-82.51201116,-41.14455755,-0.011158423,0.157566906,-0.219704024,-0.918818883,0.380120042,-0.004024045,-0.092187449,-0.125285849,0.022385567,0.000853405,0.267295984,0.001115473,3.08503926,0.047071235,3.110167238,-0.205493272,0.006903014,-0.032212725,-0.067903754,-0.031558329,0.016023641,-0.143216322,-0.329730846,0.018240206,-0.874034304,0.000180639,0.167222595,-11.7149832,-10.26850605,-18.96782528,-0.289061066,-63.72829055,-0.64258028,-0.254971536,-18.91116101,-3.018350214,-32.495337,0.554675691,-0.418047705,-1.765436741,-0.049866529,-0.633905129,-0.025755696,-0.006875386,-0.539534009,0.001716269,0.072068563,0.82047661
flathead_sole_adult,0.000190243,-0.000582056,-2.79E-05,0.006286157,7.07E-05,-0.000146669,-4.68E-06,0.03014276,3.44E-05,-1.79E-05,0.033280784,0.008664632,3.84E-07,0.000236509,1.05E-07,0.000555571,4.49E-10,-0.025812255,-0.000183983,0.000887736,0.001121169,0.001038872,-0.041998914,0.023189919,-0.222023888,0.000947256,0.004696495,-0.041081453,-0.010071331,-0.044943612,0.118775254,-0.005800305,-0.743134185,-0.030693006,0.018006079,0.236931547,0.023120266,0.00033204,6.647940154,-3.00051288,-0.053706199,-0.134669019,0.019057094,0.000687777,-0.041556588,-0.003352538,-0.001365386,-0.005670508,0.214610673,0.000485849,-2.874996998,-0.034584912,3.358973054,0.065071168,-0.476223049,-0.011847586,-0.00086638,-0.089271222,-0.095541154,-0.00079017,-0.036381022,-0.021518604,-0.227167482,-0.002760067,-2.201411764,-0.943916179,-1.648439556,-0.3004745,-0.002244807,-1.043075689,0.003222395,-0.032847639,-0.066528233,-0.002248206,-0.705442906,0.002118974,-0.01262309,-0.06297519,0.001318362,-0.021700355,0.001271472,0.001854134,-0.072955955,0.002852267,-0.488373683,-0.140434624
flathead_sole_juvenile,0.00136684,-0.000841343,-0.00032198,0.028060633,0.000616394,-0.000388085,-0.000523952,0.111238107,0.000194068,8.40E-05,0.129082582,0.029567655,2.44E-07,0.001174097,3.00E-07,0.00399225,-1.14E-09,-3.342638974,-0.000143229,0.004234752,0.028971443,0.022753574,-0.239977578,-0.258207153,-0.682538494,0.006444459,-0.004519153,0.029811669,-0.047642161,-0.296777704,0.142096806,-0.190169839,0.208019064,0.005341236,1.54179438,2.566138828,0.167030227,0.043591339,9.766586754,-26.31751337,-0.283722193,-0.377738535,0.149984557,-4.59E-05,-0.128488456,0.001968041,0.005495301,-0.009714251,0.697926895,0.001901038,-25.12152972,-0.166845224,8.166887488,0.762185801,-0.55216694,-0.042815247,-0.021028203,-0.50737931,-0.391168609,-0.007253129,-0.248524092,-0.228478899,-2.018916768,-0.007433953,-6.50164973,-4.015133812,-5.962145894,-0.860301099,-0.021216947,-3.414589391,-0.057052378,-0.087458108,-2.57732045,-0.11242599,-6.647568821,0.159342331,-0.120527072,-0.380073275,-0.014214438,-0.158839557,-0.006915556,0.00522039,-0.163500602,0.003767531,-1.392126196,-0.268841483
shallow_water_flatfish,-0.00012573,-0.000407294,1.08E-05,0.002807264,-0.000146567,-9.75E-05,1.01E-05,-0.001485103,-5.70E-05,-5.56E-05,-0.033365295,-0.000516154,-2.41E-07,-0.000284753,-1.93E-07,-0.001455398,-5.66E-09,-1.709220486,-8.44E-06,-6.91E-05,0.001531724,-0.000106218,0.04273905,0.028895104,-0.014989497,-0.00015078,0.045911502,-0.032561201,-0.007210836,-0.000979491,-0.006815981,0.001502848,-0.640508287,-0.011782494,-0.362936586,-0.411740973,0.144092957,-0.001567956,0.008531909,-0.015664409,-1.136874869,-0.307466475,-0.002418351,-0.00049517,0.021161611,1.26183176,-0.016009529,-0.022230869,-0.388636903,-0.001044817,-1.81006771,-0.131648753,-0.455108311,-0.008971925,-0.019820557,0.148288009,-0.003414545,0.601808168,-0.013926869,-0.022933555,-0.0544864,0.021926942,0.408475443,-0.003084764,0.234033278,0.058571214,0.17534425,0.228196833,0.004564655,1.050928453,-0.076872351,0.039077062,0.003933413,0.004673481,-0.069215726,-0.022079099,-0.002024345,-0.162362869,-0.000404372,-0.06871596,0.001178348,-0.002422648,-0.155006931,0.003146903,-0.066012271,0.281011416
deep_water_flatfish,0.000358824,0.001069505,-0.004640703,0.008230487,-0.001684529,0.00072844,-2.30E-07,-0.515808198,3.16E-05,2.40E-05,-0.010059176,0.015352021,-5.71E-06,-0.002918099,-9.18E-07,-0.010875848,-1.25E-08,-19.3638846,0.000659841,0.000268613,0.034978516,0.027771822,0.020978121,-0.618784961,-0.016669558,0.004918478,0.025776454,0.05210723,-0.701199229,0.066623744,0.01449668,0.05611365,0.780326933,0.022310025,-0.240617688,-0.115882063,-0.82037287,-0.006572369,0.142579027,-0.157273178,0.4157192,-299.6340806,-0.077677689,8.43E-05,0.004846851,0.229191719,0.03631133,-0.014110115,0.003305825,-0.001017606,-2.568072384,-0.056836363,1.928588987,0.060161212,-0.052506171,-0.058142949,-0.012342898,-0.765140069,-0.143883283,0.157559576,-1.37255315,-1.32798139,-2.634088439,0.046071107,-0.91487977,-3.811167082,-104.8610819,-3.618254579,-1.598070481,-195.4898754,-0.038730238,-0.090308134,-0.048495955,-1.975448655,-10.31464966,-0.372808313,-0.020422429,-0.000884405,-0.07106723,-0.07847598,-0.020494285,-0.015393686,0.816101857,-0.016341023,-0.054933941,-1.538145051
pacific_ocean_perch_adult,-0.012274434,-0.003623263,0.001979868,-1.492398827,0.001911265,-0.001763468,-0.002906446,1.102272068,0.000489437,-0.001641988,-0.944330906,-0.03137521,7.42E-05,0.004664452,1.07E-07,0.017434064,-4.23E-08,38.13948429,-0.003644696,0.003250558,0.728189203,0.544143421,0.111318086,-4.131117587,-0.810522766,0.572167974,-0.039527097,0.016771147,0.30530101,-0.056299023,0.005583238,-0.284977495,-9.417633463,-0.298314299,2.284399739,2.548537121,0.147853329,0.043361734,-0.103318461,0.188825725,-0.166087321,-0.50860358,-236.5022122,-3.573227258,-0.297269584,-0.065022952,0.247716536,-0.004720035,-0.397648665,0.003649609,-1.622031466,0.298700451,5.893491533,-0.888905715,0.013613267,-0.085826745,-0.435269801,-0.296865111,-0.276219069,-0.59668984,-4.489938909,0.054456138,0.284343192,0.076511978,-6.822447367,-0.06836751,-19.35037784,-0.111055274,-0.000775681,-0.842669281,-8.175080053,-34.9082537,-9.403644513,-15.05427875,-192.6853769,44.72500907,-34.64284626,-1.327424433,0.001156949,-1.272797,0.018186564,0.00431351,0.012281525,0.002674177,-0.084696254,-0.46555956
pacific_ocean_perch_juvenile,-0.00060003,-0.000234781,8.11E-05,-0.071103965,0.000317346,-0.000284235,-0.000333784,0.068971823,5.23E-06,-5.54E-05,-0.048203702,0.000183932,4.49E-06,0.000608321,2.47E-08,0.00259383,-2.74E-09,4.975384448,-0.000319517,0.000447737,0.057819738,0.047239167,0.004351873,-0.461343329,-0.052402772,0.036599379,-0.005461532,0.002986914,0.015307816,-0.006600126,0.000194508,-0.033259031,-0.444744881,-0.011838741,0.258113058,0.295672551,0.010549435,0.002335872,-0.013282129,0.017502961,-0.014289158,-0.077871866,-15.92444223,-9.18827097,-0.022227673,-0.004699167,0.059550813,-9.45E-05,0.010499843,0.0002651,-0.133961998,0.024401635,0.684988796,-0.077834725,0.001756637,-0.008900313,-0.049103154,-0.017166403,-0.023474267,-0.042111825,-0.264899431,0.044378506,0.039242657,0.00452413,-0.389170615,-0.002674154,-2.02880534,-0.009444177,0.000385182,-0.040211651,-0.534693291,-5.52793652,-0.5340149,-0.934751223,-14.31011652,3.930932956,-3.504286437,-0.166421561,-0.005275116,-0.131629204,-0.002856429,0.000841894,-0.005141033,0.00034217,-0.004472709,-0.025887933
slope_rockfish,0.000314279,2.05E-05,0.00017813,0.003032891,-1.23E-05,5.78E-06,-3.57E-06,-0.003053621,6.39E-05,2.16E-05,0.011539634,0.00054334,-1.30E-06,1.46E-05,1.89E-08,1.97E-05,3.29E-10,-0.098252674,-6.69E-06,-5.50E-06,-0.002064581,-0.001062711,-0.001717077,0.022421774,0.000391762,0.003357447,0.000191004,-0.000521535,0.024524229,-0.045472228,1.35E-05,0.001108443,-0.007629649,-0.000340369,-0.018002702,-0.01732798,-6.08E-05,-2.97E-05,0.001744327,-0.001442077,-0.002278637,-0.000737856,-0.003058795,-5.11E-05,-0.049191578,0.000417066,-6.02E-05,6.22E-05,-0.001671673,-1.70E-05,0.007808295,-0.001071615,-0.014368361,-0.005173594,0.000389727,-0.15979844,0.000449759,-0.003378988,0.000231817,-0.00069718,-0.01390329,0.001059738,-0.006944473,3.70E-05,-0.005203516,-0.00897012,0.002383903,-0.000632885,-0.000155055,-0.005256703,-0.000351163,-0.001313118,-0.001608358,-0.00094326,-0.024294428,0.005449727,-0.002379019,-0.0021007,-6.55E-05,9.07E-05,-7.62E-05,4.13E-06,0.000601116,-1.30E-05,0.000736427,-0.000657146
demersal_shelf_rockfish,-0.00033463,-0.000256901,3.52E-05,-0.007514011,1.52E-05,-1.48E-05,-1.89E-05,0.001706294,-0.000194111,-0.000100826,-0.020700781,-0.001710958,1.78E-06,-6.67E-05,-7.94E-08,-0.000243152,-1.48E-09,1.707381963,-0.000112561,0.000189716,0.002466169,0.002449639,0.005027779,-0.03513889,0.007844575,8.41E-05,0.004928966,0.168403386,0.001996604,0.011216035,0.004259149,0.007680284,-0.086886417,-0.002283177,-0.068910235,-0.08213473,0.00567439,0.000217572,-0.008175455,0.007964396,0.820247265,-0.008480513,0.00773698,0.000212182,-0.008993674,-2.867400104,0.009768339,-0.001135481,-0.539845966,0.000904836,-0.125648801,-0.025584715,0.212677553,-0.014165764,-0.000581252,0.002344207,-0.001105055,0.705970674,0.000905362,-0.000241086,-0.007008257,0.000182882,0.013731036,1.71E-05,0.302208982,0.017585826,0.009211871,0.005422629,0.000405485,0.010705187,0.048801144,-0.002021012,0.000875552,-0.000133118,0.07144849,0.031056995,0.000289313,0.088377189,0.000587318,-0.005461855,0.000608381,-0.000109758,-0.008673232,0.000138447,0.031188075,0.003355946
pelagic_shelf_rockfish,-0.001264504,-0.000601677,0.000263251,-0.096055319,0.001261834,-0.000654073,-0.001449382,0.120620334,-0.001363661,-0.000832179,-0.064588778,-0.014504961,2.81E-05,0.000317247,-1.53E-06,0.003655091,-2.76E-08,26.4593652,-0.000461384,0.001169278,0.157960757,0.131750827,-0.053161467,-2.01700958,-0.081312281,0.010085882,-0.005740206,0.778159176,0.043075264,-0.069741245,-0.006919025,-0.153724046,0.620896879,0.017370852,1.514356805,1.892276114,-0.033997292,0.014098677,0.039691437,-0.011999591,0.055810665,0.017418641,0.832511968,0.073461625,-0.082228761,-0.343895071,-57.74406604,0.003586271,-0.216575804,-0.000128859,1.234956838,0.488491983,2.314866277,-0.352113385,-0.002516027,-0.030150451,-0.176588542,1.861677234,0.074700971,-0.054800543,-1.320482421,-0.210540514,0.056921835,-0.000167541,0.134660791,0.320957436,-0.414263967,0.147303513,0.002440736,0.212147006,-21.92499384,-32.68788464,0.036741028,-0.230545028,-32.44608415,3.421280121,-2.995687182,-0.47523306,-0.035670266,-0.528647005,-0.031615798,0.000514443,0.079248289,-0.000247603,0.010677906,-0.044726779
thornyheads,-0.013089414,-0.001738806,0.00167921,-0.787844185,0.000838176,-0.003907009,0.000462339,0.510903556,0.000477607,0.000307124,-1.125032593,-0.010394178,9.28E-05,-0.006333074,-6.25E-06,-0.017985964,-1.09E-07,17.2076726,0.000588257,0.006673633,0.071471861,0.025706203,-0.564509957,-1.379019449,-0.28762194,-1.46022581,0.005157322,0.255972271,0.273242073,-0.306874838,6.342926356,-2.334221974,3.208239186,0.057834519,2.183774264,2.514163569,0.994677409,0.105123825,-1.589443931,3.193014729,3.705866931,-2.054352869,0.395113001,0.0023295,-1.614034063,-0.007363406,-0.026021724,109.338605,-2.386854182,-0.002022566,-15.2127564,-0.973048003,28.12907582,-0.647212308,-6.112824819,-0.206477302,-0.061254952,1.969192983,3.115119892,0.705548946,0.703448735,3.944781056,-1.249803422,0.294082394,21.0726296,30.66524086,5.647472252,4.66617203,0.662746966,10.11064306,-0.035609839,0.179569839,2.092209384,0.855527621,-1.818805725,0.539146975,-0.118815648,-0.87675169,0.012686501,-0.852960811,0.026380046,0.007217024,-1.754763753,-0.080776947,4.867682974,-2.959832955
sablefish_adult,0.000940221,-0.001703784,-0.000122992,0.088367054,-0.000160945,0.000119759,0.000325082,0.084621016,0.000143451,0.000128353,0.130960294,0.03582436,4.49E-08,-0.000237389,1.49E-07,-0.001282178,6.02E-09,-18.0124232,0.007037548,-0.008174592,-0.096684289,-0.135836047,-0.208317136,1.850340006,-0.585358235,0.009086315,-0.010996869,-1.854466076,-0.008933124,-0.029740586,-0.006586927,-0.39894378,3.900757514,0.104892027,3.354002807,4.568945203,-0.030975642,-0.009033434,0.066754644,-0.081359793,-0.461673214,0.025063462,-0.138163918,-0.005154243,0.056131026,-3.209775903,-0.1404,0.000398511,-14.22715154,-0.067294429,0.769114934,0.218830079,-2.352840892,1.213076736,0.007820978,0.002856568,0.05579124,-0.774441039,-0.144522539,0.004061104,-0.563436684,-0.259332336,-0.098648601,0.000769828,-1.043127553,-0.337168062,-0.389855742,-0.271698248,-0.01862841,-0.06202121,-1.786953459,-0.288635194,-0.127364874,-0.011741509,-6.657452255,-0.181599174,-0.057403401,-0.859224486,-0.01050624,0.182195512,-0.014986479,0.000138271,0.040144726,-0.000404651,-2.032908238,0.113198562
sablefish_juvenile,-0.005322905,-0.018535312,-9.11E-05,0.141403914,0.000983542,-0.000359451,-0.000802223,-0.486859748,-0.00036935,1.49E-05,-0.361103876,-0.075436285,8.74E-07,0.001338012,-4.34E-07,0.007174731,-1.61E-08,2.529335517,-0.013030489,0.007558466,0.389192904,0.410263247,0.457228222,-5.653514647,1.149096336,0.005126759,0.043708949,-3.47975545,-0.058382406,0.111816806,0.014634262,1.314218512,-4.945742041,-0.242814665,-7.849137695,-9.229122004,0.079308037,0.026182935,-0.193669257,0.17314857,1.316126531,-0.149161309,0.523103255,0.01917478,-0.176203889,-5.175938578,0.47102389,0.003016539,13.51141314,-4.355309712,-0.55641235,-0.367500313,2.954953732,-4.6082868,0.001142932,-0.036682548,-0.256652878,1.669555658,0.293208692,0.005780873,1.534051846,0.491961555,0.347110272,-0.017271053,2.315087011,0.654125279,0.327540143,0.556246008,-0.26126705,0.126871628,3.346351071,0.605295608,0.264890136,-0.021397698,6.995440299,-1.062985972,-0.221962772,-1.239926014,0.018724396,-0.786350299,0.026434325,0.001030666,-0.075443103,0.002197076,3.855503626,-0.171409103
pacific_cod_adult,0.00358305,-0.015752434,-0.002627163,0.213455255,-0.002787199,0.001300401,-0.00031751,0.012667187,0.000188761,0.000280486,0.232151151,0.054093324,-1.62E-05,-0.00175766,3.39E-07,-0.01382952,-1.50E-08,-36.20973806,0.001085809,0.002327629,-0.011859363,-0.009895877,-1.321550083,0.903299931,-1.457191705,0.018106501,0.012135971,0.305235584,-0.378319592,-3.12136047,-0.000204047,-0.365825247,4.330980191,0.147196612,1.230297072,5.607741505,-0.253734274,-0.028133916,-0.127712733,-0.609628951,-1.606728204,0.851050101,-0.040795899,0.00509126,0.268119565,0.019143415,0.071858945,0.026175724,0.803850907,0.006122998,-65.01418096,-0.500425401,-15.85275948,3.103014679,0.261812321,0.054745985,-0.013860922,-3.678654768,-2.146950891,-0.082349157,-1.749120217,-3.743438855,-8.073939876,0.012500427,-11.39556835,-9.56651235,-13.54930667,-2.644084323,-0.140467498,-7.252089115,0.255177796,-0.170128336,-0.049071036,-0.051476131,-3.17971828,-0.421909485,-0.041306637,-0.539899963,-0.025966742,0.020702909,-0.016510085,-0.00171137,0.355208224,0.035192457,-4.666653079,0.345616364
pacific_cod_juvenile,-6.20E-05,0.000239056,4.17E-05,-0.00437557,0.000115024,-0.000113538,1.75E-05,0.000672153,-2.00E-05,-1.87E-05,-0.006809771,-0.001647704,4.15E-07,7.78E-05,-8.84E-09,0.000588985,3.06E-10,2.241123277,-6.28E-05,-6.81E-05,0.002301047,0.002583612,0.171612884,-0.162970186,0.114389951,-0.005304023,-0.000825123,-0.010795904,0.003581906,0.017284104,0.001193416,0.019449375,-0.207217298,-0.004346812,0.041655118,-0.174250694,0.012953769,0.001871499,0.007759293,0.031603424,0.08574368,-0.046153521,0.006135469,-0.000293882,-0.015263636,0.002779496,-0.000578277,-0.001199473,-0.030775329,-0.000463985,5.091184845,2.404650112,1.063844918,-0.143952682,-0.00643458,-0.00257529,-0.000321072,0.245395308,0.105795184,0.005796864,0.093247145,0.204673909,0.412325053,-0.00062012,0.69250183,0.876150963,0.895381533,1.154385578,0.007068104,0.454488467,-0.00184008,0.015385179,0.039206172,-0.001026245,0.283690901,-0.016432214,0.002663034,-0.020747023,0.000665249,-0.011737506,0.0008687,0.000123498,-0.029750622,-0.002160871,0.247569981,0.003857002
walleye_pollock_adult,-0.101786479,-0.182698421,-4.96E-05,0.184802768,0.006545304,0.000627685,-0.013697865,-8.745700349,-0.012500253,-0.003254786,-5.421926968,-1.04475561,1.67E-07,0.010813376,-3.89E-07,0.048411774,3.94E-09,-10.03548397,-0.009789851,-0.319403331,1.874233595,1.03483004,6.65411829,-20.60464796,4.631950728,-0.229641431,0.342296289,-9.219371849,-0.672309935,0.747767334,-0.545785624,24.73833265,-80.47514901,-4.842171389,-160.184907,-161.691459,0.098296689,0.095716106,-0.788277448,0.665989444,2.158403983,1.950278407,0.909715381,0.104827684,0.800991375,-3.040041566,-0.267918871,0.101953039,-29.22178303,0.004905977,37.69890708,-4.734923196,-107.6632187,-88.4796576,0.441287455,0.128234535,0.045900234,6.904155661,4.804789123,0.029827938,2.999315477,-0.432552412,3.172504587,0.005802257,9.673035554,3.262628607,6.835408958,2.853852881,0.013181023,2.199212374,-2.871089873,3.327478153,1.747324262,0.188078957,25.76792693,-1.475122837,0.662164749,-4.107693222,0.000929248,-0.025287898,0.01113288,-0.007620187,0.001924551,0.017331871,-0.530769586,-0.296419312
walleye_pollock_juvenile,0.001637233,0.002663639,-4.18E-05,8.42E-05,-0.0002089,-2.47E-06,0.000238014,0.132338722,0.000264827,-1.39E-06,0.11325323,0.008640689,-1.85E-07,-0.000343778,2.67E-09,-0.001570545,8.99E-10,-2.424527261,7.18E-05,0.005406299,-0.046109721,-0.030283568,-0.091801192,0.785997296,-0.090188646,0.003478573,0.000507532,0.047464656,-0.003615727,0.016783694,0.029239059,-0.10239556,0.602362997,0.021820574,2.720461157,3.139926264,-0.011704732,-0.003469609,0.006419497,-0.010617359,-0.042357904,0.006034213,-0.032297067,-0.001971247,-0.003890198,0.022451576,0.004067794,-0.000628096,0.330373343,-0.0004335,-1.284302832,0.04136002,1.979635838,-0.279087559,-0.009666618,-0.003714931,0.018586146,-0.118941884,-0.086077978,0.002783668,-0.042808278,-0.033077863,-0.036126922,0.000426235,-0.288957334,-0.186274311,-0.162555086,-0.118716687,-0.000733438,-0.091275072,0.05036778,-0.118606404,-0.05179407,-0.012000416,-1.384100596,0.100567145,-0.124832557,0.046641781,8.65E-05,0.050760169,-0.001775065,-0.000237716,0.008204486,0.000239632,-0.012905856,0.004131188
large_sculpins,-0.001708767,-0.00231472,-3.93E-05,0.028187097,0.001016181,-0.000779668,5.84E-05,0.023333201,-0.000162114,-9.54E-05,-0.084162258,-0.121738381,-2.36E-06,0.000504591,-2.96E-07,0.004108112,7.14E-10,12.52232273,-0.001027021,5.14E-07,0.008314323,-0.000754905,0.076202859,0.564205059,-0.4012867,0.003391552,-0.001976938,-0.146768211,-0.027888813,3.321739032,0.079930983,0.374373208,-5.261577243,-0.124427331,-0.524573673,1.090978042,0.233085896,0.038352121,-0.113077012,-3.83776496,-0.479977329,-0.414458103,-0.007093598,-0.005566797,-0.256400672,-0.04109742,-0.01952491,0.116029387,-0.280985874,-0.000113946,-14.42644901,-0.579427583,-0.4625509,0.029037424,8.605390749,-0.086803586,0.013382335,0.037718647,-0.197276731,0.058048389,0.100459854,-0.2115076,-11.17761348,-0.003719365,-1.783840769,-3.019440456,-2.584364391,-1.185639071,-0.181101718,-5.300986415,0.022411001,0.024368012,-0.029694008,0.011726034,-0.664373671,0.161469916,-0.004309021,0.054363161,0.011737889,-0.073159073,0.008350166,0.002042077,-0.28945649,-0.072946054,-0.586711256,-0.228143332
lingcod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atka_mackerel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
